n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
1060,32387,6,2,2,1,1,5,1,1,0,0,6,3,1,1,8,23,5,1,0,1,6,2,1,1,1
1061,32850,5,2,2,1,1,6,1,1,1,0,6,3,1,1,8,24,6,1,0,1,5,3,1,1,1
1062,32850,5,3,1,1,0,7,1,1,1,0,6,3,1,2,8,23,7,1,0,1,5,3,1,1,1
1063,32851,5,3,2,1,0,10,1,1,1,0,7,3,1,2,7,23,9,2,0,1,6,4,1,1,1
1064,32852,6,4,2,1,0,16,2,1,1,0,8,4,1,2,7,26,11,2,0,1,6,5,1,1,1
1065,33203,6,5,2,1,0,23,2,2,1,0,9,5,1,2,7,51,18,4,1,1,7,5,1,1,1
1066,33204,6,4,2,1,0,32,2,2,1,0,10,6,1,2,7,116,33,7,1,1,8,4,1,1,1
1067,33226,6,4,2,1,0,40,2,2,1,0,10,7,2,3,7,216,56,12,1,1,9,4,1,1,1
1068,33694,7,3,2,1,0,45,2,2,1,0,9,7,2,3,7,344,82,17,2,1,10,4,1,1,1
1069,33695,7,3,2,1,0,44,2,2,1,0,9,8,2,3,7,453,103,21,2,1,12,4,1,1,1
1070,33696,8,2,1,1,0,38,2,2,1,0,8,8,2,3,7,509,113,23,2,1,13,5,1,1,1
1071,34272,9,2,1,1,0,29,1,2,1,0,7,7,2,3,7,486,108,22,2,1,15,6,1,1,1
1072,34274,9,2,1,1,0,20,1,1,1,0,7,6,2,3,7,397,88,18,1,1,15,7,1,1,1
1073,34275,8,3,1,1,0,12,1,1,1,0,7,5,2,2,6,273,61,13,1,1,15,7,1,1,1
1074,34275,8,3,2,1,0,8,1,1,1,0,7,4,2,2,6,154,35,8,1,1,14,6,2,1,1
1075,34276,7,3,2,1,0,6,1,1,1,0,7,3,2,2,6,72,16,4,1,1,12,5,2,1,1
1076,35048,6,3,2,1,0,5,1,1,1,0,7,3,2,2,6,43,7,2,1,1,9,4,2,1,1
1077,35048,6,3,2,1,0,5,2,1,1,0,7,2,1,2,6,74,4,2,1,1,7,4,2,1,1
1078,35049,6,4,3,1,0,5,2,1,1,0,7,2,1,2,6,176,4,3,2,1,5,3,2,1,1
1079,35076,6,4,3,1,1,5,2,1,1,0,8,3,1,2,6,309,6,5,2,1,4,3,2,1,1
1080,35544,6,4,3,1,1,9,4,2,1,0,8,3,1,2,6,479,7,7,2,1,4,3,2,1,1
1081,35545,5,4,3,1,1,16,6,3,1,0,9,3,1,2,6,592,8,9,2,1,4,2,2,1,1
1082,35546,4,4,4,2,1,29,9,4,1,0,10,3,1,2,6,647,9,11,2,1,5,3,2,1,1
1083,35546,4,6,5,2,1,44,12,5,1,1,11,4,1,2,7,597,9,12,3,1,5,5,3,2,1
1084,35547,4,7,5,3,1,59,14,6,1,1,17,8,3,3,8,478,9,12,3,1,5,7,4,2,1
1085,35548,5,9,5,3,1,67,14,6,1,1,28,16,8,4,11,319,9,12,3,1,6,9,5,3,1
1086,36099,6,9,5,3,1,67,12,5,1,1,46,30,15,7,15,172,8,10,3,1,6,10,5,3,1
1087,36100,8,9,5,3,1,58,9,4,1,1,65,47,25,9,21,72,7,9,3,1,7,11,5,4,1
1088,36101,10,8,4,3,1,43,5,2,1,0,80,62,33,12,27,32,8,7,2,1,8,10,4,4,1
1089,36102,14,7,3,3,1,28,3,1,1,0,85,71,38,14,32,59,11,6,2,1,10,9,3,3,1
1090,36102,17,5,2,2,1,15,1,1,0,0,79,70,37,14,33,143,19,6,2,1,12,7,3,3,1
1091,36494,19,4,2,2,1,8,1,1,0,0,63,60,31,13,31,253,31,8,2,1,14,6,2,3,1
1092,36494,19,4,2,2,1,5,1,1,0,0,43,45,23,10,25,388,44,12,2,1,14,5,2,2,1
1093,36494,17,3,2,2,1,4,1,1,1,0,25,30,14,7,19,484,54,14,2,1,13,4,2,2,1
1094,36948,15,3,2,1,1,3,1,1,1,0,12,18,7,5,13,530,57,16,2,1,11,4,3,2,1
1095,36949,15,3,2,1,1,4,1,1,1,0,6,10,3,4,9,493,52,15,2,1,11,3,3,2,1
1096,36949,18,3,3,1,1,4,1,1,1,0,5,6,1,3,7,397,42,13,2,1,11,3,4,2,1
1097,37304,26,3,3,1,1,4,1,1,0,0,6,4,1,3,7,268,29,10,2,1,14,3,4,2,1
1098,37305,34,3,4,1,1,5,1,1,0,0,6,3,1,3,6,149,17,6,2,1,18,3,3,2,1
1099,37305,41,3,4,1,1,5,1,1,0,0,6,2,1,3,7,67,10,4,2,1,20,3,3,1,1
1100,37729,42,3,4,2,1,6,1,1,0,0,6,2,1,3,7,25,6,2,2,1,21,4,3,1,0
1101,37729,38,3,4,2,0,6,1,1,0,0,6,3,1,3,7,12,5,2,2,1,18,4,2,1,0
1102,37730,30,3,3,2,0,7,1,2,0,0,5,5,1,4,7,10,5,1,2,1,15,4,2,1,0
1103,37756,22,3,3,2,0,6,1,2,0,0,4,6,1,4,7,9,4,1,2,1,11,3,2,1,0
1104,38131,16,3,2,2,0,6,1,2,0,0,3,7,1,4,7,7,4,1,2,1,9,3,1,1,0
1105,38131,14,3,2,1,0,5,1,2,0,0,3,8,1,4,7,8,4,1,2,1,10,3,1,1,1
1106,38132,18,3,2,1,0,5,1,1,0,1,3,9,1,5,7,10,4,1,2,1,12,2,1,1,1
1107,38484,24,3,1,1,1,5,1,1,0,1,4,10,1,5,7,18,4,1,1,1,17,2,1,1,1
1108,38485,33,3,1,1,1,5,1,1,0,1,5,10,1,5,8,29,5,1,1,1,23,3,1,1,1
1109,38485,41,4,1,1,1,5,1,1,0,1,5,9,1,5,8,48,5,2,1,1,28,3,1,1,1
1110,38944,46,5,1,1,1,5,1,1,0,1,6,9,1,4,8,66,6,2,1,1,31,4,1,1,0
1111,38945,48,6,1,1,1,5,1,1,0,1,6,8,1,4,8,81,7,2,1,1,33,4,1,1,0
1112,38946,46,6,1,1,1,5,1,0,0,1,6,7,1,3,8,87,8,2,1,1,31,4,1,1,0
1113,39305,44,6,1,1,1,5,1,0,0,1,6,6,1,3,8,83,8,2,1,1,30,4,1,1,0
1114,39305,46,6,1,1,1,5,1,0,0,0,8,6,1,3,8,69,8,2,1,1,30,4,1,1,0
1115,39307,54,6,1,1,1,6,1,0,0,0,9,6,1,3,8,50,7,1,1,1,34,4,1,1,0
1116,39739,69,6,2,1,1,6,1,0,0,0,10,7,1,3,8,31,7,1,1,1,42,5,1,1,0
1117,39740,85,6,2,1,1,6,1,0,1,0,11,7,1,3,8,16,5,1,1,1,50,5,2,1,0
1118,39741,93,6,2,1,1,6,1,0,1,0,10,7,1,3,8,7,4,1,1,1,55,5,2,1,0
1119,40190,90,5,2,1,1,5,1,0,1,0,9,7,1,3,8,3,3,1,1,1,53,5,2,1,1
1120,40190,75,4,2,1,1,5,1,0,1,0,8,7,1,3,8,3,3,1,1,1,45,4,2,1,1
1121,40190,55,4,2,1,1,5,1,0,1,0,7,7,1,3,7,3,3,2,1,1,34,4,2,1,1
1122,40191,36,3,1,1,1,5,1,0,0,0,7,7,1,3,7,3,3,2,1,0,23,4,2,1,1
1123,40559,23,2,2,1,1,5,1,1,0,0,7,7,1,3,7,3,3,2,1,0,16,3,2,1,1
1124,40560,18,2,2,1,1,5,1,1,0,0,7,7,1,4,8,3,3,2,1,0,13,4,2,1,1
1125,40561,19,3,3,1,1,5,1,1,0,0,7,7,1,4,8,4,3,2,1,0,13,4,2,1,1
1126,41064,22,4,4,1,1,5,1,0,0,0,7,6,1,4,8,6,3,1,1,1,14,4,3,2,1
1127,41065,25,4,5,1,1,5,1,0,0,0,7,5,1,4,8,20,3,1,1,1,13,4,3,2,1
1128,41066,26,5,6,1,1,5,1,0,0,0,7,5,1,3,8,54,4,1,2,1,13,3,4,2,1
1129,41066,26,5,6,1,1,6,1,0,0,1,7,6,1,3,8,112,6,2,2,1,12,3,4,1,1
1130,41431,23,5,6,1,1,6,1,1,0,1,7,7,1,3,7,183,9,2,2,1,10,2,4,1,1
1131,41432,19,4,5,1,1,6,1,1,0,1,7,8,1,3,7,253,12,2,2,1,9,2,3,1,1
1132,41432,14,3,3,1,0,7,1,1,0,1,7,8,1,4,8,301,14,2,2,1,7,1,2,1,1
1133,41926,9,2,2,1,0,7,0,1,0,1,7,8,1,4,8,310,15,2,2,1,5,1,1,1,1
1134,41927,6,1,1,1,1,7,0,1,0,1,8,7,1,4,8,277,14,2,2,1,4,1,1,0,1
1135,41928,4,1,1,1,1,7,1,1,0,0,9,6,1,4,8,222,12,2,2,1,3,1,0,0,1
1136,41928,5,1,0,1,1,7,1,2,0,0,9,6,1,4,7,155,9,2,2,1,3,1,0,0,1
1137,42319,10,2,0,1,1,6,1,2,0,0,10,7,1,4,7,109,7,2,2,1,4,2,0,1,1
1138,42320,19,3,0,1,1,6,1,2,0,0,10,7,1,3,7,81,5,2,1,0,8,3,0,1,1
1139,42321,33,4,0,1,1,5,1,2,0,0,9,8,1,3,6,74,3,2,1,0,12,4,1,1,1
1140,42813,48,5,0,1,1,5,1,2,0,0,7,8,1,3,6,73,3,2,1,0,17,4,1,1,1
1141,42813,58,6,0,1,1,4,1,2,0,0,6,9,1,2,6,68,2,2,1,0,21,5,1,1,1
1142,42814,61,7,0,1,0,4,1,1,0,0,6,9,1,2,6,59,2,1,1,0,22,5,1,1,1
1143,42815,57,6,1,1,0,4,1,1,1,0,6,9,1,2,7,46,2,1,1,0,20,4,1,1,1
1144,43489,48,5,1,1,0,4,1,1,1,0,6,9,1,2,7,30,2,1,1,1,16,3,1,1,1
1145,43490,41,4,1,1,0,4,1,2,1,0,6,9,2,2,7,18,2,1,1,1,11,2,1,1,1
1146,43490,39,3,1,1,0,5,1,2,1,0,7,9,2,3,7,10,2,1,1,1,7,2,1,1,1
1147,43491,48,2,1,1,0,6,1,2,1,0,8,10,2,3,7,6,2,1,1,1,4,2,1,1,1
1148,43492,63,2,1,1,1,7,2,2,1,1,9,13,2,3,8,6,3,1,1,1,3,2,1,1,1
1149,44183,79,2,1,1,1,10,2,2,1,1,12,18,2,2,8,6,4,1,1,1,3,3,1,1,1
1150,44183,89,2,1,1,1,14,2,2,0,1,15,25,2,2,8,21,11,2,1,1,5,3,1,1,1
1151,44184,89,2,1,1,1,18,2,2,0,1,19,31,2,2,8,82,32,8,3,1,8,4,1,1,1
1152,44185,80,2,1,1,1,21,2,2,0,1,21,35,2,2,8,239,75,20,7,1,11,5,2,1,1
1153,44185,63,2,1,1,1,22,2,2,0,1,22,36,1,2,8,516,144,39,12,2,14,5,2,1,1
1154,44186,44,2,2,1,1,20,2,2,0,0,20,34,1,2,8,906,232,62,19,2,15,4,3,1,1
1155,44661,28,1,2,1,1,22,2,2,1,0,17,28,1,2,8,1336,318,84,24,3,15,3,3,1,1
1156,44661,17,1,2,1,1,34,4,3,1,0,13,22,2,2,8,1695,378,97,27,3,14,3,2,1,1
1157,44662,11,1,1,1,1,58,6,3,1,0,9,16,2,2,8,1874,392,98,26,3,11,2,2,1,1
1158,44662,8,1,1,1,1,90,9,4,1,0,6,11,2,2,8,1816,356,86,23,2,9,2,2,1,1
1159,45334,7,1,1,1,1,121,11,3,2,0,5,8,2,3,8,1539,282,65,17,2,8,3,1,1,1
1160,45336,6,2,1,1,1,140,12,3,2,0,5,7,2,3,8,1131,192,42,11,1,7,3,1,1,1
1161,45339,6,2,1,1,1,140,12,2,2,0,9,8,4,4,10,708,111,22,6,1,8,3,1,1,1
1162,45340,6,2,1,1,1,121,11,2,1,0,21,15,12,9,14,369,53,10,4,1,8,4,2,1,1
1163,45340,6,2,1,1,1,91,10,1,1,0,46,31,28,20,24,154,21,5,3,1,9,4,2,2,1
1164,45857,7,3,2,2,1,61,9,2,1,0,81,57,51,35,39,55,8,3,3,1,10,4,3,2,1
1165,45858,7,3,2,2,1,41,9,2,1,0,120,86,78,52,56,52,8,5,4,1,12,5,3,3,1
1166,45858,9,3,2,2,1,33,10,2,1,0,151,110,98,65,69,134,18,8,5,2,14,5,3,3,2
1167,45859,11,4,2,2,2,34,11,2,1,0,163,120,106,70,74,268,34,14,6,2,17,5,3,3,2
1168,45860,13,4,2,2,2,37,10,3,1,0,152,115,98,65,69,437,53,20,6,2,19,5,3,3,2
1169,46285,14,5,2,2,1,38,9,2,1,0,124,95,78,52,56,595,70,24,6,2,19,5,3,3,1
1170,46286,15,6,1,2,1,34,7,2,1,0,90,70,52,35,39,682,80,26,6,1,19,6,3,2,1
1171,46286,17,7,1,1,1,27,5,1,0,0,61,49,29,20,24,675,78,25,5,1,20,6,2,2,1
1172,46844,24,10,2,1,1,19,3,1,0,0,46,40,14,11,13,568,67,21,4,1,24,8,2,1,1
1173,46845,36,14,3,1,1,12,2,1,0,0,45,43,8,8,9,410,52,16,3,1,33,12,3,1,1
1174,46845,50,20,4,1,1,8,2,1,0,0,56,55,9,11,9,246,37,11,2,1,46,17,4,1,1
1175,46845,63,27,5,1,1,6,1,1,0,0,72,73,15,16,12,127,29,8,2,1,59,24,5,1,1
1176,46863,70,33,6,1,2,5,1,1,0,0,89,92,24,24,19,64,27,6,1,1,70,30,6,1,1
1177,47385,70,35,6,1,2,5,1,1,0,0,106,110,36,33,29,45,29,5,1,1,74,33,6,1,1
1178,47386,62,33,6,1,2,5,1,1,0,0,118,122,48,41,41,45,30,4,1,1,71,33,6,1,1
1179,47386,50,28,5,1,2,5,2,1,0,0,123,126,56,46,50,44,28,4,1,1,62,30,5,1,1
1180,47387,36,22,4,1,2,5,2,1,0,0,117,119,59,49,55,38,24,3,2,1,50,24,4,1,1
1181,47952,27,15,3,1,1,6,2,1,0,0,101,101,55,48,53,33,18,2,2,1,41,17,3,1,1
1182,47954,22,10,2,1,1,6,3,1,0,0,77,77,46,44,47,28,12,2,1,1,35,12,2,1,1
1183,47955,21,7,2,1,1,7,3,1,0,0,52,52,34,40,39,42,8,3,1,1,33,8,2,1,1
1184,47955,22,5,2,1,1,7,3,1,0,0,35,31,25,36,33,98,10,6,2,0,31,5,2,1,0
1185,48370,21,3,2,1,0,9,4,2,1,0,35,21,23,34,29,225,19,11,2,0,29,3,2,1,0
1186,48371,20,3,2,1,0,23,12,8,1,0,60,28,29,33,29,393,33,18,3,0,27,2,2,1,0
1187,48372,18,3,3,1,0,61,32,22,2,1,104,50,42,33,29,584,48,25,4,0,23,2,3,1,0
1188,48373,16,4,3,1,0,126,67,45,3,1,157,84,58,32,29,711,59,30,5,0,20,2,3,1,0
1189,48933,15,4,3,1,1,209,110,74,5,1,200,118,72,30,27,756,61,31,5,1,19,3,3,1,0
1190,48934,17,4,3,1,1,288,151,102,6,2,222,143,78,25,22,683,55,28,5,1,20,3,3,1,0
1191,48934,20,5,3,1,1,337,175,118,7,2,218,150,73,20,17,533,43,22,4,1,23,4,3,1,0
1192,48935,24,5,3,1,1,338,174,119,7,2,191,136,60,14,12,353,30,15,3,1,27,5,3,1,1
1193,49391,26,6,2,1,1,291,149,102,6,2,153,108,42,9,8,219,25,10,3,1,29,5,2,1,1
1194,49393,25,6,2,1,1,213,108,75,5,1,115,74,24,5,5,215,37,10,4,1,29,6,2,1,0
1195,49393,23,7,1,1,1,130,65,46,3,1,86,45,11,3,3,357,66,15,7,1,27,7,1,1,0
1196,49393,18,7,1,1,1,63,30,22,2,1,66,26,4,3,3,591,105,25,11,2,23,7,1,1,0
1197,49956,16,7,1,1,1,23,10,8,1,1,54,19,2,3,2,830,140,35,15,2,21,7,1,1,0
1198,49957,17,7,1,1,1,7,2,2,0,0,44,19,2,3,2,978,162,44,18,2,22,7,1,1,0
1199,49957,21,6,1,1,1,3,1,0,0,0,33,21,2,3,2,1017,162,46,19,2,25,6,1,1,0
1200,49958,28,5,1,1,1,3,1,0,0,0,24,23,3,3,2,894,140,43,17,2,30,6,1,1,0
1201,50398,34,5,2,1,1,3,2,1,0,0,18,23,3,3,2,683,104,34,13,1,33,5,2,1,0
1202,50399,44,5,3,1,1,4,2,1,0,0,15,22,3,3,2,425,66,25,9,1,38,5,4,1,1
1203,50399,68,6,7,3,1,5,2,1,1,0,14,20,4,3,2,217,36,19,7,1,50,7,9,3,1
1204,50400,112,10,14,5,2,6,2,1,1,0,16,17,5,3,2,92,20,19,7,2,73,10,17,6,2
1205,46,174,15,22,8,3,7,2,1,1,0,20,16,6,3,2,57,18,24,9,3,107,15,27,10,3
1206,163,240,23,29,11,4,8,2,1,1,0,24,18,9,4,2,83,23,30,12,4,143,22,37,13,4
1207,397,289,30,35,13,5,8,2,1,1,0,28,23,12,4,3,144,33,36,14,5,169,29,44,15,5
1208,508,305,36,36,13,5,9,2,1,1,0,30,29,15,4,3,249,50,37,14,5,177,34,45,15,5
1209,555,282,39,32,11,5,8,2,1,1,1,29,34,17,4,3,417,80,36,13,4,163,37,40,13,5
1210,669,228,39,25,9,4,8,2,1,1,1,25,36,17,4,3,664,129,34,11,4,130,36,32,10,4
1211,811,161,36,18,7,3,7,1,1,1,1,19,36,16,3,3,965,192,34,10,3,91,33,22,8,3
1212,1099,101,31,11,7,2,6,1,1,1,0,14,33,13,3,3,1262,256,35,9,2,55,29,14,7,2
1213,1242,61,26,7,7,2,5,1,1,1,0,9,30,11,3,3,1458,303,37,9,1,32,24,9,7,2
1214,1244,40,21,5,7,2,4,1,1,0,0,7,26,9,3,2,1514,315,37,10,1,20,19,6,8,2
1215,1449,31,16,4,7,2,3,1,1,0,0,7,23,7,3,2,1381,290,35,10,1,16,15,5,8,2
1216,1513,25,12,4,7,2,3,1,1,0,0,7,20,6,3,2,1132,233,29,9,2,14,12,4,8,2
1217,1559,20,10,3,6,2,3,1,1,0,0,7,19,5,3,2,812,165,21,9,2,12,10,4,7,2
1218,1698,17,8,3,5,2,4,1,1,0,0,11,22,5,3,2,574,107,15,8,2,11,8,4,6,2
1219,1797,19,8,4,3,2,6,1,1,0,0,20,32,8,4,3,554,74,14,7,2,15,7,5,4,1
1220,1962,28,8,5,3,1,10,2,1,0,0,37,52,14,4,4,787,68,18,8,2,23,7,6,4,1
1221,2070,40,9,6,3,1,13,3,1,0,0,60,78,21,5,5,1188,85,28,9,2,36,6,8,4,1
1222,2195,53,9,8,3,2,16,4,1,0,0,84,105,28,5,6,1597,109,40,11,2,49,6,10,5,2
1223,2438,63,8,10,4,2,18,4,1,0,0,101,123,31,6,6,1817,127,50,13,3,60,6,12,6,2
1224,2520,67,7,12,5,3,17,4,1,0,0,107,128,30,6,6,1806,131,55,14,3,65,6,15,7,3
1225,2577,64,7,14,6,4,15,4,1,0,0,101,119,25,5,6,1549,118,55,14,4,63,6,17,7,4
1226,2687,55,7,16,7,4,11,3,1,0,0,88,100,20,5,5,1125,95,49,13,5,55,6,19,8,5
1227,2792,43,10,19,7,5,9,3,2,0,0,78,78,15,4,5,709,75,40,12,5,44,7,23,7,5
1228,2912,32,13,22,7,5,7,3,3,0,0,78,57,14,4,5,458,74,33,11,5,33,9,28,6,5
1229,3057,22,18,26,6,5,6,3,3,1,0,88,42,15,4,5,446,98,27,10,6,24,13,33,6,5
1230,3239,15,22,30,5,4,5,3,4,1,0,102,31,16,4,5,618,142,26,10,6,17,16,37,5,4
1231,3410,11,23,31,4,4,5,3,4,1,0,112,23,16,4,5,869,188,26,10,6,14,18,38,4,4
1232,3460,11,23,31,3,3,4,3,3,1,0,111,17,14,5,5,1123,217,26,9,5,13,18,36,4,3
1233,3570,15,22,28,3,2,3,3,3,1,0,96,12,12,5,4,1418,218,28,9,5,15,19,32,3,3
1234,3678,20,23,23,2,2,3,2,2,1,0,73,8,8,5,4,1884,204,36,10,4,20,21,25,3,2
1235,3834,28,27,19,3,2,4,1,2,1,0,49,6,6,4,3,2523,195,56,14,4,26,26,19,3,2
1236,3944,40,36,16,3,1,9,1,2,1,0,29,4,4,4,3,3346,207,89,22,3,37,34,16,4,1
1237,4045,55,47,17,5,2,15,1,1,1,0,17,3,4,4,3,4130,243,130,32,3,50,45,17,5,2
1238,4181,70,59,22,7,2,22,1,2,1,0,12,4,4,4,3,4660,285,169,41,4,65,54,22,7,2
1239,4390,83,68,28,8,3,28,1,2,1,0,11,7,4,3,3,4697,309,192,46,5,76,61,29,9,3
1240,4466,91,71,34,9,4,30,2,2,1,0,11,11,5,3,4,4200,298,193,45,6,81,62,36,10,4
1241,4575,91,70,38,9,5,29,2,2,1,0,12,17,5,3,3,3285,251,171,39,6,78,60,40,10,5
1242,4696,82,65,38,9,6,24,2,2,1,0,14,22,6,3,3,2191,183,134,30,6,67,55,41,9,5
1243,4815,68,57,35,8,6,17,2,2,1,0,15,25,6,3,3,1203,116,92,20,6,51,49,38,8,5
1244,4953,52,49,30,7,5,10,2,1,1,0,16,25,6,3,3,519,67,56,13,5,35,44,32,7,5
1245,5093,37,42,23,6,5,6,2,1,1,0,16,21,5,3,3,170,38,31,8,5,23,39,24,6,4
1246,5163,28,34,16,5,4,4,1,1,1,0,14,16,4,3,3,51,26,17,6,4,17,33,17,6,3
1247,5394,23,26,11,5,3,3,1,1,1,0,12,10,3,3,3,30,20,11,6,3,16,27,11,5,3
1248,5465,20,19,8,4,3,3,2,1,1,0,10,6,2,2,2,25,16,8,5,2,17,20,8,4,2
1249,5537,20,14,6,4,2,3,2,1,1,0,10,4,3,2,3,24,13,6,5,2,17,15,6,4,2
1250,5676,20,10,6,4,2,3,2,1,1,0,12,3,5,2,3,24,9,7,5,2,17,11,6,4,1
1251,5815,19,7,7,4,2,3,2,1,1,0,15,4,7,2,3,24,7,8,5,2,17,8,7,4,1
1252,5950,19,5,9,4,2,3,2,1,1,0,20,5,9,3,4,23,6,10,5,2,17,6,9,4,1
1253,6092,18,5,11,4,2,3,2,1,1,0,25,7,12,3,4,23,6,13,5,2,16,6,11,4,1
1254,6179,17,7,13,4,2,3,2,1,1,0,28,8,13,3,4,22,8,15,5,2,15,8,13,5,2
1255,6333,16,9,13,5,2,3,2,1,1,0,28,8,12,4,4,31,13,16,5,2,14,10,13,5,2
1256,6435,15,12,13,5,3,3,1,1,1,0,25,8,11,4,3,53,21,17,5,2,12,14,13,5,3
1257,6580,14,17,13,5,3,3,1,1,0,0,21,7,8,3,3,98,32,19,5,2,11,17,11,4,3
1258,6662,13,21,12,5,3,3,1,1,0,0,15,6,6,3,3,155,44,22,6,3,10,20,11,4,4
1259,6821,14,24,14,5,4,3,1,1,0,0,11,4,5,3,3,220,53,26,6,3,10,22,12,4,4
1260,6978,17,27,19,5,4,3,1,1,0,0,8,3,4,2,2,266,59,33,8,4,12,23,18,5,4
1261,7059,20,29,28,6,5,3,2,1,0,0,8,3,3,2,2,286,61,42,9,5,15,25,29,6,5
1262,7279,25,32,39,7,5,4,2,1,0,0,9,2,3,2,2,288,62,51,11,6,21,29,43,8,6
1263,7420,29,36,50,9,6,4,2,1,0,0,11,2,3,2,2,334,66,61,13,7,26,34,56,10,7
1264,7421,31,40,57,12,7,4,1,1,0,0,11,1,2,2,2,505,75,71,16,8,30,40,63,13,8
1265,7592,31,43,58,15,8,4,1,1,0,0,11,1,1,2,2,840,88,80,20,8,31,46,64,16,8
1266,7680,29,44,52,18,7,5,1,1,0,0,11,1,1,2,2,1291,99,88,23,8,29,48,57,19,8
1267,7855,26,43,42,19,7,5,0,1,0,0,10,1,1,2,2,1738,106,91,25,7,26,47,45,20,7
1268,7941,24,39,31,19,6,5,0,1,0,0,9,2,2,2,2,2038,104,88,24,6,23,42,32,19,6
1269,8118,22,32,21,17,5,5,0,1,0,0,10,3,3,3,2,2076,96,77,21,5,20,34,20,17,5
1270,8238,22,25,14,13,4,5,1,1,0,0,12,4,5,3,3,1926,85,62,17,4,19,25,13,14,4
1271,8408,23,19,10,10,3,5,1,1,0,0,14,5,6,3,3,1636,78,44,13,4,19,18,9,10,3
1272,8500,24,14,8,7,3,5,1,1,0,0,15,5,7,4,3,1374,76,28,9,4,20,14,7,8,3
1273,8595,26,13,7,6,3,8,2,2,0,0,15,5,7,4,3,1194,77,16,7,4,22,12,6,6,3
1274,8694,26,12,7,5,3,18,3,2,1,0,15,4,6,4,3,1087,76,9,6,4,24,11,6,5,3
1275,8805,26,12,7,4,2,43,5,2,1,0,15,3,4,4,3,991,70,5,5,3,25,11,5,5,2
1276,8997,24,11,6,4,2,82,8,3,1,0,16,3,3,4,3,822,58,5,5,3,24,11,5,4,2
1277,9092,23,10,6,4,2,129,10,4,1,0,17,3,2,4,3,591,44,6,4,3,23,11,5,4,2
1278,9206,30,9,6,3,2,170,12,4,2,0,19,3,1,4,3,351,31,8,4,2,26,11,5,3,2
1279,9399,46,10,8,3,2,193,13,4,2,0,20,3,1,4,3,168,23,12,4,2,36,12,8,3,2
1280,9503,73,11,10,3,2,187,12,4,2,0,20,3,1,4,3,61,22,17,4,2,54,14,11,3,2
1281,9611,104,13,13,3,2,157,10,3,1,0,20,3,1,4,3,24,26,22,5,3,76,17,14,4,2
1282,9719,130,16,15,3,3,111,8,2,1,0,19,2,2,3,3,21,29,25,5,3,96,20,17,4,3
1283,9823,141,17,15,3,3,66,5,1,1,0,19,1,2,3,3,28,31,26,5,3,106,21,18,4,3
1284,9933,133,17,14,3,3,31,4,1,1,0,20,1,1,3,3,44,30,24,4,3,102,21,17,3,3
1285,10041,110,16,12,3,3,12,3,1,1,0,21,1,1,3,2,85,29,21,4,3,87,18,14,3,3
1286,10179,79,13,9,3,2,6,3,0,1,0,22,1,1,3,2,143,30,17,4,3,65,14,11,2,2
1287,10393,50,10,6,2,2,4,2,0,1,0,21,1,1,3,2,223,34,15,4,2,43,9,8,2,2
1288,10515,28,7,5,2,2,4,2,0,1,0,19,1,1,3,2,298,39,14,5,2,25,6,6,2,2
1289,10632,16,6,5,3,1,4,2,0,1,0,16,0,1,3,2,352,43,13,5,2,15,4,6,2,1
1290,10758,10,5,5,3,1,4,1,0,1,0,13,0,1,2,2,365,44,13,5,2,9,4,6,3,1
1291,10881,7,4,5,3,1,5,1,0,0,0,11,0,1,2,2,346,44,12,6,1,6,4,6,3,1
1292,10992,5,5,5,3,1,6,1,0,0,0,10,0,1,2,2,318,45,12,6,1,5,5,5,4,1
1293,11108,4,6,4,3,1,7,1,0,0,0,10,1,1,2,2,300,51,12,6,1,5,6,5,4,1
1294,11264,5,7,3,3,1,7,1,0,0,0,10,1,1,2,3,303,59,13,5,1,6,7,4,3,1
1295,11448,6,7,2,3,1,7,1,0,0,0,10,1,1,2,2,312,65,13,5,1,7,8,3,3,1
1296,11448,7,8,2,2,1,6,1,0,0,0,10,2,1,2,2,309,67,13,4,1,8,8,2,2,1
1297,11576,9,8,1,2,1,5,1,0,0,0,9,2,1,2,2,278,60,12,3,1,9,8,1,2,1
1298,11703,10,7,1,2,1,5,2,1,1,0,8,2,1,2,2,216,46,9,2,1,10,8,1,1,1
1299,11828,10,7,1,2,1,5,2,1,1,0,7,2,1,2,2,146,31,7,2,1,11,7,2,1,1
1300,11956,10,7,2,2,1,4,2,1,1,0,6,1,1,2,2,80,18,5,2,1,11,7,2,2,1
1301,12085,9,7,3,2,1,4,2,1,1,0,6,1,1,1,2,38,10,4,2,1,10,7,4,2,1
1302,12241,7,6,4,2,1,4,2,1,1,0,6,1,1,1,3,17,7,5,2,1,9,6,5,2,1
1303,12456,5,6,5,2,1,4,2,1,1,0,7,1,1,1,3,10,6,5,2,1,7,6,6,2,1
1304,12456,4,5,6,2,1,4,2,1,1,0,8,1,1,1,3,8,5,6,2,1,5,6,7,2,1
1305,12584,4,4,6,2,1,4,2,1,1,0,9,2,1,2,3,6,5,6,2,1,4,6,7,2,1
