n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
1306,12717,4,4,6,2,1,3,2,1,0,0,10,2,1,2,2,5,5,5,2,1,4,6,7,2,1
1307,12845,5,4,6,2,1,4,2,1,0,0,9,2,2,2,2,3,5,5,1,1,4,6,6,2,1
1308,12979,5,4,5,2,1,4,2,1,0,0,8,2,2,2,2,3,5,4,1,1,5,7,5,2,1
1309,13130,7,4,4,1,1,5,2,1,0,0,7,2,2,2,2,2,5,3,1,1,7,7,4,1,1
1310,13364,9,4,3,1,1,6,2,2,0,0,7,2,2,2,2,3,5,3,2,1,9,7,3,1,1
1311,13365,11,3,2,1,1,7,2,2,0,0,6,2,2,2,2,4,5,3,2,1,11,6,2,1,1
1312,13512,13,3,2,1,1,8,2,2,0,0,7,1,1,2,2,4,4,2,2,1,13,5,1,1,1
1313,13656,13,3,1,1,1,9,2,2,0,0,7,1,1,2,2,5,4,2,2,1,14,4,1,1,1
1314,13803,13,3,1,1,1,9,3,2,0,0,8,2,1,2,2,13,5,2,2,1,14,4,1,1,1
1315,13803,12,3,1,1,1,9,3,2,0,0,9,2,1,2,3,40,11,4,2,1,13,4,1,1,1
1316,13942,10,4,2,1,1,8,3,2,0,0,9,2,1,2,3,102,24,7,3,2,12,5,2,1,1
1317,14080,9,5,2,1,1,7,3,1,0,0,9,2,1,2,3,188,42,11,4,2,11,5,2,1,1
1318,14299,9,5,2,1,1,6,3,1,0,0,8,1,0,2,3,294,61,16,5,2,10,6,2,1,1
1319,14489,10,5,2,1,1,5,2,1,0,0,8,1,0,2,3,411,74,20,6,2,11,5,3,1,1
1320,14490,11,5,2,1,1,5,2,1,0,0,7,1,0,2,3,533,80,22,7,2,11,5,2,1,1
1321,14639,13,4,2,1,1,4,2,1,1,0,7,1,0,2,3,664,80,23,8,2,13,4,2,1,1
1322,14792,14,4,2,1,1,4,2,1,1,0,6,1,0,2,3,783,77,22,9,2,15,3,2,1,0
1323,14792,15,4,2,1,1,4,2,1,1,0,6,1,0,2,3,879,74,22,10,2,16,3,2,1,0
1324,14942,14,4,2,1,1,4,1,1,1,0,5,1,0,2,3,917,72,20,11,2,16,3,2,2,1
1325,15095,13,4,2,2,1,4,1,1,0,0,4,1,0,2,3,878,69,18,10,2,16,4,2,2,1
1326,15322,11,5,2,2,1,4,1,1,0,0,3,1,0,2,3,758,63,16,9,2,14,4,2,2,1
1327,15322,9,5,2,2,1,5,1,1,0,0,3,1,0,2,3,579,51,12,7,2,12,4,2,2,1
1328,15517,8,4,2,2,1,5,1,1,0,0,3,1,0,2,3,381,35,9,5,1,10,4,2,2,1
1329,15668,9,4,2,2,1,5,1,1,0,0,4,1,1,2,2,210,20,6,3,1,10,3,2,2,1
1330,15669,11,3,2,1,1,6,1,1,0,0,4,1,1,2,2,88,9,3,1,1,11,3,2,1,1
1331,15831,16,3,2,1,1,7,2,1,0,0,5,1,1,2,2,33,4,3,1,1,14,2,2,1,1
1332,15996,16,3,2,1,1,7,2,1,0,0,5,1,1,2,2,33,4,3,1,1,14,2,2,1,1
1333,16160,28,4,2,1,1,8,3,2,1,0,6,1,2,3,2,102,8,7,1,1,21,2,2,1,1
1334,16423,34,6,2,1,1,7,3,2,1,0,6,1,2,3,2,174,15,12,2,1,23,3,2,1,1
1335,16424,36,7,3,1,1,7,3,2,1,0,5,1,2,3,2,258,24,18,3,1,24,4,2,1,1
1336,16424,34,8,3,1,1,6,3,1,1,0,4,0,2,3,2,357,38,24,5,2,22,5,2,1,1
1337,16590,29,8,3,1,1,6,3,1,1,0,3,0,2,2,2,489,59,32,7,2,19,5,2,1,1
1338,16767,23,8,3,1,1,6,3,1,1,0,3,0,3,2,2,655,86,40,10,3,15,5,2,1,1
1339,16930,17,7,3,1,1,6,2,1,1,0,3,0,2,2,2,833,115,47,12,4,12,5,2,1,1
1340,16931,14,6,2,1,1,7,2,1,1,0,3,1,2,2,2,994,137,51,14,4,12,5,2,1,1
1341,17102,13,6,2,1,1,7,2,1,1,0,3,1,2,2,3,1073,146,50,15,4,13,5,1,1,1
1342,17352,16,6,2,1,1,6,2,1,1,0,3,1,2,2,3,1073,143,46,14,4,15,5,1,1,1
1343,17551,20,6,2,1,1,5,2,1,1,0,3,1,1,2,3,1040,135,39,12,3,18,6,1,1,1
1344,17552,22,5,3,1,1,4,2,1,1,0,3,1,1,2,3,1027,131,34,10,3,19,5,1,1,1
1345,17552,23,4,3,1,1,4,2,1,1,0,3,1,1,2,3,1064,137,31,8,2,19,4,2,1,1
1346,17731,22,4,4,1,1,3,2,1,1,0,2,2,1,2,2,1131,149,31,7,2,18,4,2,1,1
1347,17911,20,3,4,1,1,3,1,1,1,0,2,2,1,2,2,1155,158,32,7,2,15,3,2,1,1
1348,17911,16,3,4,1,1,4,1,1,1,0,2,2,1,2,2,1099,152,32,6,2,12,3,2,1,1
1349,18117,12,4,3,1,1,5,1,1,1,0,2,1,1,2,2,949,132,30,6,1,9,4,2,1,1
1350,18406,8,4,3,1,1,6,1,1,1,0,2,1,1,2,2,783,112,27,5,1,8,5,3,1,1
1351,18407,7,4,4,1,1,9,1,1,0,0,3,2,1,2,3,719,109,28,6,1,8,5,4,2,1
1352,18600,9,4,5,2,1,11,2,1,0,0,5,2,1,2,3,751,130,32,7,1,10,5,5,2,1
1353,18601,13,4,6,2,1,13,2,1,0,0,7,2,1,2,3,880,164,40,8,1,15,5,7,2,1
1354,18791,17,4,7,2,1,13,2,1,0,0,8,2,1,2,3,985,194,48,9,1,19,4,8,2,1
1355,18792,20,4,8,2,1,11,1,1,0,0,9,3,1,2,3,997,203,51,8,1,22,4,9,2,1
1356,18966,21,4,8,1,1,8,1,1,0,0,9,2,1,2,3,907,185,47,7,1,23,3,9,2,1
1357,19165,19,3,7,1,1,5,1,1,0,0,8,2,1,2,3,741,149,39,6,1,20,3,7,1,1
1358,19166,15,3,5,1,1,3,1,1,0,0,6,2,1,2,3,591,111,29,5,1,16,2,6,1,1
1359,19460,10,2,3,1,1,2,1,1,0,0,4,2,1,2,3,533,84,21,4,1,11,2,4,1,1
1360,19461,6,2,2,1,0,2,1,1,0,0,3,2,1,2,3,591,74,18,5,1,7,1,2,1,1
1361,19647,4,1,1,1,0,3,1,1,0,0,2,2,1,2,3,705,75,18,6,1,4,1,1,1,0
1362,19847,3,1,1,1,0,3,2,1,1,0,2,2,1,2,2,792,78,19,7,2,4,1,1,1,0
1363,19848,4,1,2,1,1,4,2,1,1,0,2,2,1,2,2,780,75,20,7,2,4,1,2,2,1
1364,20047,6,1,3,2,1,5,2,1,1,0,2,2,1,2,2,669,62,18,7,2,7,1,3,2,1
1365,20047,10,2,4,2,1,6,3,1,0,0,1,4,2,2,3,497,45,15,6,2,11,2,4,3,1
1366,20276,15,3,6,3,1,7,3,1,0,0,2,5,2,2,3,306,28,12,6,2,17,4,5,4,1
1367,20544,21,5,8,3,1,8,3,1,0,0,3,7,3,2,3,162,17,10,5,2,23,6,6,4,1
1368,20544,27,8,9,3,1,9,3,1,0,0,4,9,4,2,3,74,12,9,5,2,30,9,7,4,1
1369,20544,31,10,10,3,1,10,3,1,0,0,5,9,4,2,3,41,13,9,4,2,34,13,8,4,1
1370,20735,32,12,11,3,1,10,3,1,0,0,6,9,5,2,3,32,16,10,4,1,34,16,9,3,1
1371,20948,31,14,11,2,1,9,2,1,0,0,6,7,5,2,3,30,18,10,3,1,32,18,9,2,1
1372,20948,28,15,11,2,1,7,2,1,0,0,5,5,5,2,3,27,19,11,3,1,28,20,9,2,1
1373,21160,25,15,11,2,1,6,1,1,0,0,4,3,5,3,3,22,19,13,3,2,23,21,10,2,1
1374,21461,23,16,12,3,1,5,1,1,1,0,3,2,5,3,3,20,20,15,4,2,21,22,11,3,1
1375,21463,27,19,13,4,1,5,1,1,1,0,4,1,5,3,3,21,22,19,5,2,22,24,12,4,1
1376,21464,39,23,15,5,1,7,1,1,1,0,8,2,5,5,4,28,29,23,6,2,29,28,15,5,1
1377,21674,60,30,18,6,2,9,1,2,1,0,17,3,6,7,4,41,40,28,7,3,40,34,18,7,2
1378,21675,88,37,22,6,2,12,1,2,1,0,30,5,7,9,5,59,53,31,7,3,55,40,21,8,2
1379,21877,119,42,24,6,2,14,1,2,1,0,43,6,8,11,5,81,65,32,7,3,73,45,23,8,2
1380,22089,153,46,25,6,2,16,2,3,1,0,53,8,9,13,5,105,73,31,6,4,96,47,23,7,2
1381,22090,187,45,24,5,2,16,2,3,1,0,57,10,9,13,5,128,73,27,5,3,125,46,22,7,2
1382,22393,215,42,22,5,1,14,1,3,1,0,54,11,9,13,5,145,66,21,5,3,153,43,19,5,2
1383,22393,229,38,19,4,1,11,1,2,1,0,45,13,8,11,5,152,55,16,4,2,175,40,16,5,1
1384,22625,225,34,15,4,1,8,1,2,1,0,35,14,6,9,4,146,43,12,4,2,183,37,12,4,1
1385,22625,201,30,13,4,2,6,1,2,1,0,26,14,4,8,4,128,33,10,4,2,173,33,10,4,2
1386,22856,163,26,10,4,2,4,1,2,1,0,20,13,3,6,3,103,26,9,5,2,149,30,8,4,2
1387,22856,118,22,8,5,2,4,1,2,1,0,17,11,3,5,3,75,21,8,5,2,114,26,7,5,2
1388,23071,75,17,7,5,3,5,2,1,1,0,15,9,3,4,2,55,18,8,5,2,77,20,6,5,2
1389,23071,43,12,5,5,3,6,2,1,1,0,13,7,3,3,2,84,17,7,5,2,47,14,4,5,2
1390,23389,23,9,4,4,3,7,2,1,1,0,11,5,3,3,2,227,20,8,5,2,27,10,3,5,2
1391,23390,13,6,3,4,2,8,2,1,1,0,10,4,3,2,2,504,29,10,6,2,17,7,3,4,2
1392,23615,10,5,3,4,2,8,2,1,1,0,8,4,3,2,2,900,40,13,7,2,12,5,2,4,2
1393,23615,9,5,3,3,2,8,1,1,1,0,6,3,2,2,2,1300,49,15,7,2,10,5,2,4,2
1394,23846,9,5,3,3,2,7,1,0,1,0,4,3,2,2,2,1596,54,16,8,2,9,5,2,3,2
1395,23847,8,4,3,3,1,6,1,0,1,0,3,2,1,2,2,1679,51,15,8,1,9,5,2,3,1
1396,24086,8,4,3,3,1,6,1,0,1,0,3,1,1,2,2,1523,43,12,7,1,9,4,2,3,1
1397,24086,8,3,3,3,1,6,1,0,1,0,3,1,1,2,2,1180,31,8,6,1,9,4,2,3,1
1398,24423,9,3,3,3,1,6,1,1,1,0,3,1,1,2,2,766,20,5,4,1,8,3,2,3,1
1399,24424,10,3,3,3,1,6,1,1,1,0,3,1,1,2,2,401,12,3,4,1,9,3,2,3,1
1400,24425,13,4,4,2,1,8,1,1,1,0,4,1,1,2,3,158,8,3,3,1,10,3,2,2,1
1401,24667,17,6,4,2,1,10,1,1,1,0,4,1,1,2,3,42,6,3,3,1,12,4,3,2,1
1402,24667,22,8,5,2,1,13,1,1,0,0,4,1,1,2,3,11,6,4,3,1,14,5,3,2,1
1403,24915,26,10,5,1,1,15,1,2,0,0,4,1,1,2,3,40,10,5,3,1,16,6,4,1,1
1404,24915,28,12,6,1,1,17,1,2,1,0,4,1,1,2,3,127,26,7,3,1,17,7,5,1,1
1405,25167,28,14,6,1,1,18,1,2,1,0,4,1,1,2,3,287,59,10,4,2,17,8,5,2,1
1406,25167,27,17,7,2,1,16,1,2,1,0,4,1,1,3,3,485,107,14,5,2,16,10,6,2,1
1407,25494,24,20,8,2,1,14,1,1,0,0,4,1,1,3,3,694,158,17,7,3,14,13,8,3,1
1408,25494,22,23,9,2,1,10,1,1,0,0,5,1,1,3,3,816,198,19,8,4,13,16,9,3,1
1409,25743,19,25,9,2,1,7,1,1,0,0,5,1,2,3,2,835,211,19,8,4,13,18,9,4,1
1410,25743,17,24,9,2,1,4,1,1,0,0,5,1,2,3,2,720,194,17,8,4,14,18,8,4,1
1411,25992,15,21,8,2,1,3,1,1,0,0,5,1,2,4,2,530,153,15,6,3,13,17,7,3,1
1412,25992,12,17,6,2,1,3,1,1,0,0,5,1,2,4,2,318,101,12,5,2,12,15,6,3,1
1413,26293,9,12,5,1,1,2,1,1,1,0,4,1,1,3,2,147,55,10,4,2,9,12,5,2,1
1414,26294,6,9,3,1,1,3,1,2,1,0,4,1,1,3,2,48,24,8,3,1,7,9,4,1,1
1415,26604,6,6,3,1,1,3,1,2,1,0,3,1,1,3,2,16,9,8,3,1,6,6,3,1,1
1416,26606,8,4,2,1,1,3,1,2,1,0,3,1,2,3,2,23,5,7,3,1,7,5,3,1,1
1417,26606,10,3,2,1,1,3,2,2,0,0,2,1,2,3,2,39,5,6,3,1,10,4,3,1,1
1418,26854,12,3,1,1,1,3,2,2,0,0,2,1,2,3,2,50,5,6,3,2,13,3,2,1,1
1419,26855,14,3,1,1,1,3,2,2,0,0,2,1,2,3,2,62,6,5,3,2,15,3,2,1,1
1420,27112,15,4,2,2,1,2,1,1,0,0,2,2,2,3,2,70,7,5,3,2,16,4,2,1,1
1421,27112,16,5,2,2,1,2,1,1,0,0,3,3,3,3,2,72,9,5,3,2,16,4,2,1,1
1422,27475,15,6,2,2,1,2,1,1,0,0,3,4,3,3,2,69,9,5,3,2,14,4,2,1,1
1423,27476,14,7,2,1,1,2,2,1,0,0,3,5,4,3,2,60,9,5,2,2,11,4,2,1,1
1424,27477,13,7,2,1,1,2,2,1,1,0,3,5,4,3,2,49,8,4,2,1,9,4,2,1,0
1425,27750,11,7,2,1,1,2,2,1,1,0,3,4,4,2,2,37,6,3,2,1,7,5,2,1,0
1426,27751,10,7,2,1,1,3,3,1,1,0,4,4,4,2,2,26,5,3,1,1,7,6,1,1,0
1427,27998,9,7,1,1,1,3,3,1,1,0,5,3,3,2,2,17,4,2,1,1,7,7,1,1,0
1428,27999,9,8,1,1,1,3,3,1,1,0,6,2,2,2,2,10,4,2,1,1,7,8,1,1,0
1429,28311,9,9,1,1,1,3,3,1,1,0,8,1,2,2,2,6,4,2,1,1,7,9,2,1,0
1430,28311,9,9,2,1,1,4,3,1,1,0,9,2,2,2,2,5,4,2,1,1,7,10,2,1,1
1431,28341,9,10,2,1,1,4,3,1,1,0,10,2,2,2,2,5,4,2,1,1,7,10,2,1,1
1432,28645,8,9,2,1,1,4,2,1,0,0,11,3,2,2,2,5,3,2,1,1,6,9,2,1,1
1433,28646,7,8,2,1,1,5,2,1,0,0,12,3,2,2,2,5,2,2,1,1,5,7,2,1,1
1434,28902,6,7,3,1,1,5,2,1,0,0,13,4,3,2,2,7,2,2,1,1,5,7,2,1,1
1435,28902,6,7,3,1,1,5,2,1,1,0,13,4,3,2,3,9,1,2,1,1,6,7,2,1,1
1436,28916,7,7,3,1,1,5,2,1,1,0,14,3,3,2,3,11,1,1,1,1,7,7,2,2,1
1437,29179,8,7,3,1,0,5,2,1,1,0,14,3,3,2,3,16,1,2,1,1,9,7,3,2,1
1438,29179,9,6,3,1,0,4,2,1,1,0,13,3,3,2,3,37,3,2,1,1,10,7,3,2,1
1439,29559,10,5,2,1,0,4,2,1,1,0,11,3,3,2,3,89,8,3,2,1,11,6,2,2,1
1440,29559,9,4,2,1,0,4,2,1,1,0,9,2,3,2,3,205,16,6,2,1,10,5,2,1,1
1441,29560,8,4,1,1,0,5,2,1,1,0,7,2,3,2,3,414,28,9,3,1,9,4,2,1,1
1442,29837,10,8,4,2,1,5,2,1,1,0,6,3,4,2,2,717,52,16,4,2,11,8,4,2,1
1443,29838,23,29,13,5,2,5,2,1,1,0,11,9,8,2,2,1077,99,31,6,3,26,29,14,5,2
1444,30122,50,75,31,10,3,6,3,2,1,0,20,21,16,3,3,1405,173,54,10,5,59,75,33,11,3
1445,30122,92,145,58,19,6,7,4,3,1,0,34,39,28,4,5,1611,265,85,17,8,108,147,62,20,6
1446,30521,92,145,58,19,6,7,4,3,1,0,34,39,28,4,5,1611,265,85,17,8,108,147,62,20,6
1447,30523,181,296,114,35,12,9,6,5,1,1,58,71,50,7,7,1446,413,140,30,14,211,304,123,38,13
1448,30524,203,332,127,37,14,10,7,6,1,1,60,75,52,7,8,1127,423,148,32,16,235,343,137,41,15
1449,30811,199,322,124,34,14,11,7,5,1,1,53,68,48,7,7,793,379,138,31,16,228,334,134,38,15
1450,30811,171,271,106,27,12,12,6,4,1,1,40,52,39,6,6,585,308,117,26,14,193,282,116,30,13
1451,30812,131,198,82,19,9,14,6,3,1,0,25,34,27,5,5,577,245,92,20,12,146,206,89,21,10
1452,31106,89,124,57,11,6,18,6,2,1,0,14,18,17,4,3,778,216,74,16,9,97,129,63,13,7
1453,31108,60,69,39,6,4,23,5,1,1,0,8,8,10,3,3,1090,224,67,14,7,63,70,42,7,4
1454,31508,41,37,28,4,3,28,5,1,1,0,6,5,6,2,3,1389,250,68,15,6,44,36,29,5,3
1455,31509,34,24,22,5,3,31,4,1,1,0,7,4,5,3,3,1567,265,70,16,6,37,22,22,5,3
1456,31510,30,19,18,5,2,31,4,1,1,0,10,5,4,3,3,1524,251,68,16,5,34,17,18,6,3
1457,31815,27,16,15,6,2,27,5,1,1,0,12,5,3,4,4,1272,207,60,14,5,32,13,16,7,3
1458,31816,27,14,14,6,2,23,8,2,2,0,14,5,3,4,4,913,145,48,11,4,33,12,14,7,2
1459,31816,34,14,13,6,2,22,15,4,3,1,15,5,2,5,5,545,86,35,8,4,39,12,14,7,2
1460,32125,50,14,15,6,2,24,25,6,5,1,16,5,2,5,5,280,42,27,6,3,54,13,16,6,2
1461,32125,77,16,19,6,1,29,36,9,7,1,17,6,2,4,5,136,20,23,5,3,81,16,20,6,1
1462,32522,107,18,24,6,1,32,45,10,8,1,18,7,2,4,4,121,14,24,5,3,110,18,26,6,1
1463,32523,136,20,30,6,1,34,50,11,9,1,19,8,2,3,4,216,21,29,7,3,136,20,31,7,1
1464,32523,151,21,36,7,2,34,47,10,8,1,18,9,2,2,3,404,40,34,10,3,148,21,37,7,2
1465,32822,151,21,36,7,2,34,47,10,8,1,18,9,2,2,3,404,40,34,10,3,148,21,37,7,2
1466,32823,130,20,40,9,3,34,27,6,5,1,14,10,2,2,3,893,104,43,18,4,125,19,40,7,3
1467,32823,101,20,39,9,3,34,16,4,3,1,11,9,2,2,2,1079,132,44,20,4,96,17,38,7,3
1468,33132,70,19,35,9,3,33,8,2,1,1,8,7,1,2,2,1145,144,41,21,4,66,16,34,7,3
1469,33133,44,18,30,8,3,29,4,1,1,1,5,5,1,2,2,1054,136,35,19,4,42,15,29,7,3
1470,33534,27,17,24,7,3,22,3,1,0,0,3,4,1,2,2,843,109,28,16,3,26,13,22,6,3
1471,33534,27,17,24,7,3,22,3,1,0,0,3,4,1,2,2,843,109,28,16,3,26,13,22,6,3
1472,33534,14,13,12,4,1,10,3,1,0,0,2,3,1,2,2,325,40,13,7,2,15,9,11,3,2
1473,33548,12,9,7,3,1,7,3,1,0,0,2,3,1,2,2,143,18,8,4,1,13,7,7,2,1
1474,33836,12,7,4,2,1,6,3,1,0,0,2,3,1,3,2,49,7,4,2,1,13,5,4,2,1
1475,33837,11,5,3,1,1,6,3,1,1,0,3,3,2,3,2,15,4,2,2,1,12,4,3,1,1
1476,34158,10,4,2,1,1,6,3,1,1,0,3,4,2,3,2,9,4,2,1,1,10,4,2,1,1
1477,34158,10,5,2,1,1,7,3,1,1,0,4,4,2,3,2,7,4,1,1,1,10,5,2,1,1
1478,34179,13,6,1,1,1,7,2,1,1,0,5,4,2,3,2,7,5,1,1,1,11,6,1,1,1
1479,34561,26,8,1,1,1,6,2,0,1,0,5,3,2,3,2,8,6,1,1,1,19,8,1,1,1
1480,34562,51,11,1,1,1,5,2,0,1,0,5,2,2,3,2,15,8,1,1,1,37,11,1,1,1
1481,34562,91,15,1,1,1,5,2,1,1,0,5,2,2,3,2,28,9,1,1,1,67,15,1,1,1
1482,34882,136,20,2,1,1,4,1,1,1,0,5,2,3,3,2,46,11,1,1,1,104,19,2,1,1
1483,34883,175,24,2,1,1,3,1,1,1,0,5,3,3,2,2,66,14,1,1,1,138,23,3,1,1
1484,35213,194,28,3,1,1,3,1,1,1,0,6,3,3,2,2,81,16,2,1,1,157,26,3,1,1
1485,35214,189,29,3,1,1,3,1,1,1,0,6,4,4,2,2,86,18,2,1,1,157,28,4,2,1
1486,35214,158,28,4,2,1,4,1,1,1,0,6,4,4,3,2,80,19,2,1,1,135,27,5,2,1
1487,35716,114,25,4,2,0,4,1,1,1,0,5,3,3,3,2,64,18,2,2,1,101,24,5,2,1
1488,35717,69,20,3,2,0,5,2,1,1,0,5,3,3,3,2,43,14,2,2,1,64,19,4,2,1
1489,35717,35,14,3,2,0,5,3,1,1,0,5,3,2,4,2,25,11,2,2,1,34,13,4,2,1
1490,35718,16,10,3,2,0,5,4,1,1,0,5,3,1,4,2,13,7,2,2,1,17,9,3,2,1
1491,36100,13,8,2,1,0,5,5,2,1,0,5,3,1,4,2,10,6,2,2,1,13,7,3,1,1
1492,36101,13,8,2,1,0,5,5,2,1,0,5,3,1,4,2,10,6,2,2,1,13,7,3,1,1
1493,36101,22,10,2,1,1,4,5,2,1,0,6,4,1,4,2,14,7,2,2,1,19,8,3,1,1
1494,36539,42,14,2,1,1,4,6,2,1,1,7,5,1,4,2,22,11,3,2,1,33,12,3,1,1
1495,36540,91,23,3,2,1,4,5,2,1,1,11,7,3,4,2,38,19,4,3,2,63,20,5,2,1
1496,36541,105,25,4,2,1,4,4,2,1,1,14,8,3,4,3,40,20,4,3,2,70,21,5,2,1
1497,36541,107,24,4,2,1,4,3,2,1,1,17,9,4,4,3,37,19,3,4,2,69,20,5,2,1
1498,36891,95,21,4,2,1,5,2,1,1,1,18,9,4,4,3,30,16,3,4,2,60,17,4,2,1
1499,36892,74,17,5,2,1,5,2,1,1,0,18,8,4,4,3,23,12,3,3,2,47,14,4,2,1
1500,37222,61,16,6,2,1,6,1,1,0,0,17,7,3,3,3,17,9,3,3,1,32,11,4,2,1
1501,37223,92,18,9,2,1,7,1,1,0,0,14,6,3,3,3,15,8,5,3,1,21,11,5,2,1
1502,37223,189,25,13,2,1,8,1,1,0,0,12,5,3,3,3,25,12,8,3,2,14,12,6,1,1
1503,37671,355,35,16,2,1,10,2,0,0,0,10,4,3,3,3,85,36,15,4,2,11,14,8,1,1
1504,37672,551,45,18,2,1,11,2,0,0,0,8,3,3,3,3,275,101,28,7,2,11,15,8,1,1
1505,37673,722,52,19,2,1,12,2,1,0,0,7,3,3,3,3,647,219,50,12,3,13,15,8,1,1
1506,37673,804,52,17,2,1,13,3,1,0,0,6,2,3,3,3,1186,377,78,20,4,16,14,6,1,1
1507,38018,774,47,13,2,1,12,3,1,0,0,5,2,2,4,3,1776,536,106,30,5,18,12,5,1,1
1508,38019,636,36,9,2,1,11,3,1,0,0,4,2,2,4,3,2236,648,127,37,6,19,9,3,1,1
1509,38458,441,24,6,2,1,10,2,1,0,0,4,2,1,4,3,2418,672,132,39,6,18,6,2,1,1
1510,38459,250,14,4,1,1,8,2,1,0,0,3,2,1,3,3,2255,601,120,37,6,15,4,2,1,1
1511,38460,110,7,3,1,1,7,1,1,0,0,3,2,1,3,3,1801,458,94,30,5,12,3,1,1,1
1512,38460,35,3,2,1,1,6,1,1,0,0,3,2,1,3,3,1209,292,64,21,3,9,3,1,1,1
1513,38829,10,2,2,1,1,6,1,0,0,0,2,1,1,2,3,659,150,36,12,2,8,3,1,1,1
1514,38830,10,2,2,1,1,6,1,0,0,0,2,1,1,2,3,659,150,36,12,2,8,3,1,1,1
1515,38830,7,2,2,2,1,5,1,0,0,1,3,1,1,2,3,76,18,6,3,1,9,4,2,2,1
1516,39186,8,2,3,2,1,5,1,0,0,1,3,1,1,2,3,76,18,6,3,1,9,4,2,2,1
1517,39186,12,3,5,3,1,5,2,0,0,1,3,2,1,3,3,24,8,3,2,1,10,5,2,2,1
1518,39186,13,5,5,3,1,6,2,1,1,0,3,2,1,3,3,72,13,5,2,1,10,6,3,2,1
1519,39632,13,5,5,3,1,6,2,1,1,0,3,2,1,3,3,72,13,5,2,1,10,6,3,2,1
1520,39634,11,11,8,4,1,12,3,1,1,0,3,2,1,3,3,361,44,16,2,2,7,8,6,3,1
1521,39634,9,15,11,4,2,15,4,2,1,0,3,2,2,2,3,576,68,25,3,3,5,10,9,4,2
1522,39998,9,15,11,4,2,15,4,2,1,0,3,2,2,2,3,576,68,25,3,3,5,10,9,4,2
1523,39999,7,18,13,5,2,17,4,2,1,0,3,2,2,2,3,788,92,33,3,3,5,12,11,4,2
1524,39999,5,19,14,5,2,15,4,2,1,0,3,2,2,2,3,1053,136,43,4,3,7,13,12,5,2
1525,40459,5,19,14,5,2,15,4,2,1,0,3,2,2,2,3,1053,136,43,4,3,7,13,12,5,2
1526,40460,6,15,12,5,2,12,3,2,1,0,3,2,2,2,3,1130,161,47,4,3,8,11,10,4,2
1527,40460,6,11,10,4,1,9,3,1,1,0,3,1,2,2,3,1189,189,52,5,2,8,9,8,3,1
1528,40461,6,5,4,2,1,7,2,1,1,0,3,1,2,2,3,1272,235,61,5,2,8,6,4,2,1
1529,40827,6,4,3,1,1,9,1,1,1,0,3,1,2,2,3,1243,243,61,5,2,6,5,3,1,1
1530,40827,6,4,3,1,1,9,1,1,1,0,3,1,2,2,3,1243,243,61,5,2,6,5,3,1,1
1531,40828,6,4,2,0,1,19,2,1,1,0,2,1,1,2,2,1201,227,49,4,1,4,4,2,1,1
1532,41202,6,4,2,0,1,19,2,1,1,0,2,1,1,2,2,1201,227,49,4,1,4,4,2,1,1
1533,41203,7,4,1,0,1,34,3,1,1,0,2,1,1,2,2,1293,193,32,3,1,4,4,2,1,1
1534,41203,7,4,1,0,1,34,3,1,1,0,2,1,1,2,2,1293,193,32,3,1,4,4,2,1,1
1535,41680,10,4,2,1,1,54,5,1,1,0,2,1,1,2,2,1253,150,23,2,1,5,4,2,0,1
1536,41681,10,4,2,1,1,54,5,1,1,0,2,1,1,2,2,1253,150,23,2,1,5,4,2,0,1
1537,41681,10,4,2,1,1,70,6,1,1,0,2,1,1,2,2,1050,118,18,2,1,6,4,2,1,1
1538,41681,10,4,3,1,1,89,9,1,1,0,2,0,1,2,2,742,81,13,2,1,7,4,2,1,1
1539,42039,9,4,3,1,1,119,13,0,1,1,1,0,1,2,3,199,22,5,2,1,7,4,2,1,1
1540,42040,8,4,3,1,1,118,14,0,1,1,1,0,1,2,3,81,11,3,1,1,6,4,2,1,1
1541,42040,6,4,3,1,1,105,13,1,1,1,1,0,0,2,3,77,12,3,2,1,5,5,2,1,1
1542,42532,6,4,2,1,1,82,11,1,1,1,1,1,0,2,3,172,23,5,2,1,5,4,2,1,1
1543,42533,6,4,2,1,1,57,9,1,1,1,2,1,1,2,3,318,43,9,3,1,5,4,2,1,0
1544,42533,8,4,2,1,1,37,6,1,1,1,2,1,1,2,3,511,66,15,4,1,5,4,2,1,0
1545,42556,12,3,2,1,1,23,5,1,1,1,2,1,1,2,3,664,88,20,5,1,7,3,3,1,0
1546,42913,18,3,2,1,1,17,4,1,0,1,2,1,1,2,3,753,100,24,5,1,9,3,3,1,0
1547,42915,24,3,2,1,1,14,3,1,0,0,2,1,1,2,3,729,100,25,6,1,11,3,3,1,1
1548,42915,29,3,2,1,1,11,3,1,0,0,2,1,0,3,3,612,86,22,5,1,13,2,3,1,1
1549,43401,31,3,2,1,1,8,2,0,0,0,2,1,0,3,3,435,63,17,4,1,15,2,3,1,1
1550,43401,29,2,2,1,1,6,2,0,0,0,2,1,0,3,3,258,40,11,3,1,14,2,3,1,1
