n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
223,27975,gauche,2,4,1,1,1,379,54,29,21,13,3,20,3,3,3,1,4,1,2,7,3,3,1,1,1
224,27978,gauche,2,4,2,1,1,454,47,25,21,12,3,18,6,2,3,1,3,1,2,6,3,2,1,1,1
225,28189,gauche,1,3,2,1,1,489,42,20,21,12,4,16,10,2,3,1,2,1,2,5,4,2,1,1,1
226,28396,gauche,1,2,1,1,1,473,36,16,21,12,4,14,14,2,3,1,1,1,2,5,4,2,1,1,1
227,28608,gauche,1,2,1,1,1,414,31,12,19,12,4,12,17,2,3,0,1,1,2,5,3,2,1,1,1
228,28612,gauche,2,2,1,1,1,332,24,9,18,13,4,11,17,2,3,0,1,1,2,5,3,2,1,1,1
229,28817,gauche,2,2,1,1,1,250,19,7,16,13,4,10,16,2,3,0,1,1,3,5,3,2,1,1,1
230,28819,gauche,2,2,1,1,1,250,19,7,16,13,4,10,16,2,3,0,1,1,3,5,3,2,1,1,1
231,29036,gauche,4,4,1,1,1,141,17,6,18,14,3,12,9,2,3,1,1,1,4,4,2,3,1,1,1
232,29039,gauche,4,4,1,1,1,141,17,6,18,14,3,12,9,2,3,1,1,1,4,4,2,3,1,1,1
233,29258,gauche,6,5,1,2,1,117,25,13,23,14,26,26,11,5,3,2,2,2,5,3,3,3,1,1,1
234,29261,gauche,6,5,1,2,1,117,25,13,23,14,26,26,11,5,3,2,2,2,5,3,3,3,1,1,1
235,29473,gauche,7,6,1,2,1,120,33,19,25,14,75,46,22,11,3,4,3,2,5,3,5,4,1,1,1
236,29694,gauche,9,7,2,2,1,138,61,41,25,15,273,108,61,30,6,9,4,3,4,4,8,5,2,2,1
237,29695,gauche,9,8,3,2,1,154,84,57,25,15,385,133,78,38,7,12,4,3,4,4,9,6,2,2,1
238,29914,gauche,10,8,4,2,1,168,110,72,25,15,460,143,84,42,7,14,4,2,4,4,9,7,3,2,1
239,30135,gauche,11,7,4,2,1,182,132,83,26,14,474,134,79,40,7,14,4,2,3,4,9,7,3,2,1
240,30137,gauche,11,7,4,2,1,182,142,85,27,12,424,110,64,33,6,13,3,2,3,4,8,6,3,2,1
241,30137,gauche,11,7,4,2,1,182,142,85,27,12,424,110,64,33,6,13,3,2,3,4,8,6,3,2,1
242,30362,gauche,12,6,2,1,1,147,122,63,26,10,221,47,27,14,4,8,2,1,3,4,6,4,3,2,1
243,30363,gauche,12,6,2,1,1,147,122,63,26,10,221,47,27,14,4,8,2,1,3,4,6,4,3,2,1
244,30585,gauche,12,4,2,1,1,121,80,31,22,10,102,20,8,5,3,4,2,1,3,3,6,3,2,1,1
245,30812,gauche,11,4,1,1,1,126,65,21,20,11,112,21,7,5,3,4,2,2,2,3,6,3,2,1,1
246,30815,gauche,10,3,1,2,1,141,56,17,18,11,150,27,6,5,3,4,3,2,2,3,6,3,2,1,1
247,31038,gauche,8,3,1,2,1,156,50,16,16,11,190,33,7,6,3,5,3,3,2,3,6,3,2,1,1
248,31044,gauche,7,3,2,2,1,163,44,17,14,10,212,37,6,6,3,5,4,3,2,3,6,3,2,1,1
249,31275,gauche,5,3,2,2,1,160,38,18,12,9,207,37,6,6,3,5,4,4,2,3,5,3,2,1,1
250,31501,gauche,5,4,2,2,1,157,31,19,10,8,178,34,7,5,3,5,4,4,2,3,3,2,2,1,1
251,31501,gauche,5,4,2,2,1,157,31,19,10,8,178,34,7,5,3,5,4,4,2,3,3,2,2,1,1
252,31743,gauche,5,5,2,2,1,173,25,18,7,6,87,26,13,4,3,4,2,4,2,3,2,2,3,1,1
253,31743,gauche,6,5,2,2,1,195,25,16,7,6,49,24,18,4,3,4,2,3,3,4,3,2,3,1,1
254,31971,gauche,7,6,2,2,1,219,25,13,8,7,25,23,21,4,3,4,2,3,3,4,3,2,3,1,1
255,31972,gauche,9,5,3,2,1,237,26,9,8,8,14,22,21,4,3,3,2,3,3,4,3,3,3,1,1
256,32208,gauche,10,5,3,2,1,253,28,7,8,8,9,21,19,5,4,2,2,3,3,4,4,3,3,1,1
257,32209,gauche,10,5,3,2,1,253,28,7,8,8,9,21,19,5,4,2,2,3,3,4,4,3,3,1,1
258,32440,gauche,11,4,5,2,1,268,33,5,9,9,4,20,11,6,3,1,3,4,4,5,5,4,3,2,1
259,32441,gauche,11,3,5,2,1,277,38,6,10,9,3,21,8,6,3,1,4,6,4,5,5,4,3,2,1
260,32681,gauche,11,3,5,2,1,277,38,6,10,9,3,21,8,6,3,1,4,6,4,5,5,4,3,2,1
261,32681,gauche,11,3,6,2,1,291,44,9,11,8,3,22,7,6,3,1,5,7,5,6,5,5,3,2,1
262,32926,gauche,11,4,6,2,1,289,50,14,13,8,3,24,7,6,3,1,6,7,5,6,5,5,3,2,1
263,32926,gauche,11,4,5,2,1,281,59,20,14,8,3,26,6,5,3,1,7,7,5,6,5,6,3,1,1
264,33166,gauche,11,4,5,2,1,281,59,20,14,8,3,26,6,5,3,1,7,7,5,6,5,6,3,1,1
265,33168,gauche,10,6,4,2,2,310,101,31,18,12,3,27,4,5,5,3,8,8,8,6,7,6,2,1,2
266,33404,gauche,10,6,4,2,2,310,101,31,18,12,3,27,4,5,5,3,8,8,8,6,7,6,2,1,2
267,33647,gauche,7,6,2,2,2,479,167,38,20,17,4,26,4,4,6,4,8,8,10,6,12,6,1,1,2
268,33650,gauche,7,6,2,2,2,479,167,38,20,17,4,26,4,4,6,4,8,8,10,6,12,6,1,1,2
269,33887,gauche,6,5,2,2,3,631,215,37,19,20,3,22,10,2,7,4,7,7,9,6,100,19,6,3,4
270,33889,gauche,5,5,2,2,3,632,221,35,18,20,3,20,14,2,8,4,6,6,7,6,232,36,12,5,5
271,34134,gauche,5,4,2,2,4,591,212,31,17,19,2,20,18,2,9,4,5,5,6,6,419,58,21,8,7
272,34137,gauche,5,4,2,2,4,591,212,31,17,19,2,20,18,2,9,4,5,5,6,6,419,58,21,8,7
273,34385,gauche,4,3,3,2,5,545,162,25,19,16,3,24,21,3,11,3,3,3,5,6,761,91,37,14,10
274,34390,gauche,4,2,4,2,6,624,139,27,22,15,3,27,21,3,11,3,2,3,5,7,808,90,38,14,11
275,34390,gauche,4,2,4,2,6,624,139,27,22,15,3,27,21,3,11,3,2,3,5,7,808,90,38,14,11
276,34640,gauche,4,2,3,2,5,1119,142,53,28,12,4,31,19,3,8,3,2,2,6,7,573,56,25,10,10
277,34889,gauche,5,2,3,2,5,1386,171,72,29,11,4,29,18,3,7,3,2,1,6,7,375,34,16,7,8
278,34891,gauche,5,2,3,2,5,1386,171,72,29,11,4,29,18,3,7,3,2,1,6,7,375,34,16,7,8
279,35137,gauche,9,3,2,2,3,1790,227,103,27,9,6,22,14,3,4,4,3,1,4,7,96,7,3,3,4
280,35139,gauche,17,4,2,2,2,1847,227,110,26,10,8,18,11,3,4,5,3,1,4,6,52,4,2,2,3
281,35396,gauche,35,5,2,2,2,1821,206,112,25,11,10,15,8,3,3,7,3,2,3,6,53,5,2,2,2
282,35399,gauche,63,6,2,2,2,1700,176,115,25,12,11,13,6,3,3,9,4,2,2,6,72,5,2,2,2
283,35654,gauche,100,7,3,2,1,1534,154,121,24,13,11,11,5,2,3,11,4,3,2,6,104,6,3,2,1
284,35657,gauche,141,8,3,2,1,1362,149,130,23,13,10,9,4,2,3,13,4,3,3,6,132,6,3,1,1
285,35916,gauche,177,8,3,2,1,1190,159,137,20,13,8,8,3,2,3,14,5,3,3,7,160,6,3,1,1
286,35918,gauche,177,8,3,2,1,1190,159,137,20,13,8,8,3,2,3,14,5,3,3,7,160,6,3,1,1
287,35918,gauche,199,8,3,2,1,802,179,131,14,10,5,10,3,2,3,14,5,3,5,7,173,7,3,1,1
288,36177,gauche,181,8,3,2,1,604,173,114,12,9,4,13,3,2,3,12,5,2,5,7,157,8,2,1,2
289,36177,gauche,151,8,4,2,1,429,155,93,10,9,4,17,3,3,3,10,5,3,5,7,128,8,2,1,2
290,36440,gauche,114,8,4,2,1,272,132,71,9,9,4,21,3,3,2,8,6,3,5,7,96,9,2,1,1
291,36440,gauche,78,8,4,1,1,167,108,51,9,9,4,24,4,3,2,6,7,4,4,6,65,9,2,1,1
292,36700,gauche,51,12,9,5,3,109,93,38,11,10,7,28,8,6,4,12,16,12,10,10,49,17,11,9,6
293,36701,gauche,182,197,167,148,95,148,134,50,47,20,167,161,160,143,95,330,350,291,281,176,370,357,377,332,212
294,36968,gauche,303,325,271,245,157,204,162,68,65,25,278,255,264,235,157,552,575,479,463,289,614,592,626,551,350
295,36968,gauche,418,444,366,335,213,262,181,87,79,29,383,345,360,320,213,758,782,650,631,391,845,811,855,751,476
296,37231,gauche,488,513,420,387,245,326,187,100,84,31,447,398,417,369,245,881,902,748,728,450,986,939,988,867,549
297,37231,gauche,488,510,414,383,242,369,180,102,78,30,447,395,415,365,242,876,893,737,719,444,986,932,979,857,542
298,37512,gauche,418,434,349,325,205,392,168,93,64,26,383,337,353,310,205,746,758,622,609,375,844,790,830,726,458
299,37513,gauche,304,313,249,232,146,382,157,77,46,21,277,243,255,222,147,538,545,443,435,268,610,566,594,518,327
300,37778,gauche,182,186,146,135,85,354,151,58,30,16,165,144,152,131,86,318,321,257,255,157,362,332,348,303,191
301,37779,gauche,87,87,67,61,38,311,150,41,19,12,76,67,71,60,39,145,146,114,115,72,165,150,157,137,85
302,37781,gauche,32,30,22,19,12,270,148,29,14,10,24,23,25,20,13,46,45,34,36,24,52,48,48,42,26
303,38069,gauche,11,9,6,4,2,266,139,23,11,9,5,7,8,5,3,8,8,5,8,7,9,11,9,7,4
304,38072,gauche,8,6,4,2,1,311,123,20,10,9,2,5,6,3,2,2,3,1,4,4,2,6,3,2,1
305,38342,gauche,7,7,4,2,1,423,106,17,9,8,2,6,7,4,3,3,3,2,4,5,2,5,3,2,1
306,38347,gauche,7,7,4,3,2,585,96,15,8,8,2,7,9,4,3,4,4,2,5,5,2,5,4,2,1
307,38619,gauche,6,6,3,3,2,778,96,14,8,7,3,8,11,4,3,5,5,3,5,5,2,4,4,2,1
308,38622,gauche,6,5,3,2,2,989,105,13,8,7,3,9,12,4,3,5,6,3,6,5,2,3,3,2,1
309,38907,gauche,6,4,3,2,1,1186,116,13,8,7,3,9,13,3,3,5,6,3,7,5,2,3,3,2,1
310,38909,gauche,6,3,3,2,1,1386,123,15,8,7,3,8,12,3,3,5,6,3,7,5,2,3,2,1,1
311,39172,gauche,7,2,3,2,1,1522,125,18,8,7,4,6,12,2,3,5,5,2,7,6,2,3,2,1,1
312,39174,gauche,7,2,3,2,1,1609,121,22,7,8,5,5,11,2,4,5,4,2,6,6,2,3,2,1,1
313,39175,gauche,7,2,3,2,2,1586,111,27,6,9,7,5,10,2,4,5,3,2,6,6,3,4,2,1,2
314,39463,gauche,6,2,3,2,2,1490,100,31,6,10,8,5,9,2,5,5,3,1,5,6,4,4,2,2,2
315,39463,gauche,6,2,2,2,2,1313,90,33,6,10,9,5,7,2,5,6,2,1,4,6,5,3,2,2,2
316,39745,gauche,6,2,2,2,2,1313,90,33,6,10,9,5,7,2,5,6,2,1,4,6,5,3,2,2,2
317,39746,gauche,5,3,1,2,1,883,77,34,7,9,9,6,5,2,4,5,2,1,3,6,7,2,3,2,2
318,39750,gauche,5,2,1,2,1,707,72,31,8,7,8,6,4,2,4,5,2,1,3,6,9,2,2,1,1
319,40033,gauche,5,2,1,2,1,707,72,31,8,7,8,6,4,2,4,5,2,1,3,6,9,2,2,1,1
320,40049,gauche,5,2,1,2,1,412,61,24,11,6,4,5,4,2,2,3,2,1,4,6,11,1,2,1,1
321,40323,gauche,4,2,1,1,1,331,57,22,13,6,3,4,4,1,2,3,3,2,5,6,12,1,1,1,1
322,40326,gauche,4,2,1,1,1,277,55,22,15,6,2,4,4,1,2,3,3,2,5,6,11,2,1,1,1
323,40623,gauche,3,2,1,1,1,256,53,24,19,7,2,4,4,1,2,2,3,2,5,7,9,2,1,1,1
324,40626,gauche,3,2,1,2,1,243,49,26,22,7,2,4,3,1,2,2,3,2,5,6,7,3,1,1,1
325,40902,gauche,3,2,1,2,1,219,43,27,24,7,3,5,4,2,2,2,3,2,4,6,7,4,1,1,1
326,40904,gauche,3,2,2,2,1,190,36,26,25,7,3,6,6,2,2,2,3,3,4,6,12,6,3,1,1
327,41198,gauche,4,4,3,2,1,157,28,26,25,7,5,9,10,3,3,4,3,4,3,7,24,10,5,2,1
328,41200,gauche,8,6,4,2,1,133,23,26,24,7,8,15,15,4,3,9,5,5,2,7,41,16,8,2,1
329,41200,gauche,16,10,6,3,1,126,23,28,24,7,15,22,22,5,4,18,8,7,2,8,59,22,12,4,1
330,41491,gauche,25,15,7,3,2,127,28,29,25,7,24,29,28,6,4,30,11,8,3,9,76,27,15,5,2
331,41491,gauche,35,18,8,3,2,152,37,29,27,7,33,34,33,8,4,41,15,10,3,10,83,29,17,7,2
332,41798,gauche,42,20,8,3,2,185,48,26,28,7,40,35,35,8,4,48,17,11,3,10,81,28,17,7,2
333,41798,gauche,42,20,7,3,2,231,57,21,29,8,41,33,35,8,4,48,17,11,3,10,69,24,15,7,2
334,41801,gauche,37,17,6,2,2,281,66,17,29,8,36,27,33,7,4,42,17,11,4,9,51,18,13,6,2
335,42120,gauche,28,14,5,2,2,337,73,15,28,9,27,21,31,7,4,31,15,12,4,9,33,13,11,5,2
336,42122,gauche,18,10,5,2,2,435,77,16,26,9,18,15,29,6,4,19,14,12,5,8,18,9,9,4,1
337,42463,gauche,10,8,4,2,2,590,79,18,23,9,10,11,28,6,4,10,13,12,6,7,9,7,9,3,1
338,42466,gauche,7,6,4,2,1,835,80,21,21,9,6,9,27,5,5,4,12,12,7,6,5,6,9,3,1
339,42466,gauche,8,5,4,2,1,1150,80,25,19,9,4,7,24,5,4,2,11,12,8,6,8,5,9,2,1
340,42784,gauche,8,5,4,2,1,1150,80,25,19,9,4,7,24,5,4,2,11,12,8,6,8,5,9,2,1
341,42784,gauche,17,4,4,2,1,1738,87,38,19,9,5,4,17,5,4,2,7,8,8,6,27,4,6,2,1
342,42788,gauche,23,4,4,2,1,1853,94,46,20,10,6,4,13,5,4,1,5,6,7,6,38,3,4,1,1
343,43118,gauche,28,4,5,2,1,1783,104,52,21,10,6,3,12,5,3,2,4,4,6,7,47,3,4,1,1
344,43121,gauche,30,5,5,2,1,1552,111,55,22,11,7,4,12,4,3,2,4,3,6,8,49,3,4,1,1
345,43121,gauche,29,5,5,2,1,1224,115,53,23,11,8,5,15,4,3,2,4,4,5,9,45,3,4,1,1
346,43476,gauche,25,6,5,1,1,887,116,48,24,10,7,7,19,4,3,2,5,4,4,10,36,3,6,1,1
347,43476,gauche,19,6,6,1,1,603,116,41,24,10,6,8,24,4,2,3,5,5,4,10,24,3,7,2,1
348,43791,gauche,13,6,6,2,2,416,121,37,23,9,5,8,27,5,2,4,5,7,4,9,14,3,9,2,1
349,43792,gauche,9,6,7,2,2,310,133,38,24,8,4,8,30,5,3,6,6,8,4,8,7,4,11,3,1
350,43802,gauche,6,6,8,3,2,260,145,42,24,8,3,8,31,5,3,8,6,9,5,8,4,4,13,3,2
351,44134,gauche,4,7,8,3,2,231,150,48,24,8,3,7,31,5,3,9,7,10,6,8,2,5,14,4,2
352,44139,gauche,4,7,7,3,2,216,146,54,24,9,3,6,29,5,3,9,7,10,6,8,2,5,14,4,2
353,44139,gauche,4,7,7,3,2,241,144,60,26,10,3,7,27,5,3,8,6,9,5,9,1,5,12,4,2
354,44476,gauche,4,7,5,3,2,352,158,66,33,13,3,8,24,4,3,7,6,8,4,9,1,5,10,3,2
355,44476,gauche,5,7,4,2,1,556,192,72,44,16,3,10,21,4,3,5,5,7,3,10,2,4,7,3,1
356,44479,gauche,6,5,3,2,1,825,240,78,59,20,4,12,17,4,3,3,4,5,3,9,2,4,4,2,1
357,44814,gauche,6,4,2,2,1,1067,286,82,71,23,4,13,13,4,3,2,3,4,2,9,2,4,2,2,1
358,44816,gauche,7,3,2,2,1,1217,308,82,77,24,5,13,10,5,3,2,3,3,2,9,3,4,1,2,1
359,45159,gauche,7,3,2,2,1,1230,294,76,74,22,5,12,8,5,3,2,3,2,2,8,4,4,1,2,1
360,45162,gauche,6,2,2,2,1,1122,246,64,63,19,5,10,6,4,3,2,3,1,2,8,5,5,1,2,1
361,45162,gauche,6,2,2,2,1,950,181,50,47,15,4,8,5,4,3,2,3,1,2,8,5,5,2,1,1
362,45504,gauche,6,3,1,2,1,767,120,37,31,12,3,7,5,3,3,2,3,1,3,9,5,5,2,1,1
363,45505,gauche,7,3,1,2,1,629,77,27,20,11,3,7,5,3,3,2,3,1,3,9,5,4,1,1,1
364,45849,gauche,8,3,1,2,1,522,55,24,15,10,2,8,5,2,3,2,2,2,4,9,4,4,1,1,1
365,45849,gauche,8,3,1,2,1,432,48,26,14,11,1,10,6,2,3,3,2,2,5,9,3,4,1,1,1
366,45852,gauche,8,3,1,2,1,340,46,29,14,11,1,12,6,2,3,3,3,2,5,9,3,4,1,2,1
367,45852,gauche,8,3,2,2,1,269,47,33,14,10,1,15,6,2,2,3,3,2,5,8,3,5,1,2,1
368,46208,gauche,7,3,3,2,1,243,52,35,14,9,1,16,6,2,2,3,4,2,4,8,3,5,2,2,1
369,46208,gauche,8,5,4,1,1,272,60,34,14,9,1,17,6,2,2,3,5,2,3,8,5,7,2,2,1
370,46230,gauche,14,8,5,1,1,342,74,30,14,8,1,17,6,3,2,2,6,2,2,8,11,9,2,2,1
371,46565,gauche,28,13,6,1,1,414,90,26,13,8,1,15,7,3,2,2,6,2,2,8,23,12,3,2,1
372,46568,gauche,50,19,6,1,1,460,107,22,13,8,1,12,8,3,2,2,6,2,1,8,39,16,3,2,1
373,46926,gauche,73,24,6,2,1,451,120,19,13,8,1,9,9,3,2,2,5,2,1,8,56,19,4,2,1
374,46931,gauche,90,27,6,2,1,396,126,19,13,8,1,6,10,2,2,2,4,1,1,8,69,22,4,2,1
375,46931,gauche,97,27,5,2,1,315,122,20,13,8,1,3,10,2,2,2,3,1,1,8,73,22,4,2,1
376,47295,gauche,89,24,5,1,1,240,109,23,13,8,2,2,10,2,3,2,2,1,2,7,67,19,4,1,1
377,47296,gauche,72,18,5,1,1,186,89,25,13,8,2,2,10,2,3,2,2,1,2,7,53,15,3,1,1
378,47303,gauche,51,13,4,1,1,154,68,28,14,9,3,2,9,2,3,2,2,1,2,6,36,10,3,1,1
379,47653,gauche,36,9,4,1,1,134,50,30,15,10,3,2,8,2,3,2,2,1,3,6,22,6,3,1,1
380,47656,gauche,33,8,4,1,1,116,36,32,16,10,3,3,8,2,2,2,2,1,3,6,16,4,4,1,1
381,47676,gauche,41,11,3,1,1,105,29,33,18,11,5,6,9,3,2,2,3,1,4,6,18,6,6,2,1
382,48027,gauche,53,17,4,2,1,107,28,35,19,11,68,62,50,21,5,8,7,5,5,6,68,41,34,13,2
383,48027,gauche,66,31,12,7,2,133,32,40,19,11,365,311,231,103,16,34,25,20,10,7,292,198,150,60,9
384,48030,gauche,79,58,30,18,3,171,42,47,19,11,1074,890,644,295,44,95,69,55,23,9,819,569,416,170,25
385,48395,gauche,94,97,60,36,6,215,54,54,19,12,2219,1811,1293,601,90,191,138,110,43,12,1670,1163,837,343,51
386,48397,gauche,108,139,96,57,8,241,66,58,21,12,3593,2901,2053,965,145,304,219,175,67,15,2685,1869,1332,548,82
387,48779,gauche,118,174,127,75,11,249,78,59,22,13,4804,3849,2703,1282,194,402,290,230,89,19,3580,2484,1761,727,110
388,48785,gauche,95,147,114,68,10,203,98,39,21,11,4393,3457,2386,1155,181,362,259,203,81,19,3256,2235,1569,654,102
389,48785,gauche,44,58,46,28,5,160,87,26,15,8,1743,1357,926,454,75,143,100,79,34,11,1285,871,611,258,42
390,48788,gauche,44,58,46,28,5,160,87,26,15,8,1743,1357,926,454,75,143,100,79,34,11,1285,871,611,258,42
391,49168,gauche,12,9,8,5,1,115,65,27,11,6,210,163,113,55,11,19,12,11,6,4,155,101,72,32,6
392,49173,gauche,12,9,8,5,1,115,65,27,11,6,210,163,113,55,11,19,12,11,6,4,155,101,72,32,6
393,49175,gauche,22,7,3,1,0,100,63,40,10,6,2,6,7,2,1,2,1,2,2,2,16,9,3,1,0
394,49558,gauche,22,7,3,1,0,100,63,40,10,6,2,6,7,2,1,2,1,2,2,2,16,9,3,1,0
395,49558,gauche,61,19,7,3,1,126,80,56,12,6,34,50,42,30,18,89,94,89,80,49,47,23,7,3,2
396,49564,gauche,61,19,7,3,1,126,80,56,12,6,34,50,42,30,18,89,94,89,80,49,47,23,7,3,2
397,49951,gauche,81,28,13,7,3,140,83,60,14,7,99,127,112,84,52,268,276,261,230,139,65,33,14,7,4
398,49953,gauche,96,36,22,12,6,148,80,58,16,8,208,250,227,171,105,564,572,540,471,285,80,44,26,14,9
399,49954,gauche,100,42,33,17,10,150,71,50,17,8,342,395,363,274,168,925,927,876,758,457,90,54,38,22,14
400,50357,gauche,79,44,47,24,15,144,51,31,19,9,536,590,546,409,253,1434,1410,1332,1144,688,84,62,55,32,20
401,50357,gauche,79,44,47,24,15,144,51,31,19,9,536,590,546,409,253,1434,1410,1332,1144,688,84,62,55,32,20
402,50360,gauche,43,29,38,19,12,128,43,21,18,10,450,476,437,328,203,1182,1141,1076,922,552,54,46,44,26,16
403,50360,gauche,43,29,38,19,12,128,43,21,18,10,450,476,437,328,203,1182,1141,1076,922,552,54,46,44,26,16
404,50782,gauche,19,12,18,8,6,115,36,24,19,9,191,193,171,130,82,484,454,428,367,219,25,20,19,11,7
405,50783,gauche,14,7,11,4,3,113,32,28,21,8,88,88,74,56,36,213,196,184,159,95,16,11,9,5,3
406,50786,gauche,11,5,8,2,2,114,27,33,24,8,29,31,24,17,12,63,56,52,47,29,10,6,4,2,2
407,51209,gauche,10,5,7,1,1,122,26,36,26,8,7,13,8,3,3,9,8,7,8,6,9,5,3,1,1
408,51212,gauche,10,5,7,1,1,122,26,36,26,8,7,13,8,3,3,9,8,7,8,6,9,5,3,1,1
409,51213,gauche,9,5,8,1,1,142,28,39,27,8,3,13,7,1,2,1,3,2,2,3,10,6,3,1,1
410,51640,gauche,12,6,9,1,1,173,35,41,26,8,3,15,8,2,3,2,3,2,2,3,13,6,3,1,1
411,51641,gauche,37,8,9,1,1,240,56,43,21,9,4,18,9,3,3,3,5,2,3,3,35,8,4,2,2
412,51644,gauche,61,8,8,2,1,257,65,43,19,9,4,18,8,3,3,3,5,2,3,2,53,9,4,2,2
413,52098,gauche,86,9,7,2,1,254,70,43,17,9,5,18,8,4,3,3,5,2,3,2,72,10,4,2,2
414,52107,gauche,104,8,5,2,1,234,71,41,17,9,5,16,7,4,3,3,5,2,3,3,84,11,3,1,2
415,52108,gauche,110,7,4,2,1,198,69,36,17,8,5,14,5,3,3,3,5,2,3,3,87,12,3,1,1
416,52111,gauche,110,7,4,2,1,198,69,36,17,8,5,14,5,3,3,3,5,2,3,3,87,12,3,1,1
417,52544,gauche,82,5,2,2,1,120,64,25,18,8,4,11,3,3,2,3,4,2,3,3,61,10,2,1,1
418,52546,gauche,82,5,2,2,1,120,64,25,18,8,4,11,3,3,2,3,4,2,3,3,61,10,2,1,1
419,52546,gauche,36,3,2,3,1,83,57,15,16,8,4,12,3,3,2,3,3,2,3,4,22,7,2,1,1
420,52549,gauche,36,3,2,3,1,83,57,15,16,8,4,12,3,3,2,3,3,2,3,4,22,7,2,1,1
421,52981,gauche,20,3,2,2,1,86,52,12,14,8,4,13,4,3,2,3,3,2,3,4,11,7,2,1,1
422,52983,gauche,12,4,2,2,2,94,46,10,12,8,4,14,5,3,3,4,3,2,3,4,7,6,2,1,1
423,52984,gauche,9,6,3,2,2,101,40,9,12,7,5,15,6,3,3,4,4,2,3,4,8,6,2,1,1
424,52985,gauche,8,7,3,2,2,102,33,8,13,6,5,16,7,3,3,5,4,2,3,4,9,7,2,1,1
425,53420,gauche,6,8,3,1,1,97,29,7,14,6,5,16,8,3,3,5,4,2,3,4,11,7,2,1,1
426,53422,gauche,6,8,4,1,1,91,27,7,16,5,5,16,9,3,3,4,4,2,3,4,11,7,2,1,1
427,53422,gauche,6,8,4,1,1,90,28,8,16,5,4,15,10,3,3,4,4,3,4,5,11,6,2,1,1
428,53872,gauche,6,7,5,1,1,103,31,11,15,6,3,14,11,4,3,3,4,3,3,5,9,5,2,1,1
429,53872,gauche,6,5,5,2,1,171,39,17,11,7,2,8,16,5,3,1,3,3,3,6,6,3,3,2,1
430,53875,gauche,6,4,4,2,1,206,40,19,10,8,1,6,17,6,3,1,3,3,3,6,4,2,3,2,1
431,54315,gauche,5,4,4,2,1,225,38,20,9,9,1,4,18,5,3,1,2,3,3,6,4,1,4,2,1
432,54321,gauche,5,4,4,2,1,225,38,20,9,9,1,4,18,5,3,1,2,3,3,6,4,1,4,2,1
433,54321,gauche,4,4,2,1,1,209,31,16,12,9,1,2,14,4,3,1,2,3,3,6,4,1,3,2,1
434,54324,gauche,4,4,2,1,1,209,31,16,12,9,1,2,14,4,3,1,2,3,3,6,4,1,3,2,1
435,54772,gauche,4,3,1,1,1,242,33,13,17,8,2,2,8,2,2,2,2,2,3,6,4,2,2,1,1
436,54778,gauche,4,3,1,1,1,242,33,13,17,8,2,2,8,2,2,2,2,2,3,6,4,2,2,1,1
437,54779,gauche,4,3,1,1,1,401,51,15,18,7,3,3,4,1,2,1,2,2,4,6,4,2,1,1,1
438,54781,gauche,4,3,1,1,1,401,51,15,18,7,3,3,4,1,2,1,2,2,4,6,4,2,1,1,1
439,55220,gauche,3,2,1,1,1,480,63,16,18,7,3,3,4,1,2,1,2,3,4,7,4,3,1,1,1
440,55227,gauche,3,2,1,1,1,520,72,16,16,8,3,3,5,1,2,1,3,3,5,7,4,3,1,1,1
441,55227,gauche,5,2,1,1,1,513,76,15,15,9,2,4,6,1,2,1,3,3,6,7,4,4,1,1,2
442,55686,gauche,12,3,1,1,1,473,73,13,15,10,2,4,7,1,3,2,3,3,7,7,6,4,2,1,2
443,55687,gauche,26,5,1,1,1,415,65,11,14,11,2,5,8,2,3,2,3,3,8,6,14,5,2,1,2
444,55692,gauche,47,8,2,1,1,354,58,11,15,11,3,5,8,2,4,4,2,3,8,6,26,6,2,1,2
445,55692,gauche,72,12,2,1,1,298,54,13,15,10,4,6,8,2,4,5,2,3,7,5,40,7,2,1,2
446,56144,gauche,96,14,2,1,1,248,54,16,16,10,5,6,8,2,4,6,2,2,6,4,55,7,2,1,1
447,56145,gauche,131,15,2,2,1,202,58,26,17,8,5,6,5,2,3,6,1,1,4,3,88,8,1,1,1
448,56150,gauche,131,15,2,2,1,202,58,26,17,8,5,6,5,2,3,6,1,1,4,3,88,8,1,1,1
449,56594,gauche,145,13,2,2,1,266,49,36,18,8,3,4,2,2,2,5,1,1,3,3,121,9,1,1,1
450,56596,gauche,145,13,2,2,1,266,49,36,18,8,3,4,2,2,2,5,1,1,3,3,121,9,1,1,1
451,56596,gauche,131,12,3,2,1,352,34,41,16,9,2,3,1,2,2,4,1,1,2,4,122,9,0,1,1
452,56602,gauche,114,12,3,2,1,357,31,40,14,9,2,2,2,2,2,4,1,1,2,4,106,8,1,1,1
453,57041,gauche,98,11,3,2,1,327,33,36,12,10,2,2,2,2,2,4,2,1,2,5,87,6,1,1,1
454,57043,gauche,96,11,2,1,1,279,42,32,11,10,3,2,2,2,2,4,2,1,2,5,73,5,1,1,1
