n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
222,27639,droite,1028,335,141,29,5,797,278,109,19,4,22,17,13,21,9,961,311,151,26,4,984,318,143,25,3
223,27641,droite,1028,335,141,29,5,797,278,109,19,4,22,17,13,21,9,961,311,151,26,4,984,318,143,25,3
224,27891,droite,2630,2604,1952,2293,1198,2323,1932,1484,1707,924,1111,1069,800,932,555,79,89,184,71,60,297,295,479,224,193
225,27892,droite,2458,2452,1795,2155,1116,2199,1817,1366,1603,861,1045,994,745,869,519,64,81,182,69,58,273,270,464,210,182
226,28158,droite,1985,1975,1407,1728,887,1790,1460,1072,1284,684,845,788,592,692,414,54,67,156,58,49,220,213,385,169,147
227,28159,droite,1343,1336,921,1161,589,1220,983,702,861,455,579,526,395,462,277,46,51,115,42,35,157,144,271,115,100
228,28415,droite,755,733,484,629,315,682,534,368,465,243,330,286,214,250,150,44,37,71,26,21,99,83,157,63,55
229,28415,droite,331,305,188,254,125,288,218,142,187,96,155,122,89,103,61,44,27,37,13,10,60,42,72,27,24
230,28690,droite,127,87,47,66,31,92,59,34,47,24,66,42,30,33,17,48,22,17,7,5,42,21,25,9,8
231,28691,droite,59,21,9,10,5,27,11,6,6,3,36,18,16,15,5,47,19,10,4,3,36,15,10,4,3
232,28693,droite,59,21,9,10,5,27,11,6,6,3,36,18,16,15,5,47,19,10,4,3,36,15,10,4,3
233,28952,droite,20,15,10,8,3,32,14,9,5,2,18,9,36,20,11,19,19,12,8,3,17,18,10,8,3
234,29234,droite,20,15,10,8,3,32,14,9,5,2,18,9,36,20,11,19,19,12,8,3,17,18,10,8,3
235,29234,droite,20,15,10,8,3,32,14,9,5,2,18,9,36,20,11,19,19,12,8,3,17,18,10,8,3
236,29237,droite,16,20,10,6,2,26,17,7,4,1,23,7,30,14,9,18,24,10,7,2,18,23,10,6,2
237,29510,droite,16,20,10,5,2,23,16,5,3,1,24,6,26,12,8,18,24,9,6,2,19,23,9,5,2
238,29513,droite,3,16,15,6,2,24,15,9,2,1,8,5,24,24,10,7,22,16,8,2,4,15,14,6,2
239,29794,droite,3,16,15,6,2,24,15,9,2,1,8,5,24,24,10,7,22,16,8,2,4,15,14,6,2
240,29797,droite,1,12,12,4,1,16,12,7,2,1,7,3,15,17,9,6,18,13,5,2,3,12,11,4,1
241,30061,droite,1,8,8,3,1,12,9,5,1,0,8,2,10,12,7,6,13,9,4,2,2,9,8,3,1
242,30064,droite,2,5,5,1,1,13,5,3,1,0,11,4,5,5,4,4,6,5,1,1,2,5,4,1,1
243,30064,droite,2,5,5,1,1,13,5,3,1,0,11,4,5,5,4,4,6,5,1,1,2,5,4,1,1
244,30386,droite,3,6,5,1,1,17,5,3,1,0,12,7,8,4,3,3,6,5,1,1,2,5,5,1,1
245,30386,droite,5,9,7,2,1,22,7,4,1,1,12,10,13,5,2,3,8,6,2,1,2,8,6,1,1
246,30671,droite,6,14,9,2,1,27,9,5,2,1,12,12,20,7,3,3,12,8,2,1,3,12,8,2,1
247,30672,droite,7,19,10,3,2,30,12,6,2,1,11,13,29,10,4,4,16,9,4,2,3,17,9,3,2
248,30683,droite,7,19,10,3,2,30,12,6,2,1,11,13,29,10,4,4,16,9,4,2,3,17,9,3,2
249,30964,droite,9,30,9,6,3,30,22,9,6,3,18,19,48,28,11,8,29,13,8,4,5,27,11,7,3
250,31261,droite,11,40,12,10,5,43,49,28,21,13,74,71,102,82,41,22,40,23,19,12,13,32,15,13,8
251,31261,droite,17,59,23,17,8,85,116,81,62,36,226,213,246,213,115,57,58,46,43,30,34,39,26,26,19
252,31264,droite,28,91,45,30,14,162,229,173,132,76,493,463,500,430,241,115,84,85,83,60,69,47,43,48,36
253,31554,droite,56,166,103,61,27,368,498,401,306,172,1167,1080,1146,949,545,256,141,174,177,132,161,66,84,99,77
254,31556,droite,56,166,103,61,27,368,498,401,306,172,1167,1080,1146,949,545,256,141,174,177,132,161,66,84,99,77
255,31858,droite,34,79,56,35,18,111,134,95,69,38,285,232,313,194,117,80,89,92,73,45,143,139,102,97,65
256,31861,droite,54,84,80,57,33,65,79,57,40,23,154,124,192,108,68,98,118,131,98,58,299,324,244,226,144
257,31861,droite,96,111,130,98,60,57,66,59,42,26,143,128,195,121,76,170,177,209,160,98,575,623,485,446,279
258,32170,droite,151,147,190,149,92,71,72,79,59,38,194,187,261,184,113,269,249,305,242,150,911,978,773,709,441
259,32170,droite,202,176,239,191,120,90,79,96,75,48,250,242,324,243,149,359,309,387,313,196,1210,1287,1021,936,581
260,32475,droite,142,114,160,121,75,57,46,56,47,30,156,145,198,170,95,242,195,253,195,121,781,833,638,579,353
261,32475,droite,142,114,160,121,75,57,46,56,47,30,156,145,198,170,95,242,195,253,195,121,781,833,638,579,353
262,32478,droite,88,79,107,73,44,34,32,37,29,18,98,84,119,109,56,145,126,164,114,70,454,494,370,329,199
263,32777,droite,22,38,42,16,10,10,18,16,8,5,48,23,30,35,11,28,48,59,21,12,68,95,71,45,27
264,32779,droite,12,29,30,8,5,7,15,13,4,3,52,19,20,23,5,11,34,42,9,5,18,39,35,11,7
265,33081,droite,12,29,30,8,5,7,15,13,4,3,52,19,20,23,5,11,34,42,9,5,18,39,35,11,7
266,33084,droite,12,22,25,6,5,12,19,16,7,4,65,23,19,18,5,7,29,34,7,4,9,26,27,6,4
267,33386,droite,136,117,133,90,36,366,282,277,196,66,333,176,197,127,44,64,154,90,69,19,54,133,75,56,16
268,33389,droite,330,303,320,230,87,1072,702,755,524,174,878,442,559,338,114,186,443,229,192,49,167,402,205,167,42
269,33389,droite,610,586,595,437,163,2257,1336,1521,1036,338,1836,867,1177,685,224,403,956,480,401,98,395,903,456,366,86
270,33702,droite,610,586,595,437,163,2257,1336,1521,1036,338,1836,867,1177,685,224,403,956,480,401,98,395,903,456,366,86
271,33702,droite,1138,1168,1130,843,308,5155,2691,3274,2168,686,4333,1867,2722,1508,472,1014,2302,1160,925,214,1115,2288,1189,902,198
272,33707,droite,1138,1168,1130,843,308,5155,2691,3274,2168,686,4333,1867,2722,1508,472,1014,2302,1160,925,214,1115,2288,1189,902,198
273,34014,droite,597,664,596,446,158,3882,1763,2226,1426,413,3587,1418,2159,1111,320,982,1929,1030,735,157,1240,2054,1171,795,160
274,34016,droite,336,369,321,239,83,2394,1063,1322,842,234,2292,905,1366,687,193,673,1234,674,463,97,872,1335,787,515,102
275,34346,droite,161,160,132,96,33,1186,521,618,393,103,1193,479,702,344,94,388,639,361,235,49,513,702,432,270,53
276,34349,droite,78,53,37,26,9,449,200,209,134,32,486,204,280,134,36,188,255,149,90,19,248,281,183,107,21
277,34663,droite,36,11,3,1,2,38,10,3,1,1,25,14,14,9,4,35,14,2,2,2,32,11,3,1,2
278,34666,droite,36,11,3,1,2,38,10,3,1,1,25,14,14,9,4,35,14,2,2,2,32,11,3,1,2
279,34666,droite,36,11,3,1,2,38,10,3,1,1,25,14,14,9,4,35,14,2,2,2,32,11,3,1,2
280,34672,droite,24,12,5,3,3,21,9,4,2,2,15,16,20,16,7,22,12,4,3,4,22,14,7,3,3
281,34998,droite,19,11,4,4,3,15,8,3,3,3,15,18,22,15,7,16,10,4,3,4,17,13,6,4,3
282,35002,droite,13,10,4,5,3,10,7,3,4,3,15,22,23,13,7,11,9,4,4,4,12,10,5,5,3
283,35332,droite,7,6,4,4,3,5,5,4,3,2,20,23,20,5,7,7,7,5,4,3,9,6,5,5,2
284,35334,droite,7,5,5,3,2,10,7,6,2,1,17,17,15,3,5,9,7,8,3,2,11,7,7,3,1
285,35659,droite,7,5,5,3,2,10,7,6,2,1,17,17,15,3,5,9,7,8,3,2,11,7,7,3,1
286,35662,droite,6,6,7,2,1,18,8,9,3,1,8,13,11,3,3,9,7,9,2,1,7,6,8,3,1
287,35663,droite,5,7,8,3,1,19,7,9,4,1,6,12,11,3,3,8,8,9,3,1,5,7,9,3,1
288,35980,droite,6,9,10,4,1,17,6,10,5,1,4,9,11,3,3,8,11,10,3,1,4,9,11,3,1
289,35982,droite,10,10,11,4,1,13,5,9,4,1,4,6,11,3,4,10,12,11,3,1,7,11,12,3,1
290,35987,droite,13,11,11,4,1,12,5,7,3,1,4,6,11,4,4,11,11,10,3,1,9,11,11,3,1
291,36295,droite,14,11,10,4,1,12,4,5,3,1,4,5,10,4,4,12,10,9,3,1,10,11,10,3,1
292,36304,droite,15,11,9,3,2,13,4,4,2,1,4,5,9,5,5,12,9,8,3,2,11,11,8,3,1
293,36305,droite,14,16,9,5,2,19,8,2,3,2,6,6,13,6,6,14,13,5,4,2,15,14,6,4,2
294,36650,droite,17,22,11,6,2,22,11,2,3,2,7,6,16,7,6,17,17,6,5,2,19,19,7,5,2
295,36650,droite,26,33,17,8,3,26,17,4,4,2,10,7,21,8,6,27,25,10,6,3,30,30,11,7,3
296,37014,droite,26,33,17,8,3,26,17,4,4,2,10,7,21,8,6,27,25,10,6,3,30,30,11,7,3
297,37015,droite,52,24,15,7,3,15,9,4,2,2,17,17,25,8,6,23,16,8,3,2,47,21,12,5,3
298,37018,droite,84,20,12,7,3,10,7,3,2,2,19,19,30,8,7,19,11,6,2,2,67,17,10,5,3
299,37371,droite,84,20,12,7,3,10,7,3,2,2,19,19,30,8,7,19,11,6,2,2,67,17,10,5,3
300,37374,droite,169,20,9,6,3,7,5,2,2,2,20,19,41,10,8,15,8,5,2,2,123,18,9,5,3
301,37374,droite,196,20,9,6,3,8,5,3,2,2,18,17,42,10,8,16,8,6,2,2,142,19,10,5,3
302,37729,droite,94,12,17,6,3,16,6,10,3,2,13,8,37,6,7,19,11,21,5,4,70,13,21,7,4
303,37729,droite,94,12,17,6,3,16,6,10,3,2,13,8,37,6,7,19,11,21,5,4,70,13,21,7,4
304,37744,droite,62,13,18,6,4,20,9,12,4,3,23,14,45,11,10,33,27,34,15,10,57,24,36,21,12
305,38084,droite,46,21,20,11,6,31,17,22,10,7,49,41,74,33,23,99,86,93,62,41,123,86,107,87,54
306,38089,droite,69,93,51,58,34,130,80,124,67,48,183,266,254,189,113,565,428,517,372,250,725,465,602,506,332
307,38454,droite,181,292,167,219,123,435,284,442,236,169,457,839,642,535,316,1572,1063,1424,973,664,2068,1113,1602,1313,885
308,38462,droite,203,315,188,245,136,478,320,489,259,185,475,889,662,551,326,1606,1063,1452,971,666,2116,1077,1609,1311,888
309,38462,droite,204,298,187,237,131,454,316,471,245,174,434,815,595,493,291,1415,921,1276,832,573,1859,900,1408,1133,766
310,38816,droite,217,266,177,204,109,374,274,396,200,142,370,663,475,388,225,1070,687,957,606,420,1479,729,1142,875,568
311,38818,droite,303,271,186,167,79,275,215,294,141,98,354,526,360,286,150,685,438,603,369,256,1328,810,1033,684,367
312,38821,droite,1136,692,470,198,35,169,114,111,33,12,901,741,389,291,49,96,98,73,43,15,3798,3294,2511,1176,180
313,39195,droite,1033,656,469,202,43,146,81,71,24,5,1202,1079,834,637,267,58,78,42,29,6,3671,3209,2400,1149,193
314,39198,droite,1033,656,469,202,43,146,81,71,24,5,1202,1079,834,637,267,58,78,42,29,6,3671,3209,2400,1149,193
315,39198,droite,522,321,234,126,52,66,38,29,13,4,1531,1448,1398,1186,691,25,32,15,12,3,1336,1256,973,521,138
316,39598,droite,404,218,159,105,58,42,26,17,10,4,1776,1653,1644,1441,876,15,16,6,6,1,635,663,532,329,125
317,39598,droite,404,218,159,105,58,42,26,17,10,4,1776,1653,1644,1441,876,15,16,6,6,1,635,663,532,329,125
318,39602,droite,357,134,100,84,55,27,18,11,7,4,1818,1609,1606,1453,897,8,5,2,2,1,251,300,243,191,105
319,39992,droite,330,106,83,69,44,25,15,10,6,3,1490,1292,1293,1173,721,8,5,2,2,1,225,244,196,152,84
320,39995,droite,284,74,63,50,30,25,12,8,5,3,1027,871,882,797,487,8,5,3,3,1,187,172,139,105,57
321,39995,droite,284,74,63,50,30,25,12,8,5,3,1027,871,882,797,487,8,5,3,3,1,187,172,139,105,57
322,40001,droite,256,56,60,50,26,28,10,6,5,2,260,192,217,185,112,11,9,4,6,2,161,58,53,37,20
323,40405,droite,411,179,185,160,96,34,14,9,9,4,101,62,80,61,39,15,11,5,7,3,216,67,66,52,31
324,40407,droite,1926,1514,1482,1287,810,68,54,47,42,25,127,130,84,69,59,41,18,12,11,7,671,402,398,338,218
325,40408,droite,2440,1981,1935,1677,1056,79,68,61,54,32,156,171,104,86,74,48,19,16,12,8,811,519,519,438,284
326,40825,droite,2680,2202,2150,1860,1170,83,74,68,59,35,170,192,114,94,81,51,18,19,12,9,868,572,576,485,315
327,40826,droite,840,641,632,541,338,31,26,24,18,11,73,78,44,31,26,20,11,14,5,4,278,170,175,142,91
328,40829,droite,377,267,266,224,139,20,15,13,8,5,55,50,27,16,13,14,10,10,4,2,134,76,77,60,38
329,41245,droite,46,23,14,6,2,12,6,5,2,1,61,30,17,6,4,12,10,5,3,1,26,19,11,4,1
330,41248,droite,64,30,18,8,3,11,5,5,2,1,60,28,16,6,4,13,9,5,3,1,35,23,14,5,2
331,41248,droite,86,36,22,10,3,9,5,6,2,1,53,23,16,6,4,12,8,6,3,1,46,26,17,7,2
332,41251,droite,112,42,27,12,4,7,4,7,2,1,42,17,14,5,4,11,7,7,3,1,60,29,20,8,2
333,41664,droite,112,42,27,12,4,7,4,7,2,1,42,17,14,5,4,11,7,7,3,1,60,29,20,8,2
334,41667,droite,187,59,32,15,4,6,4,7,3,1,24,9,11,4,5,9,7,8,4,1,107,40,23,10,3
335,41667,droite,234,70,33,16,4,7,5,6,3,1,21,9,10,4,6,9,8,8,4,1,137,47,23,11,3
336,42087,droite,274,78,31,17,4,7,6,5,4,1,22,11,9,4,8,9,10,7,4,2,165,53,22,12,3
337,42089,droite,199,57,21,11,4,33,42,22,22,12,307,308,312,225,157,7,18,10,4,4,464,411,319,306,181
338,42091,droite,143,49,19,11,4,73,85,46,48,24,690,695,700,514,342,6,23,13,5,4,898,892,723,699,414
339,42517,droite,97,48,17,11,5,128,141,78,82,41,1213,1214,1217,900,587,6,28,16,5,4,1504,1537,1268,1223,724
340,42521,droite,67,50,17,13,5,187,195,110,117,58,1745,1735,1730,1283,830,6,32,17,5,4,2129,2180,1819,1745,1032
341,42521,droite,53,52,17,15,5,228,231,134,140,69,2118,2095,2076,1544,992,6,33,17,5,4,2562,2614,2204,2099,1240
342,42524,droite,54,51,18,15,5,239,235,140,144,70,2199,2167,2135,1590,1017,6,31,16,5,4,2648,2686,2289,2159,1272
343,42936,droite,71,48,19,14,4,215,207,128,128,62,1957,1924,1885,1406,894,6,27,14,5,3,2356,2369,2044,1904,1119
344,42941,droite,103,44,20,13,4,165,156,101,98,47,1480,1453,1414,1057,669,7,22,13,6,3,1798,1778,1555,1425,835
345,42941,droite,103,44,20,13,4,165,156,101,98,47,1480,1453,1414,1057,669,7,22,13,6,3,1798,1778,1555,1425,835
346,43402,droite,171,42,20,10,3,62,54,39,34,15,462,454,433,331,205,12,17,11,9,3,637,557,497,432,249
347,43402,droite,171,42,20,10,3,62,54,39,34,15,462,454,433,331,205,12,17,11,9,3,637,557,497,432,249
348,43408,droite,173,45,14,8,3,24,16,10,8,3,47,46,40,41,22,19,19,10,10,4,157,71,46,35,18
349,43408,droite,173,45,14,8,3,24,16,10,8,3,47,46,40,41,22,19,19,10,10,4,157,71,46,35,18
350,43424,droite,147,44,11,7,3,23,15,6,5,2,20,18,14,22,10,22,21,9,9,4,111,39,10,9,4
351,43840,droite,107,43,6,5,3,22,16,6,3,3,18,13,16,18,10,25,22,6,6,4,84,38,5,5,3
352,43848,droite,111,44,5,4,3,22,15,6,2,3,17,11,19,16,10,25,21,5,5,4,88,39,4,4,3
353,44282,droite,128,44,4,3,3,23,14,6,2,3,16,9,24,15,10,25,19,4,4,4,100,39,4,3,4
354,44291,droite,128,44,4,3,3,23,14,6,2,3,16,9,24,15,10,25,19,4,4,4,100,39,4,3,4
355,44291,droite,150,38,6,4,3,23,9,7,3,3,14,7,33,14,10,20,14,3,4,3,114,35,6,4,4
356,44294,droite,329,258,250,232,149,19,5,7,4,3,130,151,145,126,79,131,170,146,114,69,263,212,206,194,124
357,44734,droite,700,634,607,565,363,16,5,7,5,4,306,357,301,289,177,315,391,349,274,164,570,516,499,471,301
358,44740,droite,700,634,607,565,363,16,5,7,5,4,306,357,301,289,177,315,391,349,274,164,570,516,499,471,301
359,44741,droite,1252,1176,1111,1034,663,15,5,6,6,5,558,647,517,518,315,581,698,631,499,296,1025,955,911,860,551
360,44743,droite,2320,2186,2033,1889,1213,14,6,4,8,8,1034,1180,900,940,562,1086,1252,1145,912,537,1903,1771,1667,1569,1009
361,45179,droite,2320,2186,2033,1889,1213,14,6,4,8,8,1034,1180,900,940,562,1086,1252,1145,912,537,1903,1771,1667,1569,1009
362,45184,droite,1345,1057,976,896,577,38,4,7,5,5,519,571,419,455,264,550,594,552,436,253,1086,860,801,744,480
363,45185,droite,605,225,203,171,110,57,6,15,4,3,108,116,94,96,53,138,122,123,85,50,458,188,169,143,92
364,45187,droite,605,225,203,171,110,57,6,15,4,3,108,116,94,96,53,138,122,123,85,50,458,188,169,143,92
365,45622,droite,492,74,64,40,26,61,7,18,4,3,30,32,36,31,15,68,40,48,21,13,353,66,55,35,22
366,45628,droite,492,74,64,40,26,61,7,18,4,3,30,32,36,31,15,68,40,48,21,13,353,66,55,35,22
367,45629,droite,204,22,21,7,4,24,10,10,3,2,4,10,5,14,5,30,25,20,7,3,124,15,14,6,3
368,46081,droite,204,22,21,7,4,24,10,10,3,2,4,10,5,14,5,30,25,20,7,3,124,15,14,6,3
369,46083,droite,3399,2818,1978,893,125,322,259,193,79,13,777,628,460,218,35,1903,1646,1148,530,79,445,386,262,121,17
370,46088,droite,5412,4453,3105,1397,191,507,405,303,121,19,1246,993,728,334,51,3042,2584,1795,829,121,699,600,402,187,24
371,46556,droite,6443,5097,3504,1552,202,586,464,344,135,20,1515,1151,841,369,54,3634,2932,2020,924,128,846,681,444,208,25
372,46558,droite,6443,5097,3504,1552,202,586,464,344,135,20,1515,1151,841,369,54,3634,2932,2020,924,128,846,681,444,208,25
373,46559,droite,2542,1949,1342,579,76,233,188,132,55,10,623,451,331,142,21,1441,1124,776,347,50,351,273,173,81,12
374,46565,droite,1123,841,618,256,43,114,104,67,35,9,290,198,151,63,10,642,483,352,150,27,187,146,88,52,13
375,47028,droite,470,409,367,189,63,95,111,78,58,21,111,70,64,27,6,259,205,176,86,30,207,151,111,91,30
376,47034,droite,470,409,367,189,63,95,111,78,58,21,111,70,64,27,6,259,205,176,86,30,207,151,111,91,30
377,47034,droite,531,627,567,396,150,193,231,183,141,54,56,44,54,27,7,246,253,222,149,61,468,312,279,223,76
378,47037,droite,2620,3122,2581,1962,711,969,1070,858,683,249,114,140,179,107,27,1120,1194,935,719,274,2244,1430,1418,1043,351
379,47500,droite,2620,3122,2581,1962,711,969,1070,858,683,249,114,140,179,107,27,1120,1194,935,719,274,2244,1430,1418,1043,351
380,47506,droite,2173,2533,2058,1579,570,794,858,678,550,200,97,113,145,94,23,919,964,741,581,221,1805,1140,1161,834,284
381,47506,droite,1552,1779,1432,1103,398,559,598,469,385,141,75,81,104,72,17,647,675,516,409,156,1262,793,823,583,200
382,47509,droite,917,1021,814,628,227,322,339,263,220,81,51,48,63,48,11,372,386,294,235,90,719,450,480,333,115
383,47980,droite,435,451,359,275,101,142,147,113,96,36,32,24,33,29,7,163,169,131,104,41,319,196,220,146,52
384,47987,droite,179,141,118,83,32,45,45,35,29,12,20,11,18,18,5,48,52,44,33,14,109,62,77,45,18
385,47987,droite,104,37,39,19,10,12,13,11,6,3,14,7,16,14,5,8,13,15,8,5,50,19,27,11,6
386,47990,droite,113,27,30,10,7,10,12,10,3,2,11,6,18,14,6,2,11,12,5,3,57,17,21,6,5
387,48497,droite,129,30,30,10,7,11,16,12,3,3,9,6,20,14,7,2,13,15,5,4,70,21,22,6,5
388,48499,droite,130,32,29,9,7,12,18,14,4,3,8,6,20,13,8,2,17,19,6,5,74,25,22,7,5
389,48500,droite,116,33,25,9,7,12,20,15,4,3,7,6,19,12,8,2,21,22,8,6,69,28,22,7,6
390,48502,droite,92,33,21,8,7,12,20,14,4,4,6,5,17,11,8,2,25,23,8,7,56,30,20,7,6
391,48992,droite,62,34,16,9,7,11,20,12,5,4,5,6,14,11,8,2,30,22,9,8,39,32,17,8,7
392,48995,droite,36,35,13,10,7,10,19,10,5,5,4,6,12,13,8,2,34,20,10,8,23,34,15,9,7
393,48996,droite,17,38,11,11,8,9,18,8,5,5,4,6,10,16,8,2,38,18,10,9,11,37,13,10,8
394,48999,droite,7,41,10,12,8,9,17,7,6,5,4,7,9,20,9,2,41,17,11,9,5,40,13,11,8
395,49484,droite,3,45,11,13,8,10,17,7,7,5,4,7,8,25,9,2,43,17,11,9,3,43,13,12,8
396,49489,droite,3,47,11,14,7,14,18,7,8,5,5,8,8,28,10,3,45,17,12,9,5,45,14,12,8
397,49490,droite,5,47,13,14,7,19,19,7,9,5,6,8,8,30,10,6,46,18,12,8,7,45,14,13,8
398,49492,droite,8,45,14,14,7,26,20,8,11,5,7,9,9,30,9,9,45,19,12,8,10,43,15,14,8
399,49957,droite,10,41,16,14,7,33,21,8,12,5,8,10,9,28,9,13,43,19,12,8,13,40,14,14,8
400,49960,droite,10,15,12,9,9,31,12,7,8,6,14,12,7,14,9,14,21,14,7,10,12,15,10,8,9
401,49961,droite,7,9,7,5,6,21,7,6,4,4,21,10,11,11,7,12,13,12,4,8,11,9,8,5,6
402,50430,droite,8,9,6,4,4,20,7,6,4,3,23,9,12,10,6,13,12,11,4,7,13,8,7,4,5
403,50430,droite,10,9,5,4,3,19,7,6,3,2,23,9,12,9,5,15,11,9,3,5,15,9,6,4,3
404,50432,droite,16,11,5,4,2,17,7,5,3,1,22,8,10,7,4,15,9,7,3,3,19,10,6,4,2
405,50433,droite,71,26,9,11,3,8,5,4,4,2,19,4,10,5,5,16,4,5,4,2,64,21,9,9,3
406,50904,droite,94,29,13,13,5,10,7,5,6,4,11,7,17,10,9,16,5,8,4,3,82,20,12,10,5
407,50905,droite,94,29,13,13,5,10,7,5,6,4,11,7,17,10,9,16,5,8,4,3,82,20,12,10,5
408,50907,droite,72,22,10,10,4,10,7,4,5,4,9,7,15,10,9,14,6,6,4,3,61,15,10,8,4
409,50908,droite,48,15,7,6,3,10,6,3,3,3,7,6,11,9,7,12,6,5,3,2,40,11,7,5,3
410,51376,droite,19,6,3,3,2,11,4,1,2,2,5,4,4,6,5,11,6,3,3,1,13,5,3,2,1
411,51377,droite,16,4,3,3,2,12,3,1,2,1,6,3,3,5,4,13,5,3,4,1,10,5,2,3,1
412,51381,droite,16,4,3,3,2,12,3,1,2,1,6,3,3,5,4,13,5,3,4,1,10,5,2,3,1
413,51382,droite,27,7,7,10,3,22,5,4,6,2,14,7,7,6,4,17,6,5,7,2,18,9,5,7,3
414,51899,droite,104,64,53,42,9,79,49,38,29,6,65,62,46,30,9,20,7,7,9,3,68,43,34,27,6
415,51899,droite,104,64,53,42,9,79,49,38,29,6,65,62,46,30,9,20,7,7,9,3,68,43,34,27,6
416,51902,droite,995,815,662,427,75,758,637,503,314,57,781,735,531,343,71,27,12,13,13,6,624,496,402,256,46
417,51902,droite,1908,1615,1311,829,144,1460,1265,1000,612,110,1559,1434,1038,677,137,28,15,15,14,7,1187,979,794,495,87
418,52390,droite,2938,2534,2059,1287,224,2256,1987,1572,952,172,2467,2226,1617,1061,212,27,19,16,16,8,1818,1535,1244,767,135
419,52390,droite,3783,3304,2687,1667,292,2914,2593,2053,1234,224,3239,2877,2099,1383,275,23,21,16,16,8,2330,2001,1620,992,175
420,52393,droite,3783,3304,2687,1667,292,2914,2593,2053,1234,224,3239,2877,2099,1383,275,23,21,16,16,8,2330,2001,1620,992,175
421,52393,droite,4157,3663,2982,1838,324,3210,2877,2279,1361,249,3614,3165,2319,1535,305,18,23,15,16,8,2551,2219,1796,1094,195
422,52879,droite,1177,1083,885,522,97,927,847,670,385,75,1071,886,675,453,97,6,25,9,8,6,716,667,535,312,59
423,52880,droite,485,467,378,215,42,389,359,282,158,32,447,361,284,193,47,5,26,9,7,6,296,294,230,130,26
424,52883,droite,8,28,16,4,3,12,13,6,3,2,3,4,8,7,9,11,26,10,4,4,8,26,13,4,3
425,52884,droite,9,24,15,3,3,13,13,5,3,2,3,5,8,7,8,16,24,11,4,4,11,23,12,3,2
426,53366,droite,12,14,10,3,3,14,12,5,2,3,3,6,7,10,7,24,19,10,3,3,15,15,9,3,3
427,53366,droite,12,14,10,3,3,14,12,5,2,3,3,6,7,10,7,24,19,10,3,3,15,15,9,3,3
428,53369,droite,12,11,7,3,3,13,11,4,3,3,2,7,7,13,7,25,16,9,3,3,15,12,7,3,3
429,53370,droite,10,8,5,3,3,12,10,3,3,3,2,7,6,15,7,22,14,8,4,3,13,10,6,3,3
430,53871,droite,8,7,4,4,3,10,9,3,3,3,3,7,5,16,7,17,13,7,4,3,11,9,4,3,3
431,53871,droite,6,8,5,4,3,7,11,3,3,3,4,6,5,19,7,7,15,7,4,4,5,10,5,4,3
432,53873,droite,7,10,7,4,3,7,14,3,4,3,5,7,7,20,7,5,17,9,4,4,5,11,6,4,3
433,53874,droite,10,13,8,4,3,8,18,4,4,3,6,8,11,20,7,6,18,10,4,4,7,14,8,4,3
434,54378,droite,17,16,10,5,3,11,22,5,5,3,8,10,17,20,7,7,20,12,4,3,12,17,9,5,3
435,54379,droite,17,16,10,5,3,11,22,5,5,3,8,10,17,20,7,7,20,12,4,3,12,17,9,5,3
436,54382,droite,34,23,12,6,4,14,26,5,5,4,10,12,23,19,7,9,20,12,4,3,23,23,10,6,4
437,54382,droite,114,48,15,6,5,22,30,6,6,5,12,14,32,18,7,9,23,11,5,4,66,42,12,6,5
438,54913,droite,168,64,17,7,5,24,31,7,6,5,14,14,33,19,8,9,26,10,6,5,94,54,13,6,5
439,54913,droite,168,64,17,7,5,24,31,7,6,5,14,14,33,19,8,9,26,10,6,5,94,54,13,6,5
440,54916,droite,196,79,31,8,8,26,22,12,5,5,35,7,26,21,10,18,43,25,9,11,114,61,27,7,7
441,54917,droite,49,36,33,12,11,36,17,17,7,7,40,7,33,13,6,27,35,41,10,15,41,33,34,11,10
442,55411,droite,35,28,31,12,10,46,18,18,8,7,34,7,32,11,5,33,32,40,11,14,37,29,33,12,10
443,55412,droite,35,28,31,12,10,46,18,18,8,7,34,7,32,11,5,33,32,40,11,14,37,29,33,12,10
444,55419,droite,43,25,27,13,8,60,20,18,9,6,26,8,28,10,4,44,29,36,11,11,45,28,29,12,8
445,55420,droite,73,14,11,9,2,79,20,11,8,2,6,8,7,10,5,64,16,15,10,3,71,18,12,8,2
446,55422,droite,73,14,11,9,2,79,20,11,8,2,6,8,7,10,5,64,16,15,10,3,71,18,12,8,2
447,55978,droite,261,237,237,169,73,307,259,225,153,66,526,517,453,338,122,415,245,131,91,28,298,265,261,184,79
448,55980,droite,548,513,537,392,169,532,502,482,345,147,1258,1212,1026,786,279,679,443,260,200,56,608,570,590,428,182
449,55980,droite,960,882,941,694,297,845,818,824,603,256,2266,2159,1788,1394,491,999,703,437,346,92,1050,975,1032,756,320
450,55983,droite,1405,1252,1349,998,427,1178,1129,1163,863,366,3305,3126,2548,2010,704,1301,966,617,493,129,1527,1381,1477,1088,459
