n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
219,27555,neutre,34,4,4,3,4,42,9,2,4,4,3,2,4,20,9,20,3,4,4,5,18,5,4,4,5
220,27798,neutre,26,3,4,4,4,35,8,2,4,4,2,2,4,19,9,16,3,4,4,4,15,4,4,4,5
221,27801,neutre,18,3,4,4,4,28,9,2,4,3,2,2,4,18,10,13,3,4,5,4,12,3,4,4,4
222,27801,neutre,11,2,4,4,4,24,9,2,3,3,1,2,4,17,11,8,3,5,4,4,8,3,4,4,4
223,28040,neutre,3,4,4,3,2,17,6,2,3,2,2,2,5,12,12,2,4,3,2,3,2,5,3,3,2
224,28292,neutre,4,5,4,3,2,14,6,2,3,2,3,3,5,10,11,2,5,3,2,2,2,6,3,3,2
225,28294,neutre,4,6,4,3,2,13,6,2,3,2,3,2,5,8,10,2,7,3,2,2,3,7,3,3,2
226,28528,neutre,4,7,5,3,2,11,5,3,2,1,4,2,4,6,9,2,7,3,2,2,4,8,4,3,2
227,28531,neutre,5,7,5,3,2,11,5,3,2,1,4,2,3,5,7,2,8,3,2,1,5,9,4,3,1
228,28786,neutre,5,7,5,3,2,11,5,3,2,1,4,2,3,5,7,2,8,3,2,1,5,9,4,3,1
229,28790,neutre,8,7,4,3,1,14,7,4,2,1,6,1,2,6,5,3,6,3,2,1,8,9,4,3,1
230,29029,neutre,8,7,4,3,1,14,7,4,2,1,6,1,2,6,5,3,6,3,2,1,8,9,4,3,1
231,29032,neutre,8,5,4,2,1,22,9,3,2,1,7,3,4,10,5,3,4,3,2,1,8,7,4,3,1
232,29032,neutre,8,5,4,2,1,22,9,3,2,1,7,3,4,10,5,3,4,3,2,1,8,7,4,3,1
233,29296,neutre,6,3,4,2,2,21,5,2,3,2,8,7,9,20,8,4,5,5,3,3,6,5,3,3,2
234,29575,neutre,8,3,4,3,3,18,5,2,3,2,8,7,9,21,9,5,5,5,4,3,8,5,3,3,3
235,29577,neutre,8,3,4,3,3,18,5,2,3,2,8,7,9,21,9,5,5,5,4,3,8,5,3,3,3
236,29578,neutre,10,3,3,3,3,12,5,3,3,3,9,6,9,20,9,7,5,4,5,3,10,6,2,4,3
237,29832,neutre,10,3,2,3,3,12,5,3,3,3,8,5,8,18,8,7,5,3,5,3,10,5,2,3,3
238,29832,neutre,9,3,2,2,2,11,6,3,2,3,8,5,8,15,7,6,4,3,4,3,9,5,2,3,2
239,30095,neutre,7,4,1,2,2,11,6,3,3,2,7,5,7,12,6,5,4,2,4,2,8,5,2,3,2
240,30095,neutre,5,5,1,2,2,11,7,3,3,2,7,5,6,10,5,4,4,2,3,2,6,5,2,2,2
241,30378,neutre,5,6,1,2,2,11,7,3,3,2,7,5,6,9,5,2,4,2,3,2,5,5,2,2,2
242,30379,neutre,9,9,2,3,2,9,8,5,5,3,6,4,5,12,10,2,8,4,5,3,7,9,2,3,2
243,30640,neutre,9,8,3,3,2,8,8,5,5,3,5,3,5,11,12,2,8,4,5,4,7,9,2,3,2
244,30641,neutre,9,8,3,3,2,8,8,5,5,3,5,3,5,11,12,2,8,4,5,4,7,9,2,3,2
245,30907,neutre,6,5,2,3,2,7,5,4,3,2,3,2,3,9,11,2,9,3,4,3,5,6,1,2,2
246,30908,neutre,6,5,2,3,2,7,5,4,3,2,3,2,3,9,11,2,9,3,4,3,5,6,1,2,2
247,31171,neutre,3,2,1,2,1,6,3,2,2,2,2,2,2,7,9,2,7,2,2,3,3,3,1,1,1
248,31172,neutre,2,2,1,1,1,6,3,1,1,2,2,2,2,8,9,2,6,1,2,2,3,2,1,1,1
249,31446,neutre,3,1,1,1,1,6,3,1,1,1,2,1,2,8,9,2,5,1,2,2,3,1,1,1,1
250,31446,neutre,3,1,1,1,1,6,3,1,1,1,2,1,2,8,9,2,5,1,2,2,3,1,1,1,1
251,31726,neutre,5,1,2,2,2,9,4,2,2,2,2,2,2,11,10,2,6,3,3,3,5,2,2,3,2
252,31727,neutre,5,1,2,2,2,9,4,2,2,2,2,2,2,11,10,2,6,3,3,3,5,2,2,3,2
253,31732,neutre,6,2,3,3,2,10,5,3,3,2,3,3,3,12,11,3,8,4,5,4,5,3,3,3,3
254,32002,neutre,6,4,4,3,3,12,7,5,3,2,4,5,6,14,11,5,12,6,7,5,5,5,4,4,3
255,32005,neutre,6,6,5,4,3,13,10,7,4,2,9,14,14,20,13,12,17,12,12,8,5,7,5,5,3
256,32281,neutre,6,6,5,4,3,13,10,7,4,2,9,14,14,20,13,12,17,12,12,8,5,7,5,5,3
257,32283,neutre,6,6,5,3,2,10,10,8,4,2,11,21,20,26,13,17,16,13,14,10,4,6,5,4,3
258,32559,neutre,6,6,5,3,2,10,10,8,4,2,11,21,20,26,13,17,16,13,14,10,4,6,5,4,3
259,32561,neutre,5,6,4,3,2,8,8,7,4,2,9,18,16,27,11,14,10,10,11,8,3,5,3,3,3
260,32848,neutre,4,7,3,3,3,8,7,7,4,2,6,13,11,25,10,11,8,7,8,7,3,5,3,3,3
261,32850,neutre,4,7,3,3,3,8,7,7,4,2,6,13,11,25,10,11,8,7,8,7,3,5,3,3,3
262,32851,neutre,3,8,4,2,3,8,6,7,4,2,4,8,8,24,8,7,7,5,6,5,3,5,3,3,3
263,33138,neutre,3,8,4,2,3,8,5,8,4,2,3,4,5,22,7,5,6,5,4,4,2,5,3,2,3
264,33138,neutre,2,8,5,2,3,8,4,10,4,2,3,2,4,21,7,3,6,5,3,3,2,5,4,2,3
265,33437,neutre,2,7,6,2,3,9,3,11,4,2,3,1,4,20,7,2,7,6,3,3,2,5,6,2,3
266,33437,neutre,3,6,7,3,3,10,2,13,4,2,5,3,7,22,8,6,11,11,7,5,2,5,7,3,3
267,33751,neutre,9,13,14,9,7,12,3,13,4,2,22,26,34,47,23,49,59,56,47,29,7,8,12,6,5
268,33751,neutre,29,37,36,30,20,14,6,15,7,4,87,98,117,127,69,193,219,202,177,110,24,19,24,17,11
269,33754,neutre,70,87,80,71,44,17,13,17,11,7,222,241,279,283,159,480,538,491,432,268,57,40,47,37,25
270,34045,neutre,127,159,142,129,79,19,24,21,18,11,419,442,504,502,285,889,989,898,793,489,105,69,80,66,44
271,34048,neutre,187,235,207,190,116,20,35,25,25,15,633,655,739,731,419,1323,1468,1326,1173,721,158,100,115,96,64
272,34350,neutre,232,291,255,235,143,20,44,29,30,18,798,813,913,899,517,1648,1825,1642,1454,892,198,124,142,119,78
273,34352,neutre,247,310,269,249,151,19,48,29,32,18,857,861,963,947,547,1752,1936,1735,1540,943,212,131,151,126,83
274,34352,neutre,225,282,243,227,137,17,45,26,30,17,789,782,873,857,497,1597,1761,1571,1398,855,196,120,139,114,75
275,34656,neutre,225,282,243,227,137,17,45,26,30,17,789,782,873,857,497,1597,1761,1571,1398,855,196,120,139,114,75
276,34656,neutre,8,9,6,6,5,10,8,3,3,2,20,19,24,28,21,37,39,30,29,19,9,7,6,4,4
277,35001,neutre,4,4,2,2,3,11,8,2,2,2,3,4,7,12,11,8,6,3,4,4,4,5,3,2,3
278,35002,neutre,3,3,2,1,3,13,8,2,2,2,2,3,4,11,10,7,4,2,2,3,3,4,3,2,3
279,35008,neutre,3,3,2,1,3,13,8,2,2,2,2,3,4,11,10,7,4,2,2,3,3,4,3,2,3
280,35298,neutre,3,2,2,1,2,12,6,1,2,2,1,2,3,11,7,9,4,2,2,3,3,3,3,1,2
281,35302,neutre,3,2,2,1,2,10,6,1,2,2,1,2,3,10,5,13,4,2,2,2,3,3,2,1,2
282,35593,neutre,3,2,1,1,1,8,5,1,2,1,1,2,4,10,5,16,4,2,2,2,3,2,2,1,1
283,35599,neutre,3,2,1,1,1,8,5,1,2,1,1,2,4,10,5,16,4,2,2,2,3,2,2,1,1
284,35599,neutre,3,2,1,1,1,8,5,1,2,1,1,3,6,13,6,17,4,2,2,1,3,2,1,1,1
285,35903,neutre,4,3,1,1,1,10,5,1,2,1,1,3,7,16,7,14,4,2,1,1,4,2,2,1,1
286,35904,neutre,4,3,1,2,1,13,5,1,2,1,1,4,8,19,8,11,4,2,1,1,5,3,2,1,1
287,35913,neutre,4,3,1,2,1,13,5,1,2,1,1,4,8,19,8,11,4,2,1,1,5,3,2,1,1
288,36209,neutre,4,3,2,2,1,14,4,2,2,1,1,4,9,22,9,7,3,2,1,1,5,3,2,1,1
289,36232,neutre,5,2,2,2,2,13,3,3,2,2,1,4,9,27,9,3,3,2,1,2,4,3,3,1,2
290,36526,neutre,5,2,2,2,2,13,3,3,2,2,1,4,9,27,9,3,3,2,1,2,4,3,3,1,2
291,36529,neutre,5,2,3,2,2,9,4,5,2,2,1,3,9,29,10,3,3,3,2,2,3,3,3,1,2
292,36856,neutre,5,2,3,2,2,9,4,5,2,2,1,3,9,29,10,3,3,3,2,2,3,3,3,1,2
293,36859,neutre,25,10,5,2,2,9,8,6,2,2,4,2,5,22,12,3,3,4,3,2,16,7,4,2,2
294,36860,neutre,37,14,5,2,2,11,8,5,2,2,5,2,5,20,13,3,4,5,3,2,24,10,5,2,2
295,37158,neutre,47,16,5,2,2,12,7,4,2,2,7,3,6,18,13,3,4,5,3,2,31,11,5,2,2
296,37159,neutre,51,17,5,2,2,13,5,3,2,2,8,4,7,16,13,3,4,4,2,2,33,12,5,2,2
297,37490,neutre,48,15,5,2,2,14,4,2,1,2,8,5,8,13,12,3,4,4,2,2,32,11,4,1,2
298,37491,neutre,39,13,4,1,2,12,3,1,1,1,8,6,8,11,11,2,4,3,1,1,27,10,4,1,2
299,37494,neutre,28,10,4,1,2,11,3,1,1,1,9,7,8,9,10,2,4,3,1,1,19,8,4,1,2
300,37829,neutre,17,7,4,1,1,9,3,1,1,1,9,7,8,8,9,2,4,3,1,1,13,7,3,1,2
301,37832,neutre,9,6,3,1,2,9,3,2,1,2,10,7,9,8,9,2,4,4,1,1,8,7,3,1,2
302,37833,neutre,5,6,3,2,2,10,3,2,1,2,12,7,10,8,9,2,4,4,1,2,5,7,3,2,2
303,38180,neutre,3,6,3,2,2,13,4,2,1,2,15,7,12,9,9,2,4,4,2,2,4,7,3,2,2
304,38182,neutre,5,5,3,2,2,21,5,2,2,2,22,10,24,20,7,4,3,3,2,1,4,5,3,2,2
305,38496,neutre,6,4,3,2,2,19,4,2,2,2,20,11,25,22,6,4,2,3,2,1,5,4,3,2,1
306,38496,neutre,7,3,3,2,2,17,3,2,2,2,16,11,26,23,6,4,2,3,2,1,5,3,3,2,1
307,38502,neutre,7,3,3,2,2,14,3,2,2,2,12,11,24,22,6,4,1,3,2,1,6,2,3,2,1
308,38834,neutre,7,3,3,2,2,14,3,2,2,2,12,11,24,22,6,4,1,3,2,1,6,2,3,2,1
309,38836,neutre,7,2,3,2,1,12,2,1,2,2,9,10,21,19,5,3,1,2,2,2,6,2,2,2,1
310,38837,neutre,6,2,2,2,1,11,2,1,2,1,7,9,17,16,5,3,1,2,1,2,5,1,2,2,1
311,39176,neutre,115,12,3,3,1,10,6,2,3,2,8,6,9,15,6,3,2,3,3,2,79,10,3,2,1
312,39176,neutre,195,34,16,13,5,13,8,5,5,3,12,10,13,18,7,9,8,9,7,3,123,14,5,4,2
313,39537,neutre,350,136,96,72,27,31,24,19,17,6,36,34,34,30,12,47,45,43,33,12,165,24,16,11,4
314,39537,neutre,653,400,318,233,86,82,69,59,49,17,101,98,86,64,24,153,147,132,103,36,206,50,41,31,11
315,39540,neutre,1134,855,712,516,188,172,151,128,104,35,216,209,176,126,43,344,330,288,225,77,245,96,85,65,22
316,39886,neutre,1733,1436,1226,880,318,290,258,216,175,59,366,353,291,208,69,594,566,489,383,130,280,158,140,109,37
317,39891,neutre,1733,1436,1226,880,318,290,258,216,175,59,366,353,291,208,69,594,566,489,383,130,280,158,140,109,37
318,39892,neutre,2645,2342,2044,1451,517,480,430,354,286,95,605,580,471,341,109,1000,939,800,631,211,311,259,223,179,60
319,40244,neutre,2648,2363,2075,1466,519,486,436,357,289,96,614,587,476,348,110,1018,951,806,637,213,290,264,224,181,60
320,40244,neutre,2295,2045,1803,1267,447,424,380,309,250,83,535,510,413,305,97,888,826,697,552,183,243,231,194,157,52
321,40249,neutre,1698,1500,1326,928,325,314,280,228,183,60,397,377,305,230,73,656,607,510,405,134,178,171,142,116,39
322,40608,neutre,1042,908,803,558,195,195,172,139,111,37,244,231,187,147,47,400,368,309,245,81,109,105,87,71,24
323,40611,neutre,503,429,378,261,91,100,84,68,53,17,120,113,92,80,26,190,175,146,115,38,52,51,43,34,12
324,40612,neutre,171,141,124,84,30,44,32,25,18,6,45,42,35,42,14,64,60,50,38,14,19,19,16,12,5
325,40974,neutre,34,27,22,15,6,22,11,8,5,2,15,13,13,29,9,13,15,11,7,4,6,7,5,3,2
326,40974,neutre,6,6,3,2,2,17,7,4,2,2,8,6,8,28,8,4,7,3,2,3,3,6,3,1,2
327,40976,neutre,6,7,2,2,3,16,6,3,3,2,7,5,8,29,8,4,8,3,2,3,3,7,2,2,3
328,41343,neutre,7,9,3,2,3,17,7,5,5,4,10,11,13,31,10,4,8,3,3,4,5,10,4,3,3
329,41346,neutre,14,17,9,7,5,36,25,26,19,9,55,56,54,60,22,5,10,5,4,5,17,21,15,11,6
330,41346,neutre,32,37,25,19,10,96,79,86,59,23,195,193,174,147,56,9,13,9,7,5,54,53,46,34,14
331,41712,neutre,66,71,55,41,18,211,182,197,133,49,464,448,394,313,117,17,19,18,13,7,124,114,103,76,28
332,41712,neutre,113,116,95,71,29,371,321,347,232,83,832,792,687,537,197,27,27,29,20,9,217,198,179,131,45
333,41730,neutre,162,159,136,100,39,539,461,496,331,116,1211,1140,978,763,277,38,35,40,27,10,313,283,255,186,63
334,42088,neutre,196,187,166,120,45,664,557,598,398,139,1479,1380,1174,918,331,46,41,47,32,12,379,343,305,224,75
335,42090,neutre,203,190,173,123,46,701,576,615,409,142,1543,1427,1206,947,339,48,42,48,32,11,393,356,313,230,77
336,42090,neutre,182,166,156,108,40,635,510,543,361,124,1382,1264,1062,840,300,43,38,42,29,10,349,318,275,203,67
337,42464,neutre,141,129,125,84,32,491,384,408,270,93,1067,958,801,644,228,33,30,32,23,8,265,244,207,153,51
338,42464,neutre,112,108,106,69,27,319,241,255,168,58,744,651,544,449,158,24,22,24,17,6,177,167,139,102,34
339,42483,neutre,129,134,127,86,34,172,124,132,86,29,563,487,413,343,123,21,20,20,14,5,124,120,98,73,24
340,42837,neutre,205,217,198,141,57,83,56,61,39,13,598,532,461,369,137,26,25,25,18,5,126,119,100,74,23
341,42840,neutre,323,339,304,222,88,51,33,39,25,8,808,742,648,499,189,39,34,36,25,6,174,155,136,100,30
342,42840,neutre,440,457,406,300,119,52,35,43,27,8,1067,990,865,655,249,52,45,48,32,8,235,203,181,133,39
343,43248,neutre,511,525,464,346,138,59,41,50,31,9,1234,1139,998,754,284,61,52,56,37,9,275,235,211,153,45
344,43248,neutre,511,517,454,341,136,58,41,50,30,10,1226,1124,985,747,280,61,53,57,36,9,281,237,212,152,45
345,43250,neutre,452,439,381,288,116,51,37,43,26,9,1043,950,832,636,238,53,47,50,31,8,257,212,183,129,38
346,43636,neutre,367,322,270,206,84,40,29,31,19,8,749,678,593,460,172,40,36,37,24,7,221,169,135,94,29
347,43642,neutre,296,206,158,121,51,28,21,19,12,6,442,396,346,277,104,26,25,24,15,5,191,125,84,57,18
348,43642,neutre,258,123,73,56,25,19,14,10,6,5,201,178,155,134,52,14,17,13,9,4,177,89,43,28,10
349,44031,neutre,249,80,27,19,10,13,10,5,3,4,63,54,48,52,24,8,11,7,6,3,175,67,18,11,5
350,44032,neutre,246,64,11,6,4,11,9,4,2,3,12,9,10,21,14,5,9,4,4,2,172,54,8,5,3
351,44038,neutre,223,55,7,3,3,10,8,4,2,2,3,1,5,15,13,4,8,3,4,2,156,43,5,3,2
352,44448,neutre,175,41,6,3,2,9,7,4,2,2,2,1,4,14,13,4,7,2,3,2,123,32,4,2,2
353,44454,neutre,116,26,4,2,2,8,7,4,2,2,1,1,4,14,12,3,6,2,3,2,82,20,3,2,2
354,44454,neutre,63,14,3,2,2,8,6,3,2,2,1,1,3,15,10,3,5,2,2,2,45,12,2,2,2
355,44845,neutre,28,7,2,2,2,8,5,3,2,2,1,1,3,15,9,2,5,2,2,2,19,7,1,1,2
356,44845,neutre,11,4,3,2,3,8,5,3,2,2,2,1,2,15,8,2,4,1,2,3,7,5,1,1,2
357,44848,neutre,6,4,3,2,3,10,5,2,2,2,2,1,2,15,8,2,4,2,2,3,3,5,1,2,2
358,44848,neutre,5,4,3,2,3,13,4,2,2,2,3,1,2,15,7,2,4,2,2,3,3,5,1,2,2
359,45253,neutre,4,5,3,2,3,17,4,2,2,2,4,2,2,15,7,2,3,2,2,3,3,5,1,2,2
360,45253,neutre,4,5,3,2,3,22,4,2,2,2,4,2,2,15,8,3,3,2,2,2,3,5,1,2,2
361,45256,neutre,3,5,2,2,2,25,4,2,2,2,5,3,1,16,8,3,3,2,2,2,3,5,1,2,2
362,45657,neutre,3,4,3,2,2,26,4,2,2,2,5,3,1,17,8,3,3,2,2,2,3,5,2,2,2
363,45663,neutre,3,4,3,2,2,24,4,2,2,2,5,4,1,17,8,3,3,2,2,2,3,5,2,2,2
364,45664,neutre,3,3,4,2,2,22,4,2,2,2,5,5,1,16,8,3,3,2,2,2,3,5,2,1,2
365,46055,neutre,2,3,4,2,2,18,3,2,2,2,4,5,1,15,9,2,3,2,2,2,4,5,3,1,2
366,46055,neutre,2,4,5,2,2,15,3,2,1,2,4,4,1,13,9,2,3,3,2,2,3,5,3,1,2
367,46059,neutre,2,4,5,2,2,14,3,2,1,2,3,4,1,13,9,2,2,3,2,2,3,4,4,2,2
368,46483,neutre,3,4,4,2,2,13,3,2,1,2,2,3,1,13,9,2,2,3,2,2,3,4,4,2,2
369,46486,neutre,4,4,4,2,2,14,3,3,2,2,2,2,1,14,8,2,2,3,2,2,3,3,4,2,2
370,46487,neutre,5,4,3,2,2,15,3,3,2,2,1,1,1,16,8,3,2,3,3,3,3,3,3,2,2
371,46488,neutre,7,4,2,2,2,16,4,4,2,2,1,1,1,17,7,4,2,3,3,3,4,2,3,2,2
372,46894,neutre,8,3,2,2,2,17,5,4,2,2,1,1,1,17,7,6,2,2,3,3,5,2,3,2,2
373,46900,neutre,10,3,2,2,2,18,5,5,2,2,1,1,1,17,7,7,2,2,2,3,6,2,2,2,2
374,46900,neutre,11,2,2,2,2,18,6,5,2,2,1,1,1,17,8,8,2,2,2,3,6,2,2,2,3
375,47315,neutre,11,2,2,2,2,18,6,4,2,2,1,1,2,16,10,8,2,1,2,3,7,2,2,1,3
376,47315,neutre,11,1,2,2,3,17,6,4,2,2,1,1,3,16,11,8,1,1,2,3,7,2,1,1,3
377,47322,neutre,10,1,2,2,3,16,6,4,1,2,1,2,4,16,12,7,1,1,2,3,7,1,1,1,3
378,47322,neutre,9,1,2,2,3,15,5,3,1,2,1,2,4,15,13,6,1,1,2,3,7,1,1,1,3
379,47735,neutre,8,1,2,2,3,13,4,3,1,2,2,2,5,15,13,5,1,1,2,3,8,1,1,1,3
380,47736,neutre,7,2,2,2,3,11,3,2,1,2,2,3,5,15,12,4,1,1,2,3,8,1,1,1,3
381,47741,neutre,7,2,2,2,3,9,2,2,1,2,2,3,4,15,11,4,1,1,2,3,8,1,1,1,3
382,48155,neutre,6,2,2,2,3,8,2,2,1,2,2,3,4,15,9,4,2,1,2,3,7,1,1,2,3
383,48157,neutre,6,3,2,2,3,8,2,2,1,2,2,3,3,15,8,3,2,1,2,3,6,1,1,2,3
384,48158,neutre,5,3,2,3,3,9,2,2,2,3,2,2,2,15,8,3,2,1,2,4,5,1,2,2,3
385,48163,neutre,4,3,2,4,3,10,2,2,2,3,3,2,2,15,8,2,2,1,2,4,3,1,2,3,3
386,48584,neutre,4,2,3,4,3,11,2,2,3,3,4,2,2,15,9,2,2,1,3,4,2,1,2,3,4
387,48586,neutre,3,2,3,4,3,10,3,2,3,3,6,2,1,16,10,2,2,2,3,4,1,2,2,4,4
388,48587,neutre,3,2,3,4,3,10,3,2,3,3,7,1,1,18,10,2,2,2,3,3,1,2,2,4,4
389,49012,neutre,4,3,2,3,3,10,4,1,2,2,7,1,2,24,9,2,3,1,3,3,2,4,2,3,3
390,49012,neutre,4,2,1,2,2,10,3,1,1,2,6,1,2,25,7,3,3,1,2,2,3,4,2,2,2
391,49014,neutre,4,2,1,1,2,8,3,2,1,2,8,2,2,22,5,3,3,1,2,2,4,4,1,2,2
392,49440,neutre,4,2,1,1,2,8,3,2,1,2,8,2,2,22,5,3,3,1,2,2,4,4,1,2,2
393,49442,neutre,3,2,1,1,2,8,3,2,1,2,10,2,3,20,5,3,3,1,2,2,3,3,1,1,2
394,49443,neutre,3,2,1,1,2,7,4,2,2,2,13,3,3,17,4,2,3,1,1,2,3,3,1,1,2
395,49879,neutre,2,2,1,1,2,8,5,2,2,1,14,4,3,15,4,2,3,1,1,2,2,3,1,1,2
396,49879,neutre,1,2,1,1,2,9,7,2,2,1,15,4,3,15,4,2,4,1,1,2,2,3,1,1,2
397,49884,neutre,1,3,1,2,2,11,8,2,2,2,12,4,3,17,5,2,5,1,2,2,2,4,1,2,2
398,49884,neutre,1,3,1,2,2,11,8,2,2,2,12,4,3,17,5,2,5,1,2,2,2,4,1,2,2
399,50327,neutre,1,3,1,2,2,10,8,2,2,2,9,4,2,19,6,2,5,1,2,2,2,3,2,2,2
400,50328,neutre,4,2,3,3,2,13,4,2,2,2,2,2,3,22,10,2,2,3,3,2,3,1,3,2,2
401,50339,neutre,5,2,2,3,2,15,3,1,2,2,2,2,3,21,10,2,2,3,3,2,3,1,3,2,2
402,50339,neutre,5,2,2,3,2,14,2,1,2,2,3,2,3,20,9,2,1,3,3,2,3,0,3,2,2
403,50802,neutre,5,1,2,3,2,13,2,1,1,2,4,2,3,17,8,2,1,3,3,2,3,0,2,2,2
404,50802,neutre,4,1,1,3,2,13,2,1,1,1,5,3,2,14,7,2,1,2,3,2,3,0,2,2,2
405,50804,neutre,3,1,1,3,2,14,2,1,1,1,6,3,2,12,6,1,1,2,3,2,3,1,2,3,2
406,51232,neutre,2,1,3,3,2,20,2,2,2,2,7,2,2,11,6,2,1,4,3,2,3,2,3,3,2
407,51237,neutre,3,2,3,3,2,20,2,2,2,2,6,2,2,13,7,3,2,5,3,2,4,3,4,3,2
408,51238,neutre,4,3,3,3,2,18,2,2,3,2,6,2,3,13,8,4,3,5,3,2,4,4,4,3,2
409,51241,neutre,4,4,2,1,1,9,2,1,1,1,10,5,4,7,6,4,5,3,1,2,4,5,2,2,1
410,51673,neutre,4,4,2,1,1,12,3,1,1,1,11,7,4,6,6,3,5,3,2,1,3,4,2,2,1
411,51677,neutre,5,3,1,2,1,14,4,0,2,1,11,8,4,4,5,3,4,2,2,1,3,4,2,2,1
412,51677,neutre,5,3,1,2,1,15,4,0,2,1,11,9,4,4,5,3,4,2,2,1,4,4,2,2,1
413,51679,neutre,5,3,1,2,1,15,4,0,2,1,11,9,4,4,5,3,4,2,2,1,4,4,2,2,1
414,52109,neutre,6,2,2,2,1,14,5,1,2,1,8,8,4,6,4,3,3,2,3,2,4,2,2,2,1
415,52112,neutre,6,2,2,2,1,12,4,1,2,1,7,7,4,9,4,3,3,2,3,2,4,2,2,2,1
416,52113,neutre,5,3,2,2,2,10,4,1,2,1,7,6,4,12,4,3,3,2,2,2,3,2,2,2,2
417,52556,neutre,4,3,3,2,2,10,4,1,2,2,6,5,5,15,4,3,3,2,2,3,3,3,2,2,2
418,52557,neutre,3,4,3,2,2,11,4,1,2,2,6,5,5,17,5,3,4,3,2,3,2,3,2,2,2
419,52560,neutre,3,4,3,2,2,11,4,1,2,2,6,5,5,17,5,3,4,3,2,3,2,3,2,2,2
420,52992,neutre,2,6,4,2,3,12,5,1,2,2,5,5,6,17,8,2,5,3,2,3,1,5,2,2,3
421,52998,neutre,2,6,5,2,3,12,4,2,2,2,5,5,6,17,9,2,5,4,2,3,1,6,3,2,3
422,52998,neutre,2,7,6,2,2,12,4,2,2,2,4,5,6,16,10,2,5,5,2,3,1,6,4,2,2
423,53001,neutre,2,7,6,2,2,12,4,2,2,2,4,5,6,16,10,2,5,5,2,3,1,6,4,2,2
424,53441,neutre,2,7,8,2,2,13,3,3,2,2,3,5,5,15,11,2,5,6,2,3,1,6,5,2,2
425,53443,neutre,2,8,11,2,2,15,3,5,2,2,2,3,3,17,10,2,5,9,2,2,1,7,8,2,2
426,53443,neutre,2,8,11,2,2,15,3,5,2,2,2,3,3,17,10,2,5,9,2,2,1,7,8,2,2
427,53892,neutre,2,7,10,2,2,15,4,5,2,2,3,3,3,20,9,1,5,8,2,2,1,6,8,2,2
428,53892,neutre,2,6,8,2,2,14,4,5,2,2,4,3,3,21,9,1,4,7,2,2,1,6,8,2,2
429,53895,neutre,2,6,7,2,2,13,4,5,2,2,4,4,3,23,9,1,4,5,2,2,1,5,6,2,2
430,53895,neutre,2,6,7,2,2,13,4,5,2,2,4,4,3,23,9,1,4,5,2,2,1,5,6,2,2
431,54348,neutre,3,4,5,2,2,11,4,4,2,2,4,4,5,24,12,2,4,3,2,2,2,4,4,1,2
432,54348,neutre,3,4,4,2,2,9,3,3,2,2,4,4,6,23,13,2,4,3,2,3,2,4,4,1,2
433,54353,neutre,3,3,4,2,2,8,3,3,2,2,3,5,6,22,14,2,3,3,2,3,2,3,3,1,2
434,54353,neutre,4,3,4,2,2,7,2,4,2,2,3,5,7,21,14,2,3,3,2,3,3,3,3,1,2
435,54826,neutre,5,2,4,2,2,7,2,4,2,2,3,6,6,20,14,2,2,2,2,3,3,3,3,1,2
436,54827,neutre,5,2,4,2,3,8,2,5,2,2,4,7,6,19,13,2,2,2,2,3,4,2,3,2,3
437,54829,neutre,6,2,3,2,3,10,3,5,2,3,4,8,6,19,12,2,2,2,2,4,4,2,3,2,3
438,54829,neutre,6,2,3,2,3,15,4,6,2,3,5,10,5,18,11,2,2,2,2,4,5,2,3,2,3
439,55293,neutre,7,2,3,2,3,23,5,6,2,3,5,11,5,17,10,3,3,3,2,4,6,3,3,2,3
440,55293,neutre,12,4,4,2,3,34,9,6,2,3,5,11,4,15,10,7,6,3,2,4,10,6,4,2,4
441,55295,neutre,12,4,4,2,3,34,9,6,2,3,5,11,4,15,10,7,6,3,2,4,10,6,4,2,4
442,55724,neutre,34,12,7,3,3,65,20,6,3,3,4,8,2,13,10,30,14,6,3,4,31,16,7,3,3
443,55731,neutre,49,16,9,4,3,80,27,7,4,3,4,5,2,13,10,45,19,8,3,4,46,21,9,3,3
444,55731,neutre,60,19,11,4,3,88,31,7,4,3,3,4,2,13,9,57,22,9,4,3,58,24,11,4,3
445,55734,neutre,64,19,12,4,3,87,32,8,4,3,3,3,2,15,9,62,23,10,3,3,64,24,11,4,3
446,56196,neutre,64,19,12,4,3,87,32,8,4,3,3,3,2,15,9,62,23,10,3,3,64,24,11,4,3
447,56210,neutre,47,14,9,3,3,60,24,6,3,3,5,5,3,18,8,47,16,7,3,3,49,17,9,3,3
448,56210,neutre,47,14,9,3,3,60,24,6,3,3,5,5,3,18,8,47,16,7,3,3,49,17,9,3,3
449,56682,neutre,18,6,5,2,3,28,11,4,2,3,8,8,5,19,8,18,7,3,2,3,20,7,4,2,3
450,56682,neutre,18,6,5,2,3,28,11,4,2,3,8,8,5,19,8,18,7,3,2,3,20,7,4,2,3
451,56685,neutre,5,3,3,2,3,16,5,3,2,2,8,10,6,17,9,4,4,2,2,2,6,3,2,3,2
