n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
1325,166580,3,4,1,1,1,157,82,44,26,14,7,18,19,21,32,2,4,4,4,1,4,3,1,1,1
1326,166581,3,3,1,1,1,121,70,42,23,14,8,18,21,21,29,2,4,4,4,1,3,3,2,1,1
1327,166582,2,3,1,1,1,88,59,42,21,14,9,16,20,22,27,2,3,4,4,1,2,3,2,1,1
1328,166583,2,2,1,1,1,47,48,47,22,15,7,10,13,24,25,2,2,5,4,1,2,2,2,1,1
1329,166584,2,1,1,1,0,40,45,48,24,15,6,8,9,25,25,2,2,5,3,1,2,1,3,1,0
1330,166585,2,1,1,1,0,38,42,46,27,14,6,6,7,27,26,3,2,5,3,1,3,1,3,1,0
1331,166585,2,1,1,1,0,35,39,40,29,13,6,5,5,30,28,4,2,5,3,1,3,1,3,1,0
1332,166587,3,2,1,1,0,32,37,33,31,12,7,5,4,33,30,5,2,4,4,1,3,1,3,1,1
1333,169384,3,2,1,1,0,32,37,33,31,12,7,5,4,33,30,5,2,4,4,1,3,1,3,1,1
1334,169384,3,2,1,1,1,27,35,21,32,9,10,4,6,35,32,6,2,3,4,1,3,2,2,1,1
1335,169385,3,1,1,1,1,26,34,20,31,9,11,4,9,34,33,6,3,2,4,1,3,2,2,1,1
1336,169385,3,1,1,1,1,27,34,21,29,9,11,5,12,31,33,6,3,2,4,1,3,2,2,1,1
1337,169386,3,1,2,1,1,30,36,24,27,9,11,5,15,28,33,7,3,2,4,2,4,2,2,1,1
1338,169386,2,1,2,1,1,37,42,27,25,10,10,6,17,25,33,7,3,2,4,2,4,2,2,1,1
1339,169387,2,1,2,1,1,47,51,29,23,10,10,6,16,24,32,8,3,2,3,2,4,2,2,1,1
1340,169388,2,2,3,1,1,59,61,29,21,10,8,6,13,25,30,8,3,2,3,2,4,2,2,1,1
1341,169388,2,2,3,1,1,59,61,29,21,10,8,6,13,25,30,8,3,2,3,2,4,2,2,1,1
1342,169389,2,2,2,1,1,80,71,25,17,12,7,7,6,31,25,6,2,2,1,1,3,2,2,1,1
1343,169391,2,2,2,1,1,89,73,25,15,13,8,9,4,34,23,5,2,1,1,1,3,3,2,1,1
1344,169391,3,2,2,1,1,94,76,28,15,15,9,13,2,35,21,4,1,2,1,1,4,3,2,1,1
1345,169391,3,2,1,2,1,97,80,31,16,16,11,16,2,33,20,3,1,2,1,1,5,2,1,1,1
1346,169391,4,2,1,2,1,97,85,34,17,17,13,19,2,28,20,3,1,3,1,1,6,2,1,1,1
1347,169392,4,2,1,2,1,92,88,37,17,17,14,20,3,22,21,3,1,5,1,1,6,2,1,1,1
1348,169393,4,2,1,2,1,84,83,38,17,16,14,19,3,16,22,3,2,7,1,1,6,1,1,1,1
1349,169393,4,2,1,2,1,84,83,38,17,16,14,19,3,16,22,3,2,7,1,1,6,1,1,1,1
1350,169393,3,1,1,2,1,66,54,39,16,13,10,11,7,14,22,3,2,11,1,1,5,1,1,1,1
1351,169393,2,1,2,2,1,59,36,38,14,12,8,8,10,17,21,3,2,12,1,1,4,1,1,1,1
1352,169394,2,1,2,2,1,59,36,38,14,12,8,8,10,17,21,3,2,12,1,1,4,1,1,1,1
1353,169395,2,1,2,2,1,57,22,37,13,11,7,6,13,21,21,3,3,12,1,1,3,1,1,1,1
1354,169395,2,1,2,2,1,76,16,37,13,11,6,8,17,27,21,2,3,12,1,1,3,1,2,1,1
1355,172217,2,1,2,2,1,103,22,38,15,11,6,11,17,27,22,2,3,11,1,1,3,2,2,1,1
1356,172217,3,2,2,2,1,137,31,41,19,11,6,13,15,26,23,2,3,10,2,1,3,2,2,1,1
1357,172218,4,2,2,2,1,170,40,45,22,12,7,15,13,24,23,1,2,9,2,1,3,3,2,1,1
1358,172219,5,2,2,2,1,191,45,50,24,12,8,16,11,23,22,1,2,8,2,1,4,3,2,1,1
1359,172219,6,2,1,2,1,191,45,53,25,12,9,15,10,21,21,1,1,7,3,1,4,3,2,1,0
1360,172219,7,2,1,2,1,168,40,53,24,12,10,12,10,21,19,1,1,6,3,1,4,3,2,1,0
1361,172220,7,2,1,1,1,130,33,53,22,11,10,10,11,21,18,1,1,5,3,1,4,3,2,1,0
1362,172220,7,2,1,1,0,89,25,53,19,10,10,7,12,23,17,1,1,4,3,1,4,2,2,1,0
1363,172220,7,2,1,1,0,57,20,55,17,9,10,6,13,25,17,1,1,3,3,1,4,2,2,1,0
1364,172221,6,2,1,1,0,40,18,59,15,9,10,5,12,26,17,1,2,3,2,1,4,1,2,1,0
1365,172221,5,3,2,1,1,37,20,64,14,8,9,5,11,26,18,1,2,3,2,1,5,1,2,1,0
1366,172221,5,3,2,1,1,37,20,64,14,8,9,5,11,26,18,1,2,3,2,1,5,1,2,1,0
1367,172222,5,3,3,1,1,42,22,67,13,8,9,5,9,24,18,1,3,4,1,1,5,1,3,1,0
1368,172223,4,3,5,1,1,67,32,63,13,10,7,4,8,19,20,1,3,6,1,1,4,1,3,1,1
1369,172223,3,3,6,1,1,86,37,58,13,12,6,4,9,17,22,1,3,6,1,1,4,1,3,1,1
1370,172223,3,3,6,1,1,107,41,53,14,14,6,4,13,17,25,1,3,5,1,1,3,2,3,1,1
1371,172224,3,3,5,1,1,125,43,48,16,16,7,5,19,17,29,1,3,4,2,1,3,2,3,2,1
1372,172224,3,3,5,1,1,135,43,44,19,19,9,8,26,19,33,2,3,3,2,1,3,3,3,2,1
1373,172225,3,3,5,1,1,135,43,44,19,19,9,8,26,19,33,2,3,3,2,1,3,3,3,2,1
1374,172225,4,4,4,2,1,134,40,40,23,19,13,13,34,20,37,2,2,2,3,1,4,3,3,2,1
1375,172225,4,4,3,2,1,123,36,35,27,19,16,17,40,23,39,2,2,2,3,1,5,4,3,2,1
1376,172226,4,4,3,1,1,82,31,24,33,15,18,21,42,28,38,2,1,2,4,1,6,4,4,1,1
1377,172226,3,4,2,1,1,62,31,18,34,13,16,20,38,31,37,2,1,1,4,1,6,4,3,1,1
1378,175225,3,3,2,1,1,49,31,13,34,13,12,18,31,35,35,2,1,1,4,1,5,3,3,1,1
1379,175226,3,3,2,1,1,44,31,9,32,14,9,14,23,38,35,1,1,1,4,1,5,3,2,1,1
1380,175226,3,2,2,1,1,45,30,6,30,16,8,12,16,40,34,1,1,1,3,1,5,2,2,1,1
1381,175226,3,2,2,1,1,51,28,4,27,18,7,10,12,40,34,1,1,1,3,1,5,2,2,1,1
1382,175227,4,2,2,1,1,59,27,3,24,18,8,9,10,39,34,1,1,1,3,1,6,2,2,1,1
1383,175227,5,2,2,1,1,67,26,3,21,17,9,9,10,38,35,0,1,1,3,2,6,2,2,1,1
1384,175228,6,2,3,1,1,72,25,3,18,16,9,9,11,35,35,0,1,1,3,2,5,2,2,1,1
1385,175228,7,2,3,1,1,73,23,3,16,13,10,9,12,33,35,0,1,1,4,2,5,2,2,1,1
1386,175228,9,2,4,1,1,69,22,3,15,11,10,9,12,31,34,0,1,1,4,2,4,2,2,1,1
1387,175229,9,2,4,1,1,62,22,4,15,10,11,9,11,29,33,0,1,1,4,2,4,1,2,1,1
1388,175229,10,2,4,1,1,53,23,5,17,9,11,8,9,28,31,0,1,1,4,2,3,1,2,1,1
1389,175230,9,2,4,1,1,45,26,6,18,9,12,8,7,28,30,1,1,2,5,2,4,1,2,1,1
1390,175231,8,2,4,1,1,37,31,7,19,10,12,7,5,28,31,1,1,2,5,2,4,1,2,1,1
1391,175232,7,2,3,1,1,32,37,9,20,12,11,6,4,28,32,1,1,2,5,2,4,1,2,1,1
1392,175234,6,2,3,1,1,29,44,11,19,13,10,5,3,27,34,1,1,2,4,2,4,1,2,1,1
1393,175234,5,1,2,1,1,25,49,13,19,14,10,5,4,26,35,1,1,3,4,1,5,1,2,1,1
1394,175234,5,1,2,1,1,21,53,15,18,15,9,6,4,23,34,2,1,3,4,1,5,1,2,1,1
1395,175235,5,1,2,1,1,21,53,15,18,15,9,6,4,23,34,2,1,3,4,1,5,1,2,1,1
1396,175235,5,1,2,1,1,19,53,19,18,13,8,8,6,17,28,2,1,5,4,1,7,2,3,2,1
1397,175236,5,1,2,1,1,29,51,20,17,12,7,9,7,15,24,2,1,6,3,1,8,2,3,2,1
1398,175236,6,2,3,1,1,50,51,22,17,11,7,9,6,14,21,2,2,6,3,1,9,3,4,2,1
1399,175237,6,2,3,1,1,76,54,22,16,11,6,9,6,15,20,2,2,6,3,1,9,3,4,1,1
1400,175238,6,2,3,1,1,102,60,22,16,11,6,9,5,17,21,2,2,5,3,1,9,3,4,1,1
1401,175238,6,2,3,1,1,102,60,22,16,11,6,9,5,17,21,2,2,5,3,1,9,3,4,1,1
1402,178174,6,4,3,1,1,123,73,20,15,12,7,7,4,20,27,2,1,3,4,1,7,4,3,1,1
1403,178176,6,6,3,1,1,112,75,18,15,12,8,6,4,20,30,2,1,3,4,1,6,5,2,1,1
1404,178176,5,7,2,1,1,92,74,17,14,12,8,6,5,20,33,1,1,2,4,1,5,6,2,1,1
1405,178177,5,7,2,1,1,92,74,17,14,12,8,6,5,20,33,1,1,2,4,1,5,6,2,1,1
1406,178178,5,8,2,1,1,63,64,19,14,10,7,5,6,21,37,1,1,2,4,1,3,7,1,1,1
1407,178178,6,8,2,1,1,75,59,21,14,10,7,5,6,23,37,2,1,2,4,1,3,6,1,1,1
1408,178178,6,8,2,1,1,75,59,21,14,10,7,5,6,23,37,2,1,2,4,1,3,6,1,1,1
1409,178179,6,7,2,1,1,109,56,24,15,9,6,5,5,25,35,2,1,2,3,1,3,5,1,1,1
1410,178179,7,7,2,1,0,156,55,27,17,10,4,5,4,26,33,3,2,2,3,1,3,4,1,2,1
1411,178179,7,6,2,1,0,201,53,31,21,10,3,5,4,28,31,3,2,3,3,1,3,3,2,1,1
1412,178180,7,6,2,1,1,227,49,35,24,10,2,5,4,29,30,3,2,4,3,1,3,3,2,1,1
1413,178180,7,6,2,1,1,224,44,39,27,10,2,5,5,30,32,3,2,5,3,1,2,3,2,1,1
1414,178180,6,5,1,1,1,195,39,44,28,10,3,6,6,31,34,3,2,5,3,1,2,3,2,1,1
1415,178181,5,5,1,1,1,151,35,47,27,10,4,6,7,32,38,3,2,5,4,1,1,3,2,1,1
1416,178181,5,4,1,1,1,108,35,48,25,11,5,7,9,32,40,3,1,5,4,1,2,3,2,1,1
1417,178182,5,4,1,1,1,74,39,46,22,11,8,8,9,31,41,3,1,4,4,1,3,3,1,2,1
1418,178183,6,3,1,1,1,53,44,42,18,11,10,9,9,30,40,3,1,4,5,1,4,3,1,2,1
1419,178183,8,4,1,2,1,42,50,36,16,11,13,11,8,27,38,3,1,3,5,1,5,3,1,2,1
1420,178183,9,4,2,2,1,37,54,30,14,11,14,13,8,25,36,3,1,3,5,1,6,3,1,2,1
1421,178183,10,4,2,2,1,35,57,24,14,11,15,14,9,22,35,4,1,3,5,1,6,4,2,1,1
1422,178184,10,5,3,1,1,41,53,16,17,10,13,13,12,20,34,6,2,2,5,2,6,5,2,1,1
1423,178184,9,5,3,1,1,44,49,14,19,10,11,12,14,21,34,6,2,2,5,2,6,5,1,1,1
1424,178184,9,5,2,1,1,44,42,12,19,9,9,9,15,22,33,5,2,2,6,2,6,5,1,1,1
1425,178185,10,5,2,1,1,40,35,10,19,9,7,6,15,23,30,4,2,3,6,2,6,5,1,1,1
1426,181429,10,5,2,1,1,35,29,10,18,9,6,4,14,23,27,3,2,3,6,1,6,4,2,1,1
1427,181430,9,4,1,1,1,40,25,13,17,10,6,3,13,22,24,2,2,4,5,1,5,4,2,1,1
1428,181430,8,4,1,1,1,60,24,20,16,11,5,2,12,20,23,2,2,5,4,1,4,3,2,1,1
1429,181430,8,4,1,1,1,60,24,20,16,11,5,2,12,20,23,2,2,5,4,1,4,3,2,1,1
1430,181431,7,3,1,1,1,98,26,33,16,12,5,2,13,18,24,2,3,5,4,1,4,3,2,1,1
1431,181431,6,3,1,1,1,186,32,67,19,15,6,4,16,16,30,2,3,5,2,1,3,3,1,1,1
1432,181431,6,3,1,1,1,186,32,67,19,15,6,4,16,16,30,2,3,5,2,1,3,3,1,1,1
1433,181431,11,5,1,1,1,197,30,89,25,17,8,9,18,17,38,2,3,6,2,1,7,4,1,1,1
1434,181432,14,6,2,1,1,165,28,88,26,17,8,10,17,17,40,2,2,7,2,1,10,5,1,1,1
1435,181433,17,7,2,1,1,121,25,80,27,17,8,11,16,17,40,2,2,7,3,1,12,6,1,1,1
1436,181433,17,7,2,1,1,79,23,67,27,16,8,11,13,15,38,2,2,8,3,1,13,6,1,1,1
1437,181433,17,7,2,1,1,79,23,67,27,16,8,11,13,15,38,2,2,8,3,1,13,6,1,1,1
1438,181434,14,7,2,2,1,33,25,41,24,14,8,7,9,14,32,2,2,6,3,1,12,6,1,1,1
1439,181435,14,7,2,2,1,33,25,41,24,14,8,7,9,14,32,2,2,6,3,1,12,6,1,1,1
1440,181435,13,7,2,2,1,28,29,31,22,12,8,5,9,14,29,2,2,5,3,1,10,6,1,1,1
1441,181436,12,7,2,2,1,29,35,24,22,11,7,3,8,15,27,2,2,4,3,1,8,6,1,1,1
1442,181437,12,7,2,1,1,31,41,19,23,10,8,3,8,16,26,2,2,3,3,1,7,6,1,1,1
1443,181437,14,8,2,1,1,39,50,17,29,10,9,5,9,17,25,2,1,3,3,1,7,7,2,1,1
1444,181438,14,8,2,1,1,39,50,17,29,10,9,5,9,17,25,2,1,3,3,1,7,7,2,1,1
1445,181439,14,8,2,1,1,45,53,19,30,11,10,8,10,18,25,2,1,3,3,1,7,6,3,1,1
1446,181439,13,8,3,1,1,49,55,20,30,11,10,10,13,18,24,2,1,3,2,1,6,6,3,1,1
1447,181440,12,7,3,1,1,51,56,20,28,10,10,12,19,19,23,2,2,2,2,1,5,5,3,1,1
1448,181441,11,6,3,1,1,49,57,19,24,10,10,13,26,19,22,3,2,2,2,1,4,3,3,1,1
1449,181441,10,5,3,1,1,43,59,16,21,9,9,13,35,19,21,3,3,2,1,1,5,2,2,1,1
1450,181442,11,3,3,1,1,36,59,13,18,9,8,13,42,19,20,3,4,2,1,1,7,2,2,1,1
1451,181442,14,3,2,1,1,29,57,11,17,9,9,12,46,17,21,3,4,1,1,1,12,2,1,1,1
1452,184450,18,3,2,1,1,22,52,13,17,9,11,11,46,16,24,3,4,2,2,1,18,2,1,1,1
1453,184451,23,4,2,1,1,19,45,17,19,10,13,11,41,16,27,4,4,2,2,1,23,3,1,1,1
1454,184452,26,5,2,1,1,23,37,24,20,11,14,13,34,16,30,5,3,3,2,1,26,3,2,1,1
1455,184453,26,6,2,1,1,46,33,33,22,12,15,17,28,17,32,7,3,4,2,1,25,4,2,1,1
1456,184454,23,7,3,2,1,95,35,41,23,15,14,22,23,20,31,9,3,5,2,1,21,5,2,2,1
1457,184454,13,8,6,4,1,261,57,56,28,22,13,27,20,26,25,11,3,4,2,1,10,7,4,3,1
1458,184454,10,8,9,5,2,340,72,65,31,25,14,26,20,28,22,11,3,4,2,1,6,7,6,4,2
1459,184455,10,9,11,6,2,384,84,74,32,26,15,24,20,30,20,10,2,3,2,1,4,8,8,5,2
1460,184455,12,10,13,7,2,382,90,81,31,26,15,21,20,30,19,10,2,2,2,1,4,9,10,6,2
1461,184455,12,10,13,7,2,382,90,81,31,26,15,21,20,30,19,10,2,2,2,1,4,9,10,6,2
1462,184455,17,11,13,7,2,270,86,83,24,21,15,17,28,29,23,10,4,3,3,3,7,10,11,6,2
1463,184456,18,11,11,5,2,211,81,77,20,19,15,16,37,28,26,11,6,4,4,5,9,10,9,5,2
1464,184457,18,11,11,5,2,211,81,77,20,19,15,16,37,28,26,11,6,4,4,5,9,10,9,5,2
1465,184457,18,10,9,4,2,181,81,70,19,18,14,14,45,27,29,13,9,5,5,8,11,9,7,4,2
1466,184457,24,8,4,3,1,486,97,69,27,18,15,9,50,23,32,18,13,6,7,13,18,8,3,3,1
1467,184458,24,8,4,3,1,486,97,69,27,18,15,9,50,23,32,18,13,6,7,13,18,8,3,3,1
1468,184458,38,7,3,4,1,803,110,75,35,18,15,7,45,20,30,22,13,7,8,14,22,8,3,3,1
1469,184458,61,8,3,4,1,1133,118,79,40,17,16,7,37,17,28,28,12,7,8,12,30,10,2,3,1
1470,184458,121,14,4,6,2,1408,101,67,39,13,27,20,24,12,23,44,11,6,9,7,60,17,4,4,1
1471,184459,121,14,4,6,2,1408,101,67,39,13,27,20,24,12,23,44,11,6,9,7,60,17,4,4,1
1472,184459,145,19,7,8,2,1230,80,51,32,11,38,32,23,11,22,51,11,6,9,5,79,21,7,6,2
1473,184459,154,22,13,12,3,936,57,34,23,9,50,43,26,13,22,54,11,6,9,4,93,25,14,10,2
1474,184460,145,22,21,17,4,584,37,20,16,10,71,50,30,16,25,57,11,7,8,3,99,27,22,16,4
1475,184460,122,21,29,22,5,299,23,12,11,12,105,52,33,21,27,63,12,8,8,4,93,25,31,22,5
1476,187462,91,17,35,26,7,132,16,10,10,16,154,47,34,25,29,74,13,9,8,4,79,22,38,26,6
1477,187463,61,12,38,27,7,66,16,11,12,19,213,38,33,29,29,91,15,9,8,4,60,17,40,28,7
1478,187463,36,8,35,25,7,76,22,15,16,21,265,28,29,30,29,109,16,9,7,3,41,11,37,26,6
1479,187464,19,4,29,20,6,106,31,21,23,22,291,22,25,28,26,119,17,9,7,3,25,7,30,20,5
1480,187465,9,3,20,14,5,152,47,28,31,21,282,19,21,23,23,117,17,8,6,3,14,4,21,14,4
1481,187465,6,2,12,8,3,175,77,40,42,19,236,22,18,18,20,101,16,6,5,2,9,2,13,8,3
1482,187465,5,2,7,4,2,216,126,57,53,18,169,26,15,14,16,76,14,5,4,2,7,2,7,4,2
1483,187465,7,3,4,2,1,232,193,77,63,19,100,30,14,12,14,48,11,5,3,1,9,2,4,2,1
1484,187466,14,5,3,1,1,257,262,96,72,21,49,33,13,12,12,27,8,4,3,1,14,4,3,1,1
1485,187467,36,14,5,2,1,277,316,110,80,24,19,32,12,14,11,13,5,4,3,1,28,11,8,2,1
1486,187468,108,45,17,4,2,301,340,115,87,29,11,30,11,16,12,8,5,6,3,1,63,34,29,6,2
1487,187468,264,111,46,11,5,337,334,111,93,36,19,27,10,18,13,9,6,10,4,2,127,84,78,16,5
1488,187468,516,212,92,22,10,375,306,107,99,44,37,26,8,19,16,17,10,17,5,3,227,157,158,32,10
1489,187468,1150,423,207,54,29,466,245,120,107,62,97,28,8,20,24,54,30,37,10,8,467,305,349,79,30
1490,187470,1370,467,243,69,41,491,224,138,108,66,123,29,8,21,27,87,53,47,15,11,545,333,406,99,43
1491,187470,1419,444,250,78,51,482,203,152,108,67,135,29,8,22,31,129,83,54,20,15,561,313,410,109,53
1492,187470,1419,444,250,78,51,482,203,152,108,67,135,29,8,22,31,129,83,54,20,15,561,313,410,109,53
1493,187471,1288,363,225,78,57,429,173,153,107,63,129,27,8,23,33,176,117,60,26,17,507,252,361,106,59
1494,187471,721,145,126,56,50,245,91,114,100,48,84,19,7,24,33,247,156,65,34,17,295,98,187,72,52
1495,187471,721,145,126,56,50,245,91,114,100,48,84,19,7,24,33,247,156,65,34,17,295,98,187,72,52
1496,187471,445,68,81,40,40,170,63,86,92,41,57,15,7,22,31,252,148,63,34,15,194,46,113,51,42
1497,187471,190,22,37,20,19,182,65,49,70,30,25,12,7,15,23,190,88,49,25,9,111,18,47,24,20
1498,187472,190,22,37,20,19,182,65,49,70,30,25,12,7,15,23,190,88,49,25,9,111,18,47,24,20
1499,187472,191,28,32,19,13,276,84,41,57,26,20,12,7,11,19,139,54,39,19,7,125,24,40,21,14
1500,190468,226,38,31,23,11,391,100,36,46,23,17,13,7,8,15,89,28,29,13,6,156,33,39,24,11
1501,190469,271,49,33,28,11,496,108,30,36,21,15,12,8,6,12,50,13,22,10,5,193,43,40,28,10
1502,190470,314,59,35,32,12,550,105,27,29,19,14,11,9,6,11,26,8,17,8,5,227,52,42,32,11
1503,190471,348,65,36,33,12,539,95,27,24,18,13,9,10,7,11,16,7,14,7,5,250,57,41,33,11
1504,190471,369,67,35,31,11,463,83,32,21,17,12,9,11,9,12,12,8,12,6,5,260,56,38,30,10
1505,190471,374,63,31,25,9,351,75,42,20,17,12,9,13,12,15,12,8,9,5,4,256,51,32,24,9
1506,190471,359,57,26,17,7,239,73,56,22,17,12,11,14,16,18,12,8,6,4,3,237,43,25,17,6
1507,190473,332,50,21,11,5,160,77,71,26,19,12,12,15,20,21,13,7,4,3,2,211,35,18,11,4
1508,190473,295,45,16,7,3,123,85,85,32,22,12,13,15,24,23,12,7,3,2,2,183,30,13,6,3
1509,190473,258,43,13,4,2,123,92,94,38,26,13,12,15,25,24,10,7,2,2,1,158,28,10,4,2
1510,190474,226,44,10,4,2,133,93,96,42,31,13,11,15,24,23,8,8,2,2,2,137,29,8,3,2
1511,190474,203,45,7,4,2,146,87,91,43,37,13,10,16,21,21,7,8,2,2,2,123,31,6,3,2
1512,190475,182,44,6,4,2,150,75,81,40,42,12,9,18,16,19,7,7,2,2,2,110,30,5,3,3
1513,190475,159,42,5,4,3,142,60,69,36,46,11,8,20,12,18,6,7,2,1,2,97,29,5,3,3
1514,190475,143,40,5,4,3,126,45,60,32,50,9,9,20,9,16,7,6,2,1,2,91,27,5,4,3
1515,190476,144,41,5,4,2,108,33,53,28,51,9,11,19,8,15,7,4,2,1,2,97,28,5,3,3
1516,190476,172,46,5,4,2,92,27,50,25,50,9,13,16,9,14,7,3,2,1,2,120,31,5,3,3
1517,190477,216,53,5,3,2,79,25,48,24,47,12,15,12,9,13,7,2,1,1,2,152,36,5,3,2
1518,190477,259,58,5,3,1,70,26,46,23,40,16,16,8,10,12,7,2,1,1,2,184,39,5,2,2
1519,190477,276,57,4,2,1,62,28,44,23,33,21,15,6,11,11,6,1,1,1,1,197,38,4,2,1
1520,190478,254,50,4,2,1,62,30,42,24,26,25,13,4,11,10,6,1,0,1,1,184,34,3,2,1
1521,190478,135,25,2,3,2,102,35,41,28,17,28,8,3,10,10,6,2,1,1,1,102,17,2,3,2
1522,190479,75,14,2,3,2,138,39,42,30,17,27,6,3,9,10,6,3,1,1,1,59,9,1,3,2
1523,190479,34,7,2,3,2,171,42,41,30,17,25,6,3,9,10,6,3,1,1,1,29,5,1,4,2
1524,193570,34,7,2,3,2,171,42,41,30,17,25,6,3,9,10,6,3,1,1,1,29,5,1,4,2
1525,193570,18,4,2,3,2,187,43,37,28,17,23,7,2,8,9,6,3,2,1,1,15,3,1,4,2
1526,193570,56,7,2,2,2,155,36,24,19,15,18,9,3,7,8,4,3,2,1,1,37,6,1,2,2
1527,193571,56,7,2,2,2,155,36,24,19,15,18,9,3,7,8,4,3,2,1,1,37,6,1,2,2
1528,193573,116,12,2,2,1,123,29,18,15,13,16,11,3,7,7,5,2,1,1,1,75,9,2,2,1
1529,193573,300,24,3,1,1,169,30,12,10,11,13,13,5,8,7,33,3,1,1,1,185,18,3,1,1
1530,193575,391,33,3,1,1,307,48,12,11,12,12,13,6,9,8,73,5,2,1,1,233,23,3,1,1
1531,193575,391,33,3,1,1,307,48,12,11,12,12,13,6,9,8,73,5,2,1,1,233,23,3,1,1
1532,193576,451,41,3,1,1,507,78,13,14,14,11,13,7,10,9,126,8,2,2,2,260,28,4,2,1
1533,193577,464,49,3,2,1,734,114,14,18,16,10,13,7,10,11,179,10,3,2,2,259,31,4,2,1
1534,193577,433,53,3,2,1,899,147,14,22,18,10,11,8,9,12,215,11,4,2,3,236,31,4,2,1
1535,193578,376,52,4,2,1,965,167,13,25,18,9,10,8,9,14,223,10,4,2,3,204,29,5,2,1
1536,193578,328,48,4,3,1,899,169,11,26,18,8,9,8,9,15,200,8,5,3,3,181,26,5,3,1
1537,193579,302,43,5,4,1,732,156,12,26,17,8,9,9,9,16,156,6,5,2,3,172,24,7,4,1
1538,193580,312,38,5,5,2,551,138,17,27,17,10,11,10,10,16,106,4,6,2,3,179,24,8,5,1
1539,193580,341,36,5,6,2,423,123,29,31,18,13,16,13,11,16,62,3,6,2,3,191,25,10,5,2
1540,193582,369,34,5,6,2,396,118,46,41,21,17,20,17,12,17,34,3,7,2,3,198,26,11,6,2
1541,193582,367,33,4,6,2,454,122,65,57,23,21,24,22,13,17,21,4,7,2,2,190,25,11,5,2
1542,193583,328,29,4,6,2,545,132,81,74,26,23,27,27,15,17,18,5,7,3,2,163,22,10,5,2
1543,193585,259,22,3,5,2,620,141,92,88,28,22,26,30,16,18,17,5,7,3,2,124,16,8,4,1
1544,193586,177,15,3,4,1,646,145,95,94,29,20,24,31,18,18,15,5,6,3,2,84,10,6,3,1
1545,193587,98,8,2,3,1,634,143,91,91,29,18,20,30,20,19,13,4,5,3,2,47,6,4,3,1
1546,193588,42,4,2,2,1,572,133,82,82,29,16,16,26,21,21,10,3,4,3,2,23,3,3,2,1
1547,193589,13,3,2,2,1,480,117,72,70,30,15,12,21,21,23,7,3,3,3,2,12,3,2,2,1
1548,193589,5,2,2,2,1,367,97,64,61,32,14,9,16,19,26,5,2,2,3,2,9,3,1,2,2
1549,196803,6,2,3,2,2,271,75,61,57,35,13,7,12,17,27,4,2,1,3,2,9,4,1,2,2
1550,196805,7,2,3,2,2,203,59,63,58,38,11,7,10,15,27,3,2,1,2,2,9,4,1,2,2
1551,196806,10,2,3,2,2,163,55,71,61,40,10,7,8,13,25,3,2,1,2,2,12,5,1,2,2
1552,196807,16,3,3,2,2,150,67,84,62,40,8,7,7,11,22,4,3,1,3,2,21,5,2,2,2
1553,196807,42,6,6,3,2,152,137,106,57,34,7,12,7,11,15,8,3,1,3,1,57,7,4,3,2
1554,196809,42,6,6,3,2,152,137,106,57,34,7,12,7,11,15,8,3,1,3,1,57,7,4,3,2
1555,196809,56,8,8,4,3,191,202,109,54,30,8,15,9,12,13,10,3,2,4,1,75,8,7,5,3
1556,196810,81,11,12,10,6,533,387,94,63,33,11,21,21,16,12,14,4,5,5,2,93,10,15,12,6
1557,196811,81,11,12,10,6,533,387,94,63,33,11,21,21,16,12,14,4,5,5,2,93,10,15,12,6
1558,196812,99,11,14,12,7,828,477,82,75,40,11,24,30,18,13,16,6,6,5,2,96,10,17,15,7
1559,196815,125,12,14,14,8,1095,536,74,89,49,12,27,38,18,14,18,9,7,4,2,103,10,18,17,7
1560,196815,158,11,13,14,8,1323,551,74,101,56,11,29,43,17,15,19,12,8,4,2,116,10,17,17,7
1561,196817,188,11,12,13,7,1445,519,80,111,59,11,30,45,17,17,19,14,8,3,2,131,10,15,15,7
1562,196818,207,12,10,11,6,1485,451,92,119,57,10,28,42,17,18,19,16,7,3,2,143,11,12,13,6
1563,196820,203,12,9,9,6,1449,368,106,123,51,8,25,36,18,19,17,16,6,3,2,142,11,9,10,5
1564,196822,175,12,7,8,5,1394,296,120,125,45,7,21,27,20,19,15,14,5,3,2,126,12,7,8,5
1565,196825,131,12,5,7,5,1328,248,134,122,40,7,16,20,22,19,12,11,4,3,2,98,13,5,7,5
1566,196827,83,11,4,6,5,1226,219,144,113,37,6,12,13,22,18,10,8,3,3,2,65,13,4,6,5
1567,196828,43,10,2,5,4,1075,198,147,99,36,5,10,9,21,18,7,5,3,3,2,37,13,3,6,4
1568,196830,18,9,2,4,4,872,174,144,81,34,5,8,7,19,18,5,4,2,3,2,20,11,2,5,4
1569,196830,7,7,1,4,3,654,141,132,62,31,5,8,7,17,18,4,3,2,4,2,12,9,2,4,3
1570,196830,4,6,1,3,2,458,105,115,47,27,6,9,9,15,18,4,3,2,4,2,9,7,1,3,3
