n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
242,30381,244,59,50,9,6,489,276,167,39,9,14,23,29,33,46,61,18,13,3,5,184,30,46,8,6
243,30824,119,25,11,2,1,2199,1164,773,163,56,11,16,25,14,41,43,11,7,4,4,93,8,9,2,2
244,30824,119,25,11,2,1,2199,1164,773,163,56,11,16,25,14,41,43,11,7,4,4,93,8,9,2,2
245,30825,28,7,3,1,1,7527,3197,3019,384,211,11,12,21,9,36,16,5,4,3,3,24,2,2,1,1
246,30826,28,7,3,1,1,7527,3197,3019,384,211,11,12,21,9,36,16,5,4,3,3,24,2,2,1,1
247,31182,10,3,2,1,1,11015,4656,5288,559,358,12,14,19,10,33,8,4,3,3,3,9,2,2,1,1
248,31182,5,3,2,1,1,13754,6437,8120,806,547,12,17,18,12,32,4,4,2,3,2,4,3,2,1,1
249,31183,4,3,2,1,1,16240,8451,10885,1112,748,12,21,16,14,31,3,4,2,2,2,4,4,2,1,2
250,31544,4,4,2,1,1,17714,10411,12796,1419,910,11,23,14,15,31,4,5,2,2,2,4,5,2,2,2
251,31545,4,4,2,1,1,19186,11862,13220,1640,983,10,23,12,16,32,6,5,3,2,2,4,5,3,2,2
252,31989,4,5,3,2,1,19715,12347,11993,1693,941,10,21,11,17,32,11,5,4,2,2,4,6,4,2,2
253,31989,4,5,3,2,1,19573,11605,9492,1546,793,10,18,11,18,32,18,5,6,2,2,5,6,5,3,2
254,31990,5,5,4,2,2,18076,9740,6473,1232,581,10,15,13,19,32,24,6,8,2,2,5,7,6,3,2
255,31990,6,5,5,3,2,15123,7197,3740,839,362,12,13,17,21,33,29,5,9,2,2,6,7,6,3,2
256,32310,7,5,5,3,2,11263,4585,1785,474,185,15,12,23,22,34,30,5,9,2,3,7,7,6,3,2
257,32312,8,5,5,3,2,7049,2430,701,213,73,17,13,31,23,36,27,5,8,1,3,8,7,6,3,2
258,32312,8,5,5,3,2,3595,997,233,72,20,19,14,40,24,39,21,4,6,1,3,8,7,6,3,2
259,32770,7,5,5,3,2,1291,280,62,17,3,19,14,45,24,41,14,3,4,1,4,8,7,6,3,2
260,32770,6,5,5,3,2,266,37,10,2,1,18,15,47,24,42,8,3,3,1,4,6,6,6,2,2
261,32771,5,5,4,2,2,10,3,1,0,1,16,15,43,25,41,4,2,2,1,4,5,7,6,2,2
262,33126,4,5,4,2,2,3,4,1,1,3,13,14,36,27,39,2,1,1,1,4,4,7,6,2,2
263,33127,3,4,5,2,2,5,7,3,3,7,11,14,28,30,37,2,1,1,1,4,3,7,7,2,2
264,33128,3,4,5,2,2,9,10,5,6,14,10,13,22,34,34,2,1,1,1,4,3,7,7,2,2
265,33523,3,4,5,2,2,16,13,9,11,23,9,12,19,38,33,2,1,1,1,3,3,7,6,1,2
266,33524,3,4,4,2,2,29,17,15,19,34,9,11,21,40,32,2,1,1,1,3,4,7,6,1,2
267,33525,3,4,4,2,2,42,26,23,29,44,10,10,24,41,31,2,1,1,2,3,4,6,6,2,2
268,33963,3,4,4,2,2,60,42,33,42,51,11,8,27,42,31,1,2,1,2,3,5,5,6,2,2
269,33963,3,4,4,2,2,89,67,47,61,54,11,6,29,42,29,1,2,2,2,3,5,5,6,2,2
270,33964,3,3,4,2,2,227,148,79,106,47,10,4,28,41,27,2,3,3,2,2,5,5,4,2,2
271,33964,3,3,4,2,2,364,195,91,124,40,10,4,26,38,28,3,3,4,2,2,4,5,4,2,2
272,34344,3,3,4,2,2,531,241,97,130,35,10,6,23,35,29,4,3,5,2,2,4,5,4,1,2
273,34344,3,3,5,2,1,705,283,95,123,31,11,7,20,31,31,6,4,5,2,2,4,5,5,1,1
274,34345,3,3,5,2,1,705,283,95,123,31,11,7,20,31,31,6,4,5,2,2,4,5,5,1,1
275,34821,3,3,5,2,1,860,343,91,83,32,12,10,14,26,35,9,4,5,1,1,3,5,5,1,2
276,34821,4,3,5,2,1,860,343,91,83,32,12,10,14,26,35,9,4,5,1,1,3,5,5,1,2
277,34822,4,3,4,2,1,787,352,101,64,35,12,11,12,24,34,9,4,5,1,1,4,4,5,2,2
278,34823,4,3,4,2,1,653,342,122,53,38,13,11,11,23,31,8,4,6,1,1,4,4,4,2,2
279,35209,4,3,3,2,1,470,314,148,49,40,13,12,11,23,28,7,3,6,1,2,4,3,3,2,2
280,35209,4,2,2,2,1,319,274,168,49,40,14,13,12,24,24,5,3,6,1,2,4,2,3,2,2
281,35210,4,3,1,1,1,211,231,175,49,39,16,15,14,25,21,5,3,6,1,2,5,2,2,2,2
282,35662,4,3,1,1,1,162,193,166,47,35,19,19,17,27,20,5,3,5,1,2,5,2,3,2,1
283,35662,4,4,2,1,1,146,164,143,42,32,22,24,20,28,21,5,3,4,1,2,5,2,3,2,1
284,35663,4,4,2,2,1,140,141,115,36,28,25,30,24,28,23,6,3,3,1,2,5,2,3,1,1
285,36083,3,4,2,2,1,131,121,88,30,24,26,36,28,26,25,6,2,3,1,1,5,3,3,1,1
286,36083,3,4,2,1,1,111,100,66,25,22,25,40,30,23,26,6,2,2,1,1,5,3,3,1,1
287,36083,3,4,2,1,1,86,78,52,21,19,22,40,30,19,26,5,2,1,1,1,5,3,2,1,1
288,36083,2,3,2,1,1,58,60,43,19,18,19,36,27,16,26,4,1,1,1,1,4,2,2,1,1
289,36463,2,2,1,1,1,44,49,39,19,17,15,28,22,16,27,4,1,1,1,1,3,2,1,1,1
290,36465,2,2,1,1,1,43,46,40,20,16,14,20,17,17,27,4,1,1,1,1,3,2,1,1,1
291,36465,2,1,1,2,1,56,52,43,22,17,14,13,13,20,26,4,1,0,1,1,2,1,1,1,1
292,36989,2,1,1,2,1,79,61,47,23,18,15,8,9,23,25,6,1,0,1,2,1,1,1,1,1
293,36990,3,1,1,2,1,99,71,51,24,20,17,6,8,25,23,7,1,0,1,2,1,2,1,1,1
294,36990,3,2,1,2,1,120,79,52,25,24,17,5,7,26,21,8,1,0,1,1,2,2,1,1,1
295,36991,3,2,1,2,2,137,84,48,26,33,15,6,7,25,20,10,1,0,1,1,4,1,1,1,1
296,37368,4,2,2,2,2,142,84,44,27,37,12,6,8,23,23,11,1,0,1,1,5,1,1,1,1
297,37369,4,2,1,2,2,153,84,41,28,37,9,6,10,21,27,11,2,1,1,1,6,1,1,1,1
298,37370,4,2,1,1,2,172,87,40,29,35,7,7,11,18,32,12,2,1,1,1,7,2,1,1,1
299,37908,5,2,1,1,1,207,94,42,29,32,6,7,12,17,36,13,2,1,1,1,7,3,1,1,1
300,37908,5,3,2,1,1,251,103,47,29,27,7,8,13,17,40,13,2,1,1,1,6,4,1,1,1
301,37908,5,3,2,1,1,251,103,47,29,27,7,8,13,17,40,13,2,1,1,1,6,4,1,1,1
302,37909,6,3,2,1,1,304,111,52,29,23,9,9,12,19,44,13,2,1,1,1,5,5,1,1,1
303,38286,6,4,2,1,1,384,118,56,29,21,11,10,11,22,45,13,3,1,1,1,4,6,2,1,1
304,38287,6,4,2,1,1,497,124,58,29,21,13,11,11,25,46,12,3,1,1,1,3,6,2,1,1
305,38289,6,4,2,1,1,629,132,58,30,23,13,11,11,27,44,11,4,1,1,1,3,6,2,1,1
306,38827,5,4,2,1,1,771,141,58,33,25,13,11,12,28,40,9,5,1,1,1,3,5,2,1,1
307,38828,4,4,2,1,1,856,148,58,37,27,12,11,14,27,35,8,6,2,1,1,3,4,2,1,1
308,38828,4,4,1,2,1,901,150,58,44,28,11,12,16,25,30,6,6,2,2,1,3,3,2,1,1
309,38829,3,4,1,2,1,855,146,60,52,28,10,13,18,23,26,4,6,2,3,1,3,3,2,2,1
310,38831,3,4,1,2,1,763,136,62,59,28,10,15,18,21,24,3,5,1,3,1,3,2,2,2,1
311,39230,3,4,1,2,1,635,125,64,64,27,10,17,17,19,25,2,4,1,4,1,3,3,1,2,1
312,39231,3,4,1,2,2,513,114,65,66,26,11,20,16,17,27,1,3,1,4,1,3,3,1,2,1
313,39232,3,4,2,2,2,409,106,65,64,26,12,23,14,16,30,1,2,1,4,1,3,3,1,2,1
314,39788,3,3,2,2,2,330,101,63,59,26,14,26,12,14,34,2,2,1,4,1,3,3,2,2,1
315,39788,3,3,2,1,2,275,98,59,52,26,15,28,11,14,38,3,2,2,3,1,3,3,2,2,1
316,39789,4,3,2,1,1,239,93,54,47,26,17,29,11,14,40,5,2,2,3,1,3,3,2,1,1
317,39789,5,4,2,1,1,216,88,48,45,26,18,27,12,17,41,6,2,2,2,1,4,3,2,1,1
318,40210,7,4,3,1,1,209,83,44,44,25,20,24,14,21,39,6,2,2,2,1,6,3,2,1,1
319,40211,9,6,3,1,1,199,78,43,45,24,23,21,16,25,37,6,2,2,2,1,8,4,2,2,1
320,40212,12,8,3,2,1,187,72,44,45,22,26,18,17,28,34,5,2,2,2,1,9,5,2,2,1
321,40212,14,9,3,2,1,178,64,47,43,21,28,16,18,29,32,4,2,2,2,1,10,6,2,2,1
322,40771,14,10,3,2,1,179,58,50,38,21,29,14,18,30,31,3,2,2,2,1,10,7,2,2,1
323,40771,13,10,3,2,1,207,54,51,32,21,28,12,17,30,32,3,2,2,2,1,9,8,2,2,1
324,40772,11,9,3,2,1,243,58,51,27,20,24,10,15,31,33,4,2,2,2,1,8,7,2,2,1
325,40773,9,7,2,2,1,287,71,51,23,20,20,9,12,34,35,5,2,2,2,1,7,6,2,2,1
326,41224,8,3,2,2,1,298,116,60,23,16,12,8,7,38,37,6,4,2,2,1,6,4,2,2,1
327,41224,9,2,2,2,1,265,136,69,25,14,10,9,5,39,37,7,5,1,2,1,8,3,2,2,1
328,41225,10,3,1,2,1,224,150,77,28,12,10,11,4,39,36,7,6,1,3,1,9,3,2,1,1
329,41225,11,3,1,2,1,188,155,81,29,11,10,13,3,38,34,7,5,1,3,1,11,3,2,1,1
330,41747,11,3,1,1,1,166,153,78,29,11,11,14,3,36,32,7,5,1,3,1,12,2,1,1,1
331,41747,11,3,1,1,1,166,153,78,29,11,11,14,3,36,32,7,5,1,3,1,12,2,1,1,1
332,41748,10,4,2,1,1,159,149,69,28,11,12,14,3,35,30,7,4,1,2,1,12,2,1,1,1
333,41748,9,4,2,1,1,162,148,58,27,11,13,14,3,35,29,6,3,1,2,1,11,2,1,1,1
334,42205,5,3,3,1,1,162,161,47,28,14,16,12,6,37,31,6,2,1,1,1,9,2,2,1,1
335,42206,5,3,3,1,1,162,161,47,28,14,16,12,6,37,31,6,2,1,1,1,9,2,2,1,1
336,42206,4,4,3,2,1,158,168,54,32,17,18,12,8,37,33,6,3,1,1,1,8,3,3,1,1
337,42207,3,4,4,2,1,159,172,67,38,19,19,14,12,36,35,7,3,1,1,1,7,4,3,2,1
338,42783,3,4,4,2,1,163,170,85,46,21,19,15,17,33,36,7,4,2,1,1,7,4,3,2,1
339,42784,2,5,4,2,1,167,164,104,54,22,17,16,21,29,36,8,4,2,1,1,6,4,3,2,1
340,42785,2,5,3,2,1,174,155,122,59,22,14,16,23,25,37,7,4,2,1,1,6,4,3,2,1
341,42785,2,4,3,2,1,173,144,134,60,21,11,14,23,21,37,7,5,2,1,1,5,4,2,2,1
342,43268,2,4,2,2,1,174,134,141,57,19,8,13,22,18,37,6,5,2,1,1,5,3,2,2,1
343,43270,3,3,2,1,1,169,125,142,50,18,6,13,19,16,38,6,6,2,1,1,4,3,2,2,1
344,43270,3,3,2,1,1,160,117,141,41,18,5,14,17,14,39,6,6,2,1,1,4,2,2,2,1
345,43270,4,3,2,1,1,150,109,140,33,19,5,17,16,13,40,6,7,2,1,1,4,3,2,2,1
346,43839,4,3,2,1,1,152,106,143,27,21,6,19,16,12,41,6,6,2,1,1,4,3,3,2,1
347,43842,4,3,2,1,1,177,111,149,26,23,8,21,17,11,42,7,5,2,1,1,4,3,3,2,1
348,43843,4,3,2,1,2,232,128,153,30,26,11,20,18,10,42,7,4,2,1,1,3,3,3,2,1
349,43844,4,2,2,1,1,323,153,152,38,28,14,17,17,10,41,7,3,1,1,1,3,3,3,1,1
350,43844,3,2,1,1,1,433,177,145,48,30,17,12,15,11,40,6,2,1,1,1,3,2,2,1,1
351,44307,3,2,1,1,1,580,179,108,61,29,19,5,11,16,34,5,1,1,1,1,3,1,1,1,1
352,44308,4,2,2,1,1,568,152,84,62,27,17,3,10,19,31,5,1,1,1,1,3,1,1,1,1
353,44308,4,3,2,1,1,473,114,62,58,24,14,2,10,22,29,5,1,1,1,1,3,2,1,1,1
354,44309,4,3,2,1,1,346,79,48,51,21,10,2,10,25,29,6,2,1,1,1,3,2,2,1,1
355,44900,4,3,2,1,1,244,54,44,43,19,8,2,11,25,29,7,2,1,1,1,4,2,2,1,1
356,44900,4,3,2,1,1,244,54,44,43,19,8,2,11,25,29,7,2,1,1,1,4,2,2,1,1
357,44901,4,3,2,1,1,182,43,51,37,18,6,2,13,24,31,7,2,1,1,1,4,3,1,1,1
358,44902,4,4,2,1,1,215,51,91,37,20,5,2,15,21,33,7,2,1,1,1,4,3,1,1,1
359,45372,3,4,2,1,1,230,61,115,44,22,5,3,16,20,32,6,2,1,2,1,4,3,1,1,1
360,45372,3,4,2,1,1,227,69,134,55,23,6,4,17,20,30,5,2,2,3,1,3,3,1,1,1
361,45373,3,4,2,1,1,227,69,134,55,23,6,4,17,20,30,5,2,2,3,1,3,3,1,1,1
362,45374,3,4,2,1,1,191,74,144,68,24,8,4,17,21,27,4,2,2,3,1,3,3,2,1,1
363,45986,3,4,3,1,1,151,80,144,81,25,9,5,17,23,25,3,2,2,4,1,3,3,2,1,1
364,45986,3,5,3,1,1,127,88,140,90,25,10,7,18,24,24,2,2,3,4,1,3,2,3,2,1
365,45986,2,5,4,2,1,120,101,137,94,24,10,8,19,24,26,2,2,3,4,1,4,2,3,2,1
366,45986,3,5,4,2,1,141,121,137,92,22,10,9,19,24,30,3,3,4,4,1,5,3,3,2,1
367,45987,3,5,4,2,1,189,147,139,86,20,10,9,18,23,35,3,3,4,3,1,5,3,3,2,1
368,46525,4,5,4,2,1,253,172,141,79,18,12,9,16,23,41,3,4,4,3,1,6,3,3,2,1
369,46525,6,6,3,2,1,331,189,135,72,18,14,9,15,23,46,4,4,4,2,2,7,4,2,2,1
370,46527,9,7,3,2,1,416,194,122,66,20,18,8,14,23,50,4,4,4,2,2,7,4,2,2,1
371,46528,11,8,3,2,1,488,184,103,60,22,22,9,15,22,52,4,3,4,2,2,7,5,1,2,1
372,47416,12,9,3,2,1,536,164,81,54,24,24,10,17,22,54,4,3,4,2,3,7,6,1,2,1
373,47418,11,9,2,2,1,542,139,61,48,25,25,11,19,22,54,4,2,4,1,3,6,6,1,2,1
374,47419,10,8,2,2,1,517,113,48,41,24,25,13,19,21,53,4,2,4,1,3,5,6,1,2,1
375,47423,8,6,2,2,1,466,93,42,35,23,23,14,18,21,50,5,2,3,1,2,4,5,1,2,1
376,47423,6,4,2,2,1,413,83,43,31,22,22,14,15,20,45,5,2,3,1,2,3,4,1,2,1
377,47424,5,3,2,2,1,380,88,47,29,22,21,13,13,20,39,6,2,2,1,1,3,3,1,2,1
378,47425,4,2,2,2,1,369,110,52,29,24,21,11,10,20,33,6,4,2,1,1,3,3,1,2,1
379,47540,3,1,2,2,1,375,148,58,31,27,21,10,9,20,29,8,5,1,1,1,4,2,1,2,1
380,51571,2,1,2,1,1,375,194,64,34,29,22,8,9,22,27,9,7,2,1,1,5,2,1,2,1
381,51573,2,1,2,1,1,363,233,69,38,31,21,8,10,24,27,12,8,2,1,1,5,1,1,1,1
382,51573,2,1,1,1,1,330,254,72,41,30,21,8,13,27,28,14,8,2,2,1,6,1,1,1,1
383,51574,3,1,1,1,1,295,254,74,42,29,20,8,19,30,29,16,7,2,2,2,5,2,1,1,1
384,51575,5,1,1,1,1,267,236,76,41,29,19,8,27,32,30,16,7,3,2,2,5,2,1,1,2
385,51575,6,2,0,1,1,269,210,75,38,29,19,9,36,32,32,14,6,3,2,2,5,2,1,1,2
386,51577,7,2,0,1,1,298,181,71,34,30,18,10,45,32,34,12,5,3,2,2,5,3,0,1,1
387,51577,8,3,0,1,1,342,155,64,32,31,17,12,54,34,37,9,5,3,3,2,5,3,0,1,1
388,51579,8,4,1,1,1,389,136,56,34,32,16,15,62,39,43,6,6,2,3,3,4,3,0,1,1
389,51580,7,5,1,1,1,418,126,50,40,31,16,18,69,48,49,5,6,2,4,4,4,4,1,1,1
390,51580,7,5,1,1,1,418,126,50,40,31,16,18,69,48,49,5,6,2,4,4,4,4,1,1,1
391,51581,5,5,1,2,1,423,141,48,58,26,21,21,75,73,63,6,7,3,6,6,3,4,1,2,1
392,51583,5,5,1,3,1,409,158,51,64,23,28,20,71,78,67,8,8,4,7,6,3,4,1,2,1
393,51584,4,5,1,3,1,395,172,55,65,20,36,18,63,76,68,11,10,5,8,6,3,4,1,2,1
394,51585,5,4,2,4,1,376,172,58,60,18,44,16,52,67,66,14,12,6,7,5,4,4,2,3,1
395,51586,5,4,2,4,1,355,156,60,53,18,50,14,42,54,61,17,13,6,6,4,5,4,2,3,1
396,51586,6,4,2,4,1,315,129,64,45,19,52,13,35,43,53,18,13,7,4,3,6,3,3,3,1
397,51587,6,4,2,4,1,315,129,64,45,19,52,13,35,43,53,18,13,7,4,3,6,3,3,3,1
398,51587,6,4,3,4,1,273,101,71,39,21,51,12,29,38,46,17,12,7,3,3,6,3,3,3,1
399,51588,6,4,3,4,1,273,101,71,39,21,51,12,29,38,46,17,12,7,3,3,6,3,3,3,1
400,51589,6,4,3,3,1,217,82,82,36,23,48,13,27,38,38,15,10,7,2,2,7,3,3,2,1
401,51589,6,4,3,3,1,183,75,93,35,24,44,15,25,41,31,13,8,7,1,2,7,3,3,2,1
402,51591,5,3,2,2,1,173,87,97,36,23,38,26,25,50,24,9,5,5,1,2,4,2,2,1,2
403,51591,5,3,2,2,1,213,86,84,34,21,49,35,27,50,26,11,6,4,1,2,3,2,1,1,2
404,51592,5,3,2,2,1,246,84,66,31,20,80,51,32,48,29,16,9,3,1,1,3,3,1,1,2
405,51593,5,3,2,2,1,273,83,50,27,20,139,76,40,45,32,25,13,3,1,1,4,3,1,1,2
406,51593,5,3,2,2,1,275,82,42,23,19,222,107,50,41,36,35,20,4,1,1,4,4,2,1,2
407,51595,6,4,3,2,1,269,90,43,21,20,316,139,63,36,39,47,28,6,2,1,4,5,2,1,1
408,51595,5,4,3,2,1,261,109,53,22,20,398,165,79,32,43,56,35,8,2,1,5,6,3,1,1
409,51597,5,4,3,2,1,267,141,68,25,21,446,179,95,29,45,61,38,9,3,1,5,6,3,2,1
410,51600,5,4,3,2,1,287,178,83,30,22,446,177,110,27,46,61,36,10,4,1,4,6,4,2,1
411,51601,4,4,3,2,1,313,212,92,35,23,399,161,120,26,45,57,30,10,4,1,4,5,4,2,1
412,54158,4,3,3,2,1,337,231,93,39,23,320,135,124,27,42,51,22,9,4,1,4,4,4,2,2
413,54159,3,3,3,2,1,339,228,88,41,23,232,107,122,27,39,44,15,8,3,1,3,3,3,2,2
414,54159,3,2,2,2,2,340,203,78,40,22,154,82,116,26,36,38,10,6,3,1,3,2,3,2,2
415,54159,2,2,1,2,2,345,162,67,37,20,98,62,109,25,35,33,7,5,2,1,2,2,2,2,2
416,54160,2,2,1,2,2,382,118,57,34,19,66,49,102,23,36,29,7,4,2,1,2,2,2,2,2
417,54161,2,3,1,2,2,442,83,50,31,17,48,41,95,22,37,25,7,3,1,1,2,2,1,2,2
418,54161,2,3,1,2,2,520,62,49,30,16,38,39,89,22,39,20,6,3,1,2,2,3,2,2,2
419,54161,2,4,2,2,1,569,55,52,31,16,31,39,82,24,39,16,6,2,1,2,3,4,2,2,2
420,54161,2,4,3,2,1,585,58,55,34,17,27,39,75,28,37,13,5,2,1,2,3,5,3,2,1
421,54162,2,4,3,1,1,543,67,57,38,18,26,38,68,34,34,11,4,2,1,2,3,5,3,2,1
422,54163,2,4,4,1,1,469,79,56,42,21,29,36,62,40,30,11,3,3,1,2,3,4,3,2,1
423,54163,2,4,4,1,1,356,91,59,48,26,35,32,58,46,27,12,2,3,1,2,2,4,2,1,1
424,54163,2,3,4,1,1,249,101,72,57,31,39,28,53,51,26,12,2,4,2,2,2,3,2,1,1
425,54163,2,3,3,1,1,161,106,96,69,35,39,23,47,54,26,11,2,5,2,2,2,3,1,1,1
426,54164,3,3,3,1,1,108,104,127,82,38,36,20,40,56,27,10,2,6,2,2,3,3,1,1,1
427,54164,4,3,2,1,1,81,96,156,94,38,33,18,34,57,28,8,2,6,2,1,3,3,1,1,1
428,54164,5,3,1,1,1,74,86,170,99,36,41,17,28,56,29,8,2,5,3,1,4,2,1,1,1
429,54165,5,3,1,1,1,76,78,167,96,31,67,16,25,54,29,11,2,5,3,1,4,2,1,1,1
430,54166,6,3,1,2,1,87,76,150,87,27,114,15,23,51,29,16,3,4,3,1,5,2,1,1,1
431,54166,6,3,1,2,1,136,83,129,78,25,175,14,24,47,31,25,4,4,3,1,5,2,1,1,1
432,54166,6,3,1,2,1,258,99,118,72,27,237,15,26,44,36,35,5,4,2,1,6,2,1,1,1
433,55098,6,3,2,2,1,461,118,126,73,35,285,19,31,40,43,44,7,3,2,1,6,2,2,1,1
434,55100,6,3,2,1,1,714,137,150,79,47,306,28,38,38,50,50,8,3,2,1,6,2,2,1,1
435,55101,5,2,2,1,1,952,149,179,87,59,302,44,45,40,56,52,8,3,2,2,6,2,2,1,1
436,55103,5,2,2,1,1,1097,154,198,91,67,278,65,53,52,66,49,8,3,2,2,6,3,2,1,1
437,55104,5,2,2,1,1,1112,153,201,89,68,252,87,61,84,82,44,8,5,3,3,6,3,2,1,1
438,55105,5,2,2,2,2,1007,148,188,81,62,237,106,70,136,108,36,8,7,4,4,6,3,2,2,1
439,55106,6,2,2,2,2,835,144,165,69,51,235,116,80,200,139,29,8,11,5,5,6,2,1,2,2
440,55107,7,2,2,2,2,670,146,139,56,38,238,115,89,260,168,23,9,14,6,6,6,2,1,3,2
441,55860,9,2,2,3,2,560,153,116,44,27,234,103,95,296,185,18,9,16,7,7,8,2,1,3,2
442,55862,11,2,2,3,2,507,162,97,36,20,210,86,96,297,184,14,8,17,7,7,9,2,1,4,2
443,55862,13,2,2,3,2,481,173,84,32,17,168,68,91,262,164,12,8,16,7,6,11,2,2,4,2
444,55864,14,3,2,3,2,440,189,79,30,16,120,53,83,205,132,11,8,13,6,5,13,3,2,3,1
445,55866,13,3,2,2,1,370,207,80,31,16,76,44,73,143,98,12,10,10,4,4,13,3,2,3,1
446,55869,12,3,2,2,1,288,221,87,33,15,47,39,65,94,70,15,13,8,3,3,13,3,2,2,1
447,56904,10,3,2,1,1,216,229,101,36,14,34,36,58,64,52,18,16,6,2,2,11,3,1,1,1
448,56906,8,3,2,1,1,173,228,117,40,13,35,33,51,49,42,22,18,6,2,2,10,3,1,1,1
449,56909,7,3,2,1,1,164,220,134,46,12,39,29,45,43,37,24,18,6,2,2,9,3,1,1,1
450,56910,5,4,2,1,1,179,208,147,53,13,43,25,38,40,35,25,16,6,2,2,8,3,1,1,1
451,56910,4,4,2,1,1,214,197,155,61,14,41,21,32,38,34,22,13,7,2,1,6,3,1,1,1
452,56910,4,3,2,1,1,336,192,162,66,17,36,17,30,39,35,18,9,7,2,1,6,3,1,1,1
453,56911,4,3,2,1,1,677,206,190,72,24,29,16,31,40,36,13,7,7,2,1,6,3,1,1,1
454,56912,6,3,2,1,1,1402,260,261,79,34,22,16,35,41,38,9,6,6,2,1,9,3,1,1,1
455,58173,11,3,2,1,1,2472,361,382,90,49,18,18,39,40,39,6,6,5,1,2,16,4,2,1,1
456,58174,19,4,3,1,1,3662,492,531,104,65,16,20,42,37,39,4,7,4,1,2,25,6,2,2,1
457,58174,29,6,4,1,1,4713,616,664,116,78,15,22,42,32,38,4,8,3,1,2,36,8,3,2,1
458,58174,38,8,5,1,1,5319,698,735,122,85,15,22,40,27,38,3,7,3,1,2,45,10,4,2,1
459,58175,44,9,5,2,1,5332,725,715,118,82,16,21,36,23,38,3,7,2,1,3,50,11,4,2,1
460,58175,45,9,6,2,1,4718,714,612,106,73,16,18,31,22,39,3,7,3,1,3,49,11,4,2,1
461,58175,40,9,5,2,1,3779,700,463,90,61,17,16,26,23,39,3,7,3,1,2,42,10,3,2,1
462,58177,31,7,4,1,1,2743,712,320,76,51,19,14,22,27,41,2,8,4,1,2,32,8,3,1,1
463,58177,21,5,3,1,1,1885,748,219,67,46,22,13,19,30,44,1,8,4,1,2,21,6,2,1,1
464,58178,13,3,2,1,1,1299,777,170,65,45,26,12,16,32,47,1,8,5,1,2,12,4,2,1,1
465,59118,7,2,1,1,1,935,756,155,65,46,30,11,14,31,51,1,7,5,1,1,7,3,1,1,1
466,59118,5,2,1,1,1,709,659,146,63,46,32,11,12,29,52,1,6,5,1,1,5,3,1,1,1
467,59119,4,2,1,1,1,517,501,128,57,43,32,10,11,25,52,1,4,5,1,1,5,2,1,1,1
468,59119,4,2,2,1,1,380,324,104,51,37,29,10,10,22,49,1,3,5,1,1,5,2,2,1,1
469,59120,4,2,2,1,1,243,177,81,46,31,25,11,9,21,44,2,3,5,2,1,5,2,2,1,1
470,59121,4,2,2,1,0,191,82,66,48,25,20,12,9,21,38,2,2,5,3,2,5,2,2,2,0
471,59122,4,2,2,1,0,148,39,62,57,20,16,13,8,21,32,2,2,5,4,2,4,2,2,2,0
472,59123,3,2,2,1,0,123,32,66,71,17,15,14,7,21,27,2,2,4,5,2,4,1,2,2,0
473,59197,3,2,2,1,0,99,39,73,86,16,23,14,7,21,25,3,2,4,6,2,3,2,2,2,0
474,60004,2,2,2,1,0,74,50,81,98,16,43,16,7,21,28,4,3,4,7,2,2,2,2,2,0
475,60006,2,3,2,1,0,57,59,86,102,17,79,20,10,23,34,6,3,5,7,2,2,2,2,1,0
476,60006,3,4,1,1,1,43,64,88,98,20,129,27,15,27,42,10,4,7,6,2,3,4,2,1,0
477,60007,4,5,1,1,1,37,64,85,85,22,183,34,21,33,49,17,6,10,6,2,4,5,2,1,0
478,60007,5,6,2,1,1,34,58,79,69,25,227,41,25,41,53,27,7,11,5,2,6,7,1,0,1
479,60007,6,6,2,0,1,36,50,75,54,29,251,45,28,49,52,37,8,12,4,3,7,7,1,0,1
480,60796,7,6,2,0,1,43,42,77,43,32,247,45,28,54,46,45,8,12,4,3,9,7,2,0,1
481,60797,7,5,2,0,1,56,38,86,38,35,217,42,25,55,39,48,7,11,3,4,10,7,2,0,1
482,60797,7,4,2,0,1,78,39,96,38,36,171,38,21,51,32,44,5,8,3,4,10,5,2,0,1
483,60797,6,3,2,1,1,104,43,104,40,36,122,35,16,44,26,36,3,6,3,3,9,4,2,1,1
484,60799,6,2,2,1,1,131,47,105,42,34,80,32,12,35,23,26,2,4,3,3,8,3,2,1,1
485,60799,5,2,2,1,1,153,48,98,44,30,49,31,10,27,22,16,1,3,3,2,7,2,3,1,1
486,61462,5,1,2,1,1,180,48,88,46,25,30,30,8,22,22,8,1,2,4,1,7,1,2,1,1
487,61463,5,1,2,1,0,214,48,79,47,21,19,27,8,21,23,4,1,2,4,1,6,1,2,2,1
488,61464,6,1,2,1,0,262,47,77,48,18,13,24,9,22,25,2,1,2,4,1,6,1,2,2,0
489,61464,6,1,1,1,0,315,48,81,49,16,11,21,10,23,26,1,1,2,4,1,6,1,2,2,0
490,61464,6,1,1,1,0,362,47,88,50,15,10,18,13,24,27,1,1,3,4,1,5,1,2,2,0
