n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
200,25161,neutre,28,12,6,6,5,81,22,11,4,2,7,10,6,8,7,18,5,2,6,2,43,11,10,17,7
201,25393,neutre,51,12,5,7,6,197,44,17,7,2,5,7,4,8,7,28,7,2,8,2,72,10,10,23,8
202,25393,neutre,85,12,6,10,7,368,80,27,11,3,5,4,3,9,8,44,10,3,11,2,112,10,11,29,10
203,25397,neutre,131,17,8,13,8,556,121,40,16,4,23,6,4,9,10,93,17,4,13,3,163,14,14,34,11
204,25615,neutre,173,33,16,16,10,719,156,51,22,6,93,16,8,11,11,198,30,6,15,4,210,29,24,35,13
205,25866,neutre,208,66,31,18,13,843,174,58,30,8,254,40,18,13,12,409,50,11,16,5,246,60,42,33,14
206,25866,neutre,252,116,52,19,17,940,171,61,38,12,487,75,31,17,14,707,75,18,16,7,279,107,66,28,17
207,26083,neutre,339,221,92,17,26,1108,122,62,54,19,981,146,58,25,17,1416,120,37,21,12,320,208,111,16,22
208,26084,neutre,383,249,99,14,28,1194,96,61,58,22,1084,160,62,27,17,1651,129,45,27,17,335,233,117,11,23
209,26330,neutre,432,249,93,11,27,1225,81,60,57,23,1023,152,59,26,15,1708,130,49,35,21,358,230,109,8,21
210,26330,neutre,468,222,77,9,23,1200,76,57,51,22,826,125,48,23,12,1584,125,50,41,25,377,198,89,7,18
211,26552,neutre,468,222,77,9,23,1200,76,57,51,22,826,125,48,23,12,1584,125,50,41,25,377,198,89,7,18
212,26797,neutre,520,140,41,8,16,834,84,43,33,17,306,52,21,15,7,1022,118,43,45,27,441,106,49,6,13
213,26800,neutre,538,130,36,10,15,557,88,33,25,15,151,29,13,13,7,741,139,42,44,26,480,89,44,6,12
214,27025,neutre,545,172,45,12,17,387,91,27,20,13,141,24,13,15,9,596,204,46,43,28,507,113,53,7,14
215,27028,neutre,542,266,62,15,22,346,96,24,19,13,303,35,22,23,14,750,334,56,48,36,509,176,69,8,18
216,27273,neutre,515,388,80,17,27,461,102,26,22,14,632,55,39,34,22,1272,523,68,58,49,476,256,84,9,21
217,27275,neutre,473,498,94,18,32,652,108,32,28,16,1073,82,61,45,31,2052,733,83,71,66,423,326,93,9,24
218,27513,neutre,470,572,101,19,36,880,130,49,40,22,1529,118,85,56,42,2932,918,106,86,82,408,375,95,10,27
219,27518,neutre,580,599,105,20,40,1172,194,89,62,34,1937,167,112,64,54,3685,1037,148,98,93,519,404,91,13,31
220,27748,neutre,580,599,105,20,40,1172,194,89,62,34,1937,167,112,64,54,3685,1037,148,98,93,519,404,91,13,31
221,27753,neutre,817,594,109,25,46,1555,313,155,94,54,2251,231,144,68,68,4080,1074,216,105,97,759,429,85,19,38
222,28016,neutre,1184,579,118,34,55,2033,475,241,130,79,2421,306,181,71,82,4061,1040,305,107,94,1124,464,82,28,50
223,28019,neutre,1528,594,139,50,67,2582,651,329,161,104,2452,387,227,78,96,3604,970,400,108,87,1462,528,90,43,65
224,28019,neutre,1786,657,175,78,83,3036,791,402,186,124,2307,470,290,96,111,2887,893,481,116,81,1707,623,117,71,84
225,28241,neutre,1834,776,232,125,103,3284,861,449,207,137,2040,554,378,130,130,2054,833,540,143,82,1757,750,171,118,106
226,28503,neutre,2140,1130,383,258,150,3241,766,472,248,139,1445,719,598,228,169,1253,777,594,251,101,2102,1078,342,262,155
227,28505,neutre,2140,1130,383,258,150,3241,766,472,248,139,1445,719,598,228,169,1253,777,594,251,101,2102,1078,342,262,155
228,28745,neutre,2816,1311,446,316,170,3191,651,459,266,131,1243,774,676,265,180,1479,763,595,304,111,2809,1244,421,327,174
229,28747,neutre,3751,1450,472,345,182,3199,534,430,273,118,1124,784,691,275,178,1902,739,574,332,114,3790,1375,461,362,184
230,29019,neutre,4567,1524,462,341,182,3208,429,382,259,102,1074,738,632,253,161,2308,698,531,325,110,4642,1447,456,359,183
231,29021,neutre,5186,1530,436,310,174,3153,337,314,224,83,1060,639,513,205,132,2588,642,474,290,99,5272,1454,420,325,174
232,29258,neutre,5055,1485,417,268,161,2911,255,232,173,62,1022,511,366,146,97,2578,584,411,241,87,5133,1411,379,277,161
233,29260,neutre,4528,1412,416,228,147,2499,186,148,119,42,920,387,231,93,64,2285,539,352,198,76,4566,1341,350,230,148
234,29528,neutre,3657,1317,433,200,134,1984,134,83,77,27,783,288,136,56,40,1805,509,312,170,68,3636,1250,342,196,136
235,29531,neutre,2783,1188,442,179,120,1506,101,45,50,19,623,219,86,38,27,1295,480,287,155,62,2712,1127,338,172,123
236,29776,neutre,1407,782,345,129,83,776,62,20,30,12,352,133,51,27,17,547,351,213,123,49,1308,748,263,123,85
237,29778,neutre,938,534,247,93,60,534,44,14,24,10,238,92,36,23,15,336,248,153,95,40,862,513,191,89,61
238,29779,neutre,938,534,247,93,60,534,44,14,24,10,238,92,36,23,15,336,248,153,95,40,862,513,191,89,61
239,30048,neutre,287,144,75,34,24,183,17,7,12,5,68,28,12,15,12,95,70,45,41,23,265,139,63,36,22
240,30299,neutre,136,50,31,21,17,78,10,5,8,3,24,11,7,12,12,42,24,19,27,18,127,47,30,24,13
241,30304,neutre,81,14,13,17,16,39,9,5,6,3,6,4,4,10,11,22,7,9,21,15,79,14,17,21,11
242,30585,neutre,74,9,11,18,18,32,10,6,5,3,3,2,3,10,11,21,6,8,20,13,78,9,15,22,12
243,30588,neutre,90,9,14,20,19,46,12,8,5,3,2,1,2,10,12,31,10,10,21,12,99,10,17,24,14
244,30588,neutre,133,10,20,22,20,60,15,11,7,4,2,1,1,10,12,47,14,13,23,11,149,11,19,27,15
245,30836,neutre,133,10,20,22,20,60,15,11,7,4,2,1,1,10,12,47,14,13,23,11,149,11,19,27,15
246,30836,neutre,173,12,25,24,19,79,19,14,8,4,1,1,1,10,12,65,18,16,25,11,196,13,22,30,15
247,31163,neutre,216,15,30,27,15,92,26,19,11,4,1,1,0,12,11,84,22,20,27,14,248,17,26,33,14
248,31163,neutre,201,16,28,27,14,85,28,19,11,4,1,1,0,12,11,78,20,20,27,15,232,18,25,33,14
249,31166,neutre,201,16,28,27,14,85,28,19,11,4,1,1,0,12,11,78,20,20,27,15,232,18,25,33,14
250,31437,neutre,115,18,19,24,15,64,30,17,10,3,1,2,1,13,11,47,15,13,24,19,138,20,17,30,16
251,31720,neutre,115,18,19,24,15,64,30,17,10,3,1,2,1,13,11,47,15,13,24,19,138,20,17,30,16
252,31720,neutre,73,20,16,23,16,61,29,15,8,3,1,2,1,13,11,33,13,8,22,21,97,22,13,28,19
253,31723,neutre,48,23,14,23,18,65,29,15,7,3,1,2,1,13,11,28,14,5,20,23,80,24,9,27,22
254,31997,neutre,37,26,14,24,18,71,27,15,6,4,1,2,1,13,11,28,15,3,18,25,79,26,7,25,24
255,32003,neutre,34,27,15,27,18,72,25,14,6,4,1,2,1,13,11,32,17,3,17,26,85,26,7,25,25
256,32280,neutre,32,26,15,29,17,65,22,13,5,4,1,2,1,13,11,37,18,4,16,28,86,24,7,24,24
257,32283,neutre,28,22,15,30,15,52,17,11,4,3,1,2,1,12,11,41,18,7,15,28,78,20,7,24,21
258,32579,neutre,25,18,14,31,14,40,13,8,3,3,1,2,1,12,11,42,18,12,15,28,64,15,7,24,17
259,32582,neutre,25,14,13,28,13,28,7,4,2,2,1,2,1,13,11,38,15,24,19,23,34,8,5,23,10
260,32582,neutre,28,16,12,24,14,30,6,3,2,2,1,2,1,13,11,35,14,30,21,20,25,7,3,22,9
261,32880,neutre,33,20,11,21,15,34,6,2,2,2,1,2,1,12,11,31,13,32,22,18,22,9,2,21,9
262,32880,neutre,37,24,9,19,15,35,8,3,2,2,1,2,1,12,11,28,13,31,23,16,21,10,2,21,10
263,33185,neutre,38,27,7,17,15,33,10,4,2,2,1,2,1,12,11,25,13,27,23,15,20,11,2,22,12
264,33186,neutre,38,27,7,17,15,33,10,4,2,2,1,2,1,12,11,25,13,27,23,15,20,11,2,22,12
265,33494,neutre,37,27,5,15,14,23,14,7,2,2,1,3,2,10,11,19,12,16,23,14,21,10,5,24,14
266,33494,neutre,37,27,5,15,14,23,14,7,2,2,1,3,2,10,11,19,12,16,23,14,21,10,5,24,14
267,33497,neutre,42,26,6,14,14,26,16,9,3,3,2,3,2,10,11,22,13,10,22,14,35,9,10,23,15
268,33778,neutre,46,25,7,13,15,32,17,9,3,3,2,2,2,10,11,27,15,11,22,14,48,10,12,21,16
269,33782,neutre,49,24,8,12,18,38,18,9,3,3,3,2,2,10,11,35,18,15,22,14,62,12,13,18,16
270,34071,neutre,50,22,9,10,21,40,19,9,3,3,4,1,2,10,11,42,20,19,21,14,73,15,13,15,17
271,34074,neutre,50,20,9,9,23,38,20,8,3,3,4,1,1,10,11,47,21,22,20,14,79,17,11,13,17
272,34074,neutre,50,20,9,9,23,38,20,8,3,3,4,1,1,10,11,47,21,22,20,14,79,17,11,13,17
273,34389,neutre,56,14,8,9,26,24,21,7,2,2,5,2,1,10,10,46,17,27,18,16,73,20,12,12,16
274,34390,neutre,61,13,7,10,25,17,21,7,3,2,5,3,1,10,11,44,15,28,18,17,67,21,16,13,15
275,34713,neutre,67,13,8,12,24,13,22,8,3,2,5,5,2,10,11,45,14,29,18,19,63,24,24,13,15
276,34713,neutre,71,16,9,15,23,12,24,10,4,2,4,7,2,10,12,49,14,28,18,22,63,27,33,14,14
277,34716,neutre,71,19,11,18,21,16,26,13,4,2,4,8,3,9,13,55,15,27,19,23,67,31,40,15,15
278,35024,neutre,66,21,12,21,21,24,27,15,4,2,4,8,4,9,14,60,16,24,20,24,71,33,43,15,15
279,35035,neutre,58,22,13,22,20,34,26,16,4,2,3,8,4,9,14,60,16,20,20,24,72,32,41,16,16
280,35334,neutre,49,21,13,22,18,45,24,16,3,2,2,6,3,8,14,54,14,15,20,22,68,29,34,17,16
281,35335,neutre,40,19,11,21,17,52,21,14,3,2,2,5,3,9,14,43,12,12,19,21,58,24,25,17,16
282,35336,neutre,33,16,9,20,15,55,18,13,2,2,2,3,2,9,14,31,10,9,19,19,45,18,16,18,16
283,35684,neutre,33,16,9,20,15,55,18,13,2,2,2,3,2,9,14,31,10,9,19,19,45,18,16,18,16
284,35684,neutre,26,13,7,19,13,51,15,11,2,2,2,2,2,10,13,21,8,8,19,18,32,13,9,18,16
285,36037,neutre,21,10,6,19,12,44,12,10,2,2,2,2,1,10,13,13,6,8,19,17,23,10,6,18,15
286,36037,neutre,16,8,5,19,12,33,9,8,1,2,2,1,1,11,13,9,5,7,20,16,16,8,5,17,14
287,36040,neutre,12,6,4,20,11,23,7,7,1,2,2,1,1,11,12,7,5,6,21,14,12,6,4,17,13
288,36379,neutre,7,5,2,23,10,11,5,4,1,1,1,1,1,11,12,5,5,3,23,12,6,5,4,17,11
289,36381,neutre,6,6,2,24,10,8,4,3,1,1,1,1,1,11,11,4,5,3,25,12,5,5,3,18,11
290,36381,neutre,5,6,2,25,10,7,4,3,1,2,1,1,0,12,12,4,5,3,26,13,4,6,4,19,10
291,36740,neutre,5,7,2,26,10,8,4,2,1,2,1,2,0,12,12,4,5,3,27,14,4,7,4,20,10
292,36741,neutre,5,8,3,25,11,9,5,1,1,2,1,2,1,13,12,5,5,3,28,16,4,10,4,22,11
293,36744,neutre,6,8,3,25,12,11,7,1,2,3,2,3,1,14,13,6,4,3,27,17,5,12,5,23,12
294,37099,neutre,7,8,4,23,12,14,10,1,2,3,3,3,1,15,13,8,4,4,26,17,6,14,5,23,13
295,37101,neutre,8,8,4,22,12,15,12,1,3,3,3,4,2,16,13,11,4,4,25,16,7,14,5,23,13
296,37102,neutre,9,7,4,21,12,15,14,2,3,3,3,3,2,17,12,12,5,5,24,14,7,13,4,22,13
297,37456,neutre,9,5,4,20,12,13,15,2,3,3,3,3,2,17,12,12,6,6,22,13,7,10,4,21,13
298,37456,neutre,8,4,4,19,11,11,15,3,3,3,2,3,2,17,12,11,7,6,21,12,6,7,3,21,13
299,37461,neutre,6,3,4,19,11,9,13,4,3,3,2,2,2,16,11,9,8,6,20,12,5,5,3,21,13
300,37816,neutre,6,3,4,19,11,9,13,4,3,3,2,2,2,16,11,9,8,6,20,12,5,5,3,21,13
301,37820,neutre,4,4,5,20,12,9,11,5,2,3,1,1,1,14,11,5,7,5,21,12,3,3,5,22,12
302,37841,neutre,5,5,6,20,13,11,10,5,2,3,1,1,1,13,11,3,7,5,23,13,3,3,6,23,12
303,38179,neutre,8,6,8,20,15,12,9,5,2,3,0,1,1,13,11,3,6,4,24,13,3,4,7,23,12
304,38180,neutre,11,8,8,20,18,12,8,5,2,3,0,1,1,13,11,4,5,4,25,14,4,4,9,23,12
305,38539,neutre,14,10,8,20,20,11,7,6,3,3,0,1,0,13,11,4,5,4,25,14,7,5,12,23,14
306,38540,neutre,17,11,7,20,22,9,5,7,4,3,0,1,1,13,11,5,5,3,24,15,11,6,15,22,15
307,38542,neutre,17,11,7,20,22,9,5,7,4,3,0,1,1,13,11,5,5,3,24,15,11,6,15,22,15
308,38907,neutre,18,12,6,22,23,7,4,8,4,4,0,1,1,14,12,5,4,3,23,15,14,8,18,20,16
309,38909,neutre,17,11,4,24,22,7,3,9,5,4,0,2,1,14,12,5,4,2,21,15,17,9,21,19,17
310,38909,neutre,15,10,3,26,20,7,3,10,5,5,0,2,1,15,12,5,4,2,20,14,17,9,21,19,17
311,39268,neutre,13,8,3,28,17,8,4,12,7,6,1,2,1,15,13,21,19,18,34,22,19,11,21,20,17
312,39268,neutre,13,8,3,28,15,13,11,18,13,9,2,4,2,16,14,119,110,112,118,72,32,18,30,30,21
313,39272,neutre,13,10,3,27,14,29,28,33,29,18,5,8,5,19,16,383,354,356,339,204,70,40,61,56,34
314,39675,neutre,15,14,5,25,15,60,57,61,56,34,9,16,11,25,21,844,775,777,716,432,135,78,118,101,56
315,39686,neutre,17,18,6,22,17,102,93,96,89,55,15,25,18,33,27,1435,1309,1310,1190,720,218,128,194,157,86
316,39686,neutre,19,22,7,19,20,146,126,131,120,76,21,35,24,41,32,2000,1811,1812,1632,991,295,176,267,210,115
317,40092,neutre,19,24,7,16,22,176,146,154,138,88,24,41,29,45,36,2354,2115,2120,1898,1155,340,205,314,242,133
318,40092,neutre,19,23,7,16,24,183,145,156,137,89,24,43,29,45,36,2372,2112,2125,1894,1155,338,207,317,242,135
319,40095,neutre,17,20,8,16,25,163,125,136,117,77,21,39,27,41,33,2047,1805,1825,1620,991,290,180,275,210,120
320,40096,neutre,16,15,8,17,24,124,91,101,86,57,16,32,22,32,27,1495,1302,1326,1174,722,213,135,204,157,92
321,40504,neutre,14,11,8,19,23,79,55,62,53,36,10,23,16,24,21,899,770,793,701,435,132,86,126,101,62
322,40504,neutre,12,9,9,21,21,42,27,31,27,19,5,15,11,17,16,420,351,368,329,208,68,47,64,59,37
323,40507,neutre,10,8,10,22,20,19,11,13,12,8,3,9,7,13,13,137,109,119,113,76,30,23,26,35,22
324,40916,neutre,8,7,11,22,18,11,4,6,7,4,1,6,5,11,12,26,19,22,30,24,13,13,10,28,15
325,40919,neutre,6,8,11,23,18,11,3,5,5,3,1,3,3,11,11,5,5,5,16,15,8,9,6,29,13
326,40919,neutre,9,14,16,31,22,19,11,11,10,6,8,8,8,17,16,14,18,14,27,20,11,15,10,39,18
327,41329,neutre,9,14,16,31,22,19,11,11,10,6,8,8,8,17,16,14,18,14,27,20,11,15,10,39,18
328,41330,neutre,52,56,55,67,45,64,61,58,48,29,63,58,58,61,45,85,88,80,86,60,61,67,59,87,48
329,41332,neutre,181,174,165,165,108,198,198,192,158,94,219,203,197,182,127,295,280,264,249,168,205,215,204,221,128
330,41332,neutre,421,386,361,338,220,445,443,434,355,209,504,464,445,399,274,685,622,594,539,361,464,482,465,461,271
331,41743,neutre,741,666,617,561,366,775,762,750,614,360,882,809,769,681,465,1209,1070,1028,916,611,804,836,808,776,456
332,41744,neutre,1064,939,868,776,508,1105,1073,1059,867,507,1257,1148,1085,955,652,1736,1506,1454,1283,853,1137,1183,1142,1086,636
333,41746,neutre,1286,1119,1031,913,600,1329,1275,1260,1033,602,1509,1373,1290,1133,772,2099,1790,1735,1523,1010,1355,1412,1360,1289,752
334,42176,neutre,556,452,412,375,247,560,506,506,416,239,628,563,514,456,313,903,714,702,620,406,548,571,545,538,301
335,42178,neutre,276,217,196,192,123,274,240,241,199,114,303,271,244,221,153,445,339,335,305,198,266,273,259,271,146
336,42178,neutre,103,74,66,81,48,98,79,81,68,38,103,92,81,79,57,159,112,112,114,73,97,92,87,107,52
337,42602,neutre,30,16,14,34,18,26,15,15,14,8,20,18,15,20,18,37,21,21,35,22,32,19,17,38,14
338,42603,neutre,30,16,14,34,18,26,15,15,14,8,20,18,15,20,18,37,21,21,35,22,32,19,17,38,14
339,42605,neutre,17,5,3,17,12,12,2,1,2,2,3,2,2,7,8,10,3,4,15,10,28,6,3,17,9
340,42605,neutre,17,5,2,12,14,11,2,1,2,2,3,1,2,6,8,12,4,4,15,9,33,7,4,14,11
341,43032,neutre,19,6,2,9,16,11,3,2,2,3,3,1,2,7,8,14,4,4,16,8,41,9,5,12,15
342,43032,neutre,19,6,2,9,16,11,3,2,2,3,3,1,2,7,8,14,4,4,16,8,41,9,5,12,15
343,43035,neutre,44,17,7,7,21,31,9,6,3,3,3,1,2,10,9,16,5,5,22,8,73,17,13,12,21
344,43452,neutre,69,27,12,8,23,54,16,11,5,4,2,1,2,12,10,16,5,6,24,9,100,24,19,14,22
345,43455,neutre,98,38,19,11,24,81,25,16,7,4,2,1,2,14,11,17,5,7,24,10,128,33,25,16,22
346,43455,neutre,120,46,23,14,24,106,32,21,10,5,2,2,2,16,11,18,6,7,23,12,146,41,29,19,20
347,43459,neutre,129,49,26,18,23,120,37,23,12,5,3,3,2,18,12,20,7,7,21,14,149,46,30,22,18
348,43858,neutre,129,49,26,18,23,120,37,23,12,5,3,3,2,18,12,20,7,7,21,14,149,46,30,22,18
349,43860,neutre,102,38,21,21,21,111,34,21,12,5,5,5,3,22,12,22,11,7,16,19,108,39,23,25,15
350,43867,neutre,102,38,21,21,21,111,34,21,12,5,5,5,3,22,12,22,11,7,16,19,108,39,23,25,15
351,44263,neutre,52,17,12,19,21,77,23,13,9,4,5,6,2,22,12,17,13,8,14,20,51,22,15,26,14
352,44263,neutre,52,17,12,19,21,77,23,13,9,4,5,6,2,22,12,17,13,8,14,20,51,22,15,26,14
353,44266,neutre,27,6,10,15,21,54,15,6,6,3,3,5,1,18,12,9,10,8,14,18,25,9,11,26,15
354,44643,neutre,22,5,11,13,20,46,12,4,4,2,2,4,1,15,12,6,8,7,17,16,22,7,10,25,16
355,44647,neutre,18,4,14,12,19,38,10,3,3,2,1,3,1,13,12,4,6,7,20,14,19,5,10,24,16
356,44647,neutre,14,4,16,13,18,29,8,3,3,2,1,2,1,12,12,3,5,6,24,13,15,3,9,24,17
357,45064,neutre,10,4,17,13,16,21,6,3,3,2,1,2,2,12,12,3,4,6,29,12,11,3,9,24,17
358,45064,neutre,8,5,17,14,14,16,4,3,3,3,1,2,2,12,12,4,4,5,33,13,8,3,9,25,17
359,45078,neutre,7,7,17,14,14,14,4,4,4,3,1,2,3,13,13,4,4,5,36,14,7,3,9,25,17
360,45078,neutre,7,7,17,14,14,14,4,4,4,3,1,2,3,13,13,4,4,5,36,14,7,3,9,25,17
361,45473,neutre,10,13,15,15,15,18,8,5,4,2,1,2,3,14,13,5,5,4,36,18,15,5,9,24,18
362,45473,neutre,11,16,14,17,17,20,12,5,4,2,1,2,3,14,13,6,6,3,33,19,23,6,9,21,19
363,45475,neutre,12,17,14,18,18,21,15,4,3,2,1,3,3,15,14,7,6,3,29,20,31,8,9,19,20
364,45855,neutre,12,17,14,18,18,21,15,4,3,2,1,3,3,15,14,7,6,3,29,20,31,8,9,19,20
365,45861,neutre,11,17,13,20,19,19,17,5,3,2,2,3,3,15,13,7,7,6,24,21,38,10,8,16,21
366,45862,neutre,12,11,10,23,16,14,15,6,2,3,3,4,4,15,13,9,12,20,19,22,45,12,6,15,19
367,46281,neutre,17,8,9,24,15,14,13,7,2,3,3,5,4,15,12,10,15,31,19,22,48,12,4,16,18
368,46282,neutre,25,6,9,24,14,17,11,7,3,3,4,5,4,15,12,12,19,41,20,21,52,11,3,18,18
369,46285,neutre,25,6,9,24,14,17,11,7,3,3,4,5,4,15,12,12,19,41,20,21,52,11,3,18,18
370,46682,neutre,42,4,8,20,17,27,10,8,3,2,4,4,3,14,11,14,22,48,27,19,56,12,3,20,21
371,46685,neutre,48,5,8,17,20,30,11,9,3,2,3,4,3,13,11,14,20,43,29,18,53,13,4,20,23
372,46685,neutre,52,6,9,14,22,30,12,10,3,2,2,4,2,12,11,12,17,34,31,17,46,16,6,20,24
373,46688,neutre,52,6,9,14,22,30,12,10,3,2,2,4,2,12,11,12,17,34,31,17,46,16,6,20,24
374,47090,neutre,54,8,12,9,24,23,14,13,2,2,1,5,3,11,12,8,10,18,29,17,30,21,10,19,24
375,47092,neutre,52,9,13,9,23,20,15,14,2,3,1,6,4,11,12,6,8,13,26,17,24,21,11,20,22
376,47092,neutre,52,9,13,9,23,20,15,14,2,3,1,6,4,11,12,6,8,13,26,17,24,21,11,20,22
377,47516,neutre,47,10,14,10,22,18,16,14,2,3,1,6,4,12,12,5,7,11,24,18,20,20,10,22,19
378,47517,neutre,30,9,14,16,18,13,14,12,3,3,1,5,4,14,12,6,6,12,21,18,20,16,8,27,15
379,47519,neutre,30,9,14,16,18,13,14,12,3,3,1,5,4,14,12,6,6,12,21,18,20,16,8,27,15
380,47520,neutre,22,9,13,20,17,12,12,11,3,3,1,4,4,16,12,8,6,13,21,18,26,15,7,30,14
381,47920,neutre,16,9,10,29,18,12,9,11,5,3,3,3,5,19,11,13,7,17,22,17,48,19,9,33,13
382,47921,neutre,17,9,9,32,19,14,8,10,5,3,4,4,5,20,11,14,8,17,23,17,57,20,10,34,14
383,47923,neutre,17,9,9,32,19,14,8,10,5,3,4,4,5,20,11,14,8,17,23,17,57,20,10,34,14
384,48336,neutre,18,8,7,34,19,18,9,10,5,3,4,4,6,20,10,15,8,15,25,17,60,20,10,35,14
385,48337,neutre,20,7,5,34,19,28,10,10,6,4,4,5,7,19,10,16,9,13,26,18,57,18,9,35,14
386,48338,neutre,22,6,4,33,19,46,14,12,6,4,4,7,7,18,10,17,9,10,27,19,51,15,8,36,14
387,48755,neutre,29,7,3,29,18,98,26,17,6,6,3,9,9,16,11,20,9,8,27,21,37,9,6,35,16
388,48755,neutre,30,7,4,27,17,119,30,20,6,7,3,9,10,15,11,20,8,8,26,22,32,8,6,33,17
389,48758,neutre,29,8,4,26,16,126,30,22,5,8,3,9,11,15,11,19,8,9,25,22,28,8,6,31,17
390,49199,neutre,24,8,4,25,15,116,27,21,4,8,3,8,12,15,11,17,7,8,24,21,23,8,5,28,17
391,49203,neutre,19,8,4,25,14,92,20,18,3,7,3,7,12,15,12,14,6,7,23,20,18,8,5,27,16
392,49203,neutre,17,9,3,24,13,65,13,14,2,6,3,6,11,15,12,11,5,6,22,18,13,8,5,25,15
393,49209,neutre,17,9,3,24,13,65,13,14,2,6,3,6,11,15,12,11,5,6,22,18,13,8,5,25,15
394,49605,neutre,22,11,2,24,13,44,7,11,2,4,3,4,10,16,12,11,4,5,21,17,10,7,5,25,13
395,49609,neutre,49,19,2,21,13,38,4,6,2,3,2,3,7,15,12,13,4,7,19,17,7,5,6,26,11
396,49610,neutre,49,19,2,21,13,38,4,6,2,3,2,3,7,15,12,13,4,7,19,17,7,5,6,26,11
397,50050,neutre,67,22,3,17,15,54,8,4,2,3,1,2,2,12,12,16,3,11,17,19,7,3,8,29,12
398,50050,neutre,63,20,3,15,16,56,9,4,3,3,1,2,1,12,12,17,4,12,17,20,7,2,8,30,12
399,50059,neutre,50,16,3,14,17,51,9,4,3,3,1,2,1,12,12,18,4,12,16,21,7,2,8,31,13
400,50059,neutre,50,16,3,14,17,51,9,4,3,3,1,2,1,12,12,18,4,12,16,21,7,2,8,31,13
401,50478,neutre,18,6,3,16,17,31,7,5,3,3,1,1,1,14,12,22,6,9,15,22,7,2,11,29,13
402,50478,neutre,18,6,3,16,17,31,7,5,3,3,1,1,1,14,12,22,6,9,15,22,7,2,11,29,13
403,50481,neutre,4,2,4,19,16,14,6,5,4,3,1,1,2,18,13,29,8,10,16,23,6,4,18,23,14
404,50917,neutre,4,2,4,19,16,14,6,5,4,3,1,1,2,18,13,29,8,10,16,23,6,4,18,23,14
405,50920,neutre,8,2,6,20,16,10,8,4,4,4,2,2,4,18,13,29,7,15,20,23,10,7,25,18,16
406,50920,neutre,12,2,7,19,16,10,9,4,4,5,2,3,4,18,13,25,6,16,21,22,13,8,25,17,17
407,51369,neutre,18,2,7,17,17,11,10,3,3,4,1,3,3,16,13,19,5,16,22,21,17,9,23,16,17
408,51369,neutre,24,3,7,14,18,12,11,4,3,4,1,3,3,15,12,14,3,15,23,19,20,9,19,16,17
409,51372,neutre,31,3,6,13,19,13,11,4,3,3,1,3,2,14,12,9,3,13,23,18,22,9,14,16,18
410,51372,neutre,36,5,6,12,21,14,10,6,3,3,1,3,2,13,12,5,2,11,23,17,22,9,9,16,19
411,51401,neutre,36,5,6,12,21,14,10,6,3,3,1,3,2,13,12,5,2,11,23,17,22,9,9,16,19
412,51826,neutre,39,7,8,14,23,15,7,9,3,3,1,3,2,12,12,4,3,11,22,15,19,7,5,19,20
413,51829,neutre,36,8,9,16,23,15,6,10,4,3,1,3,2,11,12,5,4,12,22,14,16,7,5,23,19
414,51829,neutre,36,8,9,16,23,15,6,10,4,3,1,3,2,11,12,5,4,12,22,14,16,7,5,23,19
415,52288,neutre,26,10,9,17,21,14,5,9,4,4,1,3,3,11,13,5,4,10,23,13,13,6,7,36,16
416,52289,neutre,23,11,8,17,20,14,6,8,4,4,2,3,3,11,13,5,5,9,25,12,13,5,7,41,14
417,52292,neutre,25,15,7,16,19,14,7,6,4,4,2,3,3,12,13,4,5,8,28,11,15,4,8,44,12
418,52751,neutre,28,19,6,16,19,15,8,5,4,4,3,2,3,13,12,5,7,7,29,10,18,4,9,43,12
419,52754,neutre,28,19,6,16,19,15,8,5,4,4,3,2,3,13,12,5,7,7,29,10,18,4,9,43,12
420,52754,neutre,31,26,6,17,18,18,9,5,4,4,5,2,4,14,12,7,10,8,30,11,22,7,9,40,12
421,52759,neutre,42,50,8,22,17,33,15,8,5,4,9,2,4,14,11,22,20,11,29,14,39,29,11,32,13
422,53259,neutre,59,68,9,25,15,45,20,10,6,4,12,4,5,14,11,33,26,14,29,15,51,51,10,30,14
423,53263,neutre,88,87,11,28,14,56,27,12,6,4,16,7,5,13,12,44,33,19,30,17,63,78,10,31,16
424,53263,neutre,126,103,14,30,13,65,36,14,6,4,20,10,5,13,12,53,40,23,31,18,73,105,8,33,17
425,53269,neutre,126,103,14,30,13,65,36,14,6,4,20,10,5,13,12,53,40,23,31,18,73,105,8,33,17
426,53717,neutre,195,113,24,32,14,67,51,18,7,4,25,17,6,13,13,68,49,30,33,19,88,133,10,33,20
427,53719,neutre,209,106,31,33,15,60,53,19,7,4,24,18,7,14,13,74,50,33,32,20,94,128,14,30,21
428,53720,neutre,209,106,31,33,15,60,53,19,7,4,24,18,7,14,13,74,50,33,32,20,94,128,14,30,21
429,53722,neutre,187,78,42,37,18,44,47,21,6,5,16,16,8,16,12,76,46,35,28,24,106,93,25,21,22
